Wind On,Solar
682.5,0.0
666.25,0.0
650.0,0.0
651.25,0.0
652.5,0.0
653.75,0.0
655.0,0.0
669.75,0.75
684.5,1.5
699.25,2.25
714.0,3.0
724.5,13.25
735.0,23.5
745.5,33.75
756.0,44.0
741.75,61.25
727.5,78.5
713.25,95.75
699.0,113.0
664.0,128.25
629.0,143.5
594.0,158.75
559.0,174.0
538.0,193.75
517.0,213.5
496.0,233.25
475.0,253.0
486.25,263.75
497.5,274.5
508.75,285.25
520.0,296.0
544.25,301.5
568.5,307.0
592.75,312.5
617.0,318.0
668.25,320.25
719.5,322.5
770.75,324.75
822.0,327.0
887.0,326.25
952.0,325.5
1017.0,324.75
1082.0,324.0
1155.75,320.5
1229.5,317.0
1303.25,313.5
1377.0,310.0
1446.5,302.0
1516.0,294.0
1585.5,286.0
1655.0,278.0
1733.0,265.0
1811.0,252.0
1889.0,239.0
1967.0,226.0
2026.75,207.0
2086.5,188.0
2146.25,169.0
2206.0,150.0
2241.25,128.25
2276.5,106.5
2311.75,84.75
2347.0,63.0
2369.5,49.25
2392.0,35.5
2414.5,21.75
2437.0,8.0
2429.75,6.0
2422.5,4.0
2415.25,2.0
2408.0,0.0
2394.0,0.0
2380.0,0.0
2366.0,0.0
2352.0,0.0
2349.25,0.0
2346.5,0.0
2343.75,0.0
2341.0,0.0
2267.75,0.0
2194.5,0.0
2121.25,0.0
2048.0,0.0
1974.75,0.0
1901.5,0.0
1828.25,0.0
1755.0,0.0
1699.75,0.0
1644.5,0.0
1589.25,0.0
1534.0,0.0
1495.5,0.0
1457.0,0.0
1418.5,0.0
1380.0,0.0
1353.5,0.0
1327.0,0.0
1300.5,0.0
1274.0,0.0
1263.5,0.0
1253.0,0.0
1242.5,0.0
1232.0,0.0
1209.75,0.5
1187.5,1.0
1165.25,1.5
1143.0,2.0
1114.5,13.25
1086.0,24.5
1057.5,35.75
1029.0,47.0
977.5,71.0
926.0,95.0
874.5,119.0
823.0,143.0
788.0,160.75
753.0,178.5
718.0,196.25
683.0,214.0
673.75,230.0
664.5,246.0
655.25,262.0
646.0,278.0
644.75,288.25
643.5,298.5
642.25,308.75
641.0,319.0
670.5,323.75
700.0,328.5
729.5,333.25
759.0,338.0
802.5,339.5
846.0,341.0
889.5,342.5
933.0,344.0
980.5,343.0
1028.0,342.0
1075.5,341.0
1123.0,340.0
1155.5,335.5
1188.0,331.0
1220.5,326.5
1253.0,322.0
1295.5,314.25
1338.0,306.5
1380.5,298.75
1423.0,291.0
1461.25,278.0
1499.5,265.0
1537.75,252.0
1576.0,239.0
1585.5,219.5
1595.0,200.0
1604.5,180.5
1614.0,161.0
1612.75,137.75
1611.5,114.5
1610.25,91.25
1609.0,68.0
1593.5,53.0
1578.0,38.0
1562.5,23.0
1547.0,8.0
1556.75,6.0
1566.5,4.0
1576.25,2.0
1586.0,0.0
1582.0,0.0
1578.0,0.0
1574.0,0.0
1570.0,0.0
1554.0,0.0
1538.0,0.0
1522.0,0.0
1506.0,0.0
1509.0,0.0
1512.0,0.0
1515.0,0.0
1518.0,0.0
1498.0,0.0
1478.0,0.0
1458.0,0.0
1438.0,0.0
1430.25,0.0
1422.5,0.0
1414.75,0.0
1407.0,0.0
1391.75,0.0
1376.5,0.0
1361.25,0.0
1346.0,0.0
1341.75,0.0
1337.5,0.0
1333.25,0.0
1329.0,0.0
1302.5,0.0
1276.0,0.0
1249.5,0.0
1223.0,0.0
1195.75,0.75
1168.5,1.5
1141.25,2.25
1114.0,3.0
1095.25,14.25
1076.5,25.5
1057.75,36.75
1039.0,48.0
999.25,71.25
959.5,94.5
919.75,117.75
880.0,141.0
831.0,159.5
782.0,178.0
733.0,196.5
684.0,215.0
677.5,230.5
671.0,246.0
664.5,261.5
658.0,277.0
672.75,287.0
687.5,297.0
702.25,307.0
717.0,317.0
752.0,322.25
787.0,327.5
822.0,332.75
857.0,338.0
881.75,339.5
906.5,341.0
931.25,342.5
956.0,344.0
999.25,342.75
1042.5,341.5
1085.75,340.25
1129.0,339.0
1207.5,335.0
1286.0,331.0
1364.5,327.0
1443.0,323.0
1512.0,315.0
1581.0,307.0
1650.0,299.0
1719.0,291.0
1763.0,278.0
1807.0,265.0
1851.0,252.0
1895.0,239.0
1914.0,219.0
1933.0,199.0
1952.0,179.0
1971.0,159.0
1992.25,135.25
2013.5,111.5
2034.75,87.75
2056.0,64.0
2068.25,50.0
2080.5,36.0
2092.75,22.0
2105.0,8.0
2109.0,6.0
2113.0,4.0
2117.0,2.0
2121.0,0.0
2111.75,0.0
2102.5,0.0
2093.25,0.0
2084.0,0.0
2085.5,0.0
2087.0,0.0
2088.5,0.0
2090.0,0.0
2081.75,0.0
2073.5,0.0
2065.25,0.0
2057.0,0.0
2056.5,0.0
2056.0,0.0
2055.5,0.0
2055.0,0.0
2062.0,0.0
2069.0,0.0
2076.0,0.0
2083.0,0.0
2080.75,0.0
2078.5,0.0
2076.25,0.0
2074.0,0.0
2075.75,0.0
2077.5,0.0
2079.25,0.0
2081.0,0.0
2097.25,0.0
2113.5,0.0
2129.75,0.0
2146.0,0.0
2136.5,0.5
2127.0,1.0
2117.5,1.5
2108.0,2.0
2060.5,10.25
2013.0,18.5
1965.5,26.75
1918.0,35.0
1916.5,48.5
1915.0,62.0
1913.5,75.5
1912.0,89.0
1864.0,104.0
1816.0,119.0
1768.0,134.0
1720.0,149.0
1692.5,158.75
1665.0,168.5
1637.5,178.25
1610.0,188.0
1576.5,196.75
1543.0,205.5
1509.5,214.25
1476.0,223.0
1438.0,230.0
1400.0,237.0
1362.0,244.0
1324.0,251.0
1323.0,257.25
1322.0,263.5
1321.0,269.75
1320.0,276.0
1309.75,279.0
1299.5,282.0
1289.25,285.0
1279.0,288.0
1321.25,291.75
1363.5,295.5
1405.75,299.25
1448.0,303.0
1502.75,298.5
1557.5,294.0
1612.25,289.5
1667.0,285.0
1703.0,271.75
1739.0,258.5
1775.0,245.25
1811.0,232.0
1863.0,212.0
1915.0,192.0
1967.0,172.0
2019.0,152.0
2069.75,129.25
2120.5,106.5
2171.25,83.75
2222.0,61.0
2238.25,48.0
2254.5,35.0
2270.75,22.0
2287.0,9.0
2275.0,6.75
2263.0,4.5
2251.0,2.25
2239.0,0.0
2250.5,0.0
2262.0,0.0
2273.5,0.0
2285.0,0.0
2309.5,0.0
2334.0,0.0
2358.5,0.0
2383.0,0.0
2330.25,0.0
2277.5,0.0
2224.75,0.0
2172.0,0.0
2119.75,0.0
2067.5,0.0
2015.25,0.0
1963.0,0.0
1954.5,0.0
1946.0,0.0
1937.5,0.0
1929.0,0.0
1936.5,0.0
1944.0,0.0
1951.5,0.0
1959.0,0.0
1972.25,0.0
1985.5,0.0
1998.75,0.0
2012.0,0.0
1987.25,0.0
1962.5,0.0
1937.75,0.0
1913.0,0.0
1885.75,0.5
1858.5,1.0
1831.25,1.5
1804.0,2.0
1784.75,13.0
1765.5,24.0
1746.25,35.0
1727.0,46.0
1677.75,70.75
1628.5,95.5
1579.25,120.25
1530.0,145.0
1443.5,163.5
1357.0,182.0
1270.5,200.5
1184.0,219.0
1102.0,235.5
1020.0,252.0
938.0,268.5
856.0,285.0
809.0,293.5
762.0,302.0
715.0,310.5
668.0,319.0
635.25,323.75
602.5,328.5
569.75,333.25
537.0,338.0
546.25,339.5
555.5,341.0
564.75,342.5
574.0,344.0
603.25,343.75
632.5,343.5
661.75,343.25
691.0,343.0
715.5,338.75
740.0,334.5
764.5,330.25
789.0,326.0
811.0,317.5
833.0,309.0
855.0,300.5
877.0,292.0
913.5,278.5
950.0,265.0
986.5,251.5
1023.0,238.0
1044.5,218.25
1066.0,198.5
1087.5,178.75
1109.0,159.0
1110.75,135.5
1112.5,112.0
1114.25,88.5
1116.0,65.0
1126.75,50.75
1137.5,36.5
1148.25,22.25
1159.0,8.0
1163.25,6.0
1167.5,4.0
1171.75,2.0
1176.0,0.0
1160.0,0.0
1144.0,0.0
1128.0,0.0
1112.0,0.0
1088.5,0.0
1065.0,0.0
1041.5,0.0
1018.0,0.0
1025.0,0.0
1032.0,0.0
1039.0,0.0
1046.0,0.0
1057.0,0.0
1068.0,0.0
1079.0,0.0
1090.0,0.0
1089.75,0.0
1089.5,0.0
1089.25,0.0
1089.0,0.0
1077.25,0.0
1065.5,0.0
1053.75,0.0
1042.0,0.0
1052.25,0.0
1062.5,0.0
1072.75,0.0
1083.0,0.0
1102.0,0.0
1121.0,0.0
1140.0,0.0
1159.0,0.0
1178.25,0.5
1197.5,1.0
1216.75,1.5
1236.0,2.0
1239.75,12.75
1243.5,23.5
1247.25,34.25
1251.0,45.0
1189.75,69.5
1128.5,94.0
1067.25,118.5
1006.0,143.0
971.25,161.75
936.5,180.5
901.75,199.25
867.0,218.0
868.25,233.25
869.5,248.5
870.75,263.75
872.0,279.0
886.5,287.5
901.0,296.0
915.5,304.5
930.0,313.0
953.0,318.25
976.0,323.5
999.0,328.75
1022.0,334.0
1072.75,335.25
1123.5,336.5
1174.25,337.75
1225.0,339.0
1307.25,337.75
1389.5,336.5
1471.75,335.25
1554.0,334.0
1621.0,329.25
1688.0,324.5
1755.0,319.75
1822.0,315.0
1888.0,306.25
1954.0,297.5
2020.0,288.75
2086.0,280.0
2095.0,267.5
2104.0,255.0
2113.0,242.5
2122.0,230.0
2081.5,210.0
2041.0,190.0
2000.5,170.0
1960.0,150.0
1903.75,128.0
1847.5,106.0
1791.25,84.0
1735.0,62.0
1704.5,48.25
1674.0,34.5
1643.5,20.75
1613.0,7.0
1649.5,5.25
1686.0,3.5
1722.5,1.75
1759.0,0.0
1808.5,0.0
1858.0,0.0
1907.5,0.0
1957.0,0.0
1967.75,0.0
1978.5,0.0
1989.25,0.0
2000.0,0.0
1972.5,0.0
1945.0,0.0
1917.5,0.0
1890.0,0.0
1868.75,0.0
1847.5,0.0
1826.25,0.0
1805.0,0.0
1826.5,0.0
1848.0,0.0
1869.5,0.0
1891.0,0.0
1904.0,0.0
1917.0,0.0
1930.0,0.0
1943.0,0.0
1960.5,0.0
1978.0,0.0
1995.5,0.0
2013.0,0.0
2037.75,0.0
2062.5,0.0
2087.25,0.0
2112.0,0.0
2114.0,0.5
2116.0,1.0
2118.0,1.5
2120.0,2.0
2078.25,13.0
2036.5,24.0
1994.75,35.0
1953.0,46.0
1898.75,70.0
1844.5,94.0
1790.25,118.0
1736.0,142.0
1674.5,160.5
1613.0,179.0
1551.5,197.5
1490.0,216.0
1413.5,231.75
1337.0,247.5
1260.5,263.25
1184.0,279.0
1126.0,289.25
1068.0,299.5
1010.0,309.75
952.0,320.0
940.75,325.0
929.5,330.0
918.25,335.0
907.0,340.0
944.0,341.25
981.0,342.5
1018.0,343.75
1055.0,345.0
1089.5,343.75
1124.0,342.5
1158.5,341.25
1193.0,340.0
1267.75,336.0
1342.5,332.0
1417.25,328.0
1492.0,324.0
1555.0,315.75
1618.0,307.5
1681.0,299.25
1744.0,291.0
1813.0,278.0
1882.0,265.0
1951.0,252.0
2020.0,239.0
2058.25,219.25
2096.5,199.5
2134.75,179.75
2173.0,160.0
2163.75,136.25
2154.5,112.5
2145.25,88.75
2136.0,65.0
2111.5,50.5
2087.0,36.0
2062.5,21.5
2038.0,7.0
2030.0,5.25
2022.0,3.5
2014.0,1.75
2006.0,0.0
1979.0,0.0
1952.0,0.0
1925.0,0.0
1898.0,0.0
1903.25,0.0
1908.5,0.0
1913.75,0.0
1919.0,0.0
1929.75,0.0
1940.5,0.0
1951.25,0.0
1962.0,0.0
1946.5,0.0
1931.0,0.0
1915.5,0.0
1900.0,0.0
1937.5,0.0
1975.0,0.0
2012.5,0.0
2050.0,0.0
2076.5,0.0
2103.0,0.0
2129.5,0.0
2156.0,0.0
2152.5,0.0
2149.0,0.0
2145.5,0.0
2142.0,0.0
2143.25,0.0
2144.5,0.0
2145.75,0.0
2147.0,0.0
2139.25,0.25
2131.5,0.5
2123.75,0.75
2116.0,1.0
2088.75,11.25
2061.5,21.5
2034.25,31.75
2007.0,42.0
1933.75,66.5
1860.5,91.0
1787.25,115.5
1714.0,140.0
1597.25,159.0
1480.5,178.0
1363.75,197.0
1247.0,216.0
1181.5,231.0
1116.0,246.0
1050.5,261.0
985.0,276.0
965.0,286.0
945.0,296.0
925.0,306.0
905.0,316.0
961.0,321.25
1017.0,326.5
1073.0,331.75
1129.0,337.0
1191.25,338.25
1253.5,339.5
1315.75,340.75
1378.0,342.0
1435.0,340.5
1492.0,339.0
1549.0,337.5
1606.0,336.0
1662.5,331.75
1719.0,327.5
1775.5,323.25
1832.0,319.0
1898.25,310.75
1964.5,302.5
2030.75,294.25
2097.0,286.0
2141.25,273.0
2185.5,260.0
2229.75,247.0
2274.0,234.0
2281.0,214.0
2288.0,194.0
2295.0,174.0
2302.0,154.0
2289.0,130.75
2276.0,107.5
2263.0,84.25
2250.0,61.0
2238.5,47.25
2227.0,33.5
2215.5,19.75
2204.0,6.0
2198.5,4.5
2193.0,3.0
2187.5,1.5
2182.0,0.0
2169.5,0.0
2157.0,0.0
2144.5,0.0
2132.0,0.0
2179.0,0.0
2226.0,0.0
2273.0,0.0
2320.0,0.0
2349.25,0.0
2378.5,0.0
2407.75,0.0
2437.0,0.0
2442.0,0.0
2447.0,0.0
2452.0,0.0
2457.0,0.0
2419.25,0.0
2381.5,0.0
2343.75,0.0
2306.0,0.0
2285.5,0.0
2265.0,0.0
2244.5,0.0
2224.0,0.0
2199.75,0.0
2175.5,0.0
2151.25,0.0
2127.0,0.0
2073.75,0.0
2020.5,0.0
1967.25,0.0
1914.0,0.0
1881.75,0.5
1849.5,1.0
1817.25,1.5
1785.0,2.0
1757.75,11.25
1730.5,20.5
1703.25,29.75
1676.0,39.0
1613.5,58.0
1551.0,77.0
1488.5,96.0
1426.0,115.0
1360.5,131.5
1295.0,148.0
1229.5,164.5
1164.0,181.0
1105.25,200.75
1046.5,220.5
987.75,240.25
929.0,260.0
917.0,273.0
905.0,286.0
893.0,299.0
881.0,312.0
915.0,318.5
949.0,325.0
983.0,331.5
1017.0,338.0
1072.75,339.75
1128.5,341.5
1184.25,343.25
1240.0,345.0
1306.5,343.75
1373.0,342.5
1439.5,341.25
1506.0,340.0
1566.5,335.5
1627.0,331.0
1687.5,326.5
1748.0,322.0
1768.75,313.75
1789.5,305.5
1810.25,297.25
1831.0,289.0
1828.75,276.5
1826.5,264.0
1824.25,251.5
1822.0,239.0
1840.5,219.0
1859.0,199.0
1877.5,179.0
1896.0,159.0
1899.25,134.75
1902.5,110.5
1905.75,86.25
1909.0,62.0
1886.0,48.0
1863.0,34.0
1840.0,20.0
1817.0,6.0
1780.75,4.5
1744.5,3.0
1708.25,1.5
1672.0,0.0
1665.5,0.0
1659.0,0.0
1652.5,0.0
1646.0,0.0
1611.5,0.0
1577.0,0.0
1542.5,0.0
1508.0,0.0
1478.0,0.0
1448.0,0.0
1418.0,0.0
1388.0,0.0
1357.0,0.0
1326.0,0.0
1295.0,0.0
1264.0,0.0
1205.25,0.0
1146.5,0.0
1087.75,0.0
1029.0,0.0
984.5,0.0
940.0,0.0
895.5,0.0
851.0,0.0
842.25,0.0
833.5,0.0
824.75,0.0
816.0,0.0
779.75,0.0
743.5,0.0
707.25,0.0
671.0,0.0
648.25,0.25
625.5,0.5
602.75,0.75
580.0,1.0
537.75,8.25
495.5,15.5
453.25,22.75
411.0,30.0
376.75,46.5
342.5,63.0
308.25,79.5
274.0,96.0
250.25,107.5
226.5,119.0
202.75,130.5
179.0,142.0
170.5,160.0
162.0,178.0
153.5,196.0
145.0,214.0
142.75,229.25
140.5,244.5
138.25,259.75
136.0,275.0
145.0,284.25
154.0,293.5
163.0,302.75
172.0,312.0
211.75,314.25
251.5,316.5
291.25,318.75
331.0,321.0
363.0,318.75
395.0,316.5
427.0,314.25
459.0,312.0
479.75,306.25
500.5,300.5
521.25,294.75
542.0,289.0
549.75,277.5
557.5,266.0
565.25,254.5
573.0,243.0
592.5,230.0
612.0,217.0
631.5,204.0
651.0,191.0
654.25,172.25
657.5,153.5
660.75,134.75
664.0,116.0
633.5,98.5
603.0,81.0
572.5,63.5
542.0,46.0
529.0,35.0
516.0,24.0
503.0,13.0
490.0,2.0
487.5,1.5
485.0,1.0
482.5,0.5
480.0,0.0
488.75,0.0
497.5,0.0
506.25,0.0
515.0,0.0
548.75,0.0
582.5,0.0
616.25,0.0
650.0,0.0
679.0,0.0
708.0,0.0
737.0,0.0
766.0,0.0
743.5,0.0
721.0,0.0
698.5,0.0
676.0,0.0
654.0,0.0
632.0,0.0
610.0,0.0
588.0,0.0
586.25,0.0
584.5,0.0
582.75,0.0
581.0,0.0
567.5,0.0
554.0,0.0
540.5,0.0
527.0,0.0
505.5,0.0
484.0,0.0
462.5,0.0
441.0,0.0
408.25,0.25
375.5,0.5
342.75,0.75
310.0,1.0
272.25,5.25
234.5,9.5
196.75,13.75
159.0,18.0
140.75,30.75
122.5,43.5
104.25,56.25
86.0,69.0
85.0,82.75
84.0,96.5
83.0,110.25
82.0,124.0
90.25,131.75
98.5,139.5
106.75,147.25
115.0,155.0
124.25,165.75
133.5,176.5
142.75,187.25
152.0,198.0
188.75,207.25
225.5,216.5
262.25,225.75
299.0,235.0
368.25,243.75
437.5,252.5
506.75,261.25
576.0,270.0
638.75,273.75
701.5,277.5
764.25,281.25
827.0,285.0
920.25,285.75
1013.5,286.5
1106.75,287.25
1200.0,288.0
1284.0,280.5
1368.0,273.0
1452.0,265.5
1536.0,258.0
1606.75,250.0
1677.5,242.0
1748.25,234.0
1819.0,226.0
1839.0,207.5
1859.0,189.0
1879.0,170.5
1899.0,152.0
1865.75,129.0
1832.5,106.0
1799.25,83.0
1766.0,60.0
1722.75,46.25
1679.5,32.5
1636.25,18.75
1593.0,5.0
1605.75,3.75
1618.5,2.5
1631.25,1.25
1644.0,0.0
1605.0,0.0
1566.0,0.0
1527.0,0.0
1488.0,0.0
1421.75,0.0
1355.5,0.0
1289.25,0.0
1223.0,0.0
1192.75,0.0
1162.5,0.0
1132.25,0.0
1102.0,0.0
1108.25,0.0
1114.5,0.0
1120.75,0.0
1127.0,0.0
1122.75,0.0
1118.5,0.0
1114.25,0.0
1110.0,0.0
1122.0,0.0
1134.0,0.0
1146.0,0.0
1158.0,0.0
1166.75,0.0
1175.5,0.0
1184.25,0.0
1193.0,0.0
1198.5,0.0
1204.0,0.0
1209.5,0.0
1215.0,0.0
1196.75,0.25
1178.5,0.5
1160.25,0.75
1142.0,1.0
1125.0,8.5
1108.0,16.0
1091.0,23.5
1074.0,31.0
1012.5,50.5
951.0,70.0
889.5,89.5
828.0,109.0
759.25,130.25
690.5,151.5
621.75,172.75
553.0,194.0
504.25,214.0
455.5,234.0
406.75,254.0
358.0,274.0
340.5,284.5
323.0,295.0
305.5,305.5
288.0,316.0
268.25,321.0
248.5,326.0
228.75,331.0
209.0,336.0
198.0,337.75
187.0,339.5
176.0,341.25
165.0,343.0
168.5,342.0
172.0,341.0
175.5,340.0
179.0,339.0
202.25,334.5
225.5,330.0
248.75,325.5
272.0,321.0
302.25,312.75
332.5,304.5
362.75,296.25
393.0,288.0
411.75,274.5
430.5,261.0
449.25,247.5
468.0,234.0
465.5,214.0
463.0,194.0
460.5,174.0
458.0,154.0
459.0,130.25
460.0,106.5
461.0,82.75
462.0,59.0
455.25,45.5
448.5,32.0
441.75,18.5
435.0,5.0
428.25,3.75
421.5,2.5
414.75,1.25
408.0,0.0
407.0,0.0
406.0,0.0
405.0,0.0
404.0,0.0
405.75,0.0
407.5,0.0
409.25,0.0
411.0,0.0
394.25,0.0
377.5,0.0
360.75,0.0
344.0,0.0
368.25,0.0
392.5,0.0
416.75,0.0
441.0,0.0
487.25,0.0
533.5,0.0
579.75,0.0
626.0,0.0
602.25,0.0
578.5,0.0
554.75,0.0
531.0,0.0
497.25,0.0
463.5,0.0
429.75,0.0
396.0,0.0
385.0,0.0
374.0,0.0
363.0,0.0
352.0,0.0
349.5,0.25
347.0,0.5
344.5,0.75
342.0,1.0
339.25,10.25
336.5,19.5
333.75,28.75
331.0,38.0
322.25,60.5
313.5,83.0
304.75,105.5
296.0,128.0
305.0,145.5
314.0,163.0
323.0,180.5
332.0,198.0
389.25,212.75
446.5,227.5
503.75,242.25
561.0,257.0
653.0,266.75
745.0,276.5
837.0,286.25
929.0,296.0
980.5,302.25
1032.0,308.5
1083.5,314.75
1135.0,321.0
1129.25,323.5
1123.5,326.0
1117.75,328.5
1112.0,331.0
1078.0,329.75
1044.0,328.5
1010.0,327.25
976.0,326.0
952.75,321.5
929.5,317.0
906.25,312.5
883.0,308.0
876.25,298.5
869.5,289.0
862.75,279.5
856.0,270.0
850.0,256.5
844.0,243.0
838.0,229.5
832.0,216.0
818.75,195.5
805.5,175.0
792.25,154.5
779.0,134.0
762.5,112.25
746.0,90.5
729.5,68.75
713.0,47.0
722.25,36.25
731.5,25.5
740.75,14.75
750.0,4.0
751.0,3.0
752.0,2.0
753.0,1.0
754.0,0.0
746.75,0.0
739.5,0.0
732.25,0.0
725.0,0.0
698.5,0.0
672.0,0.0
645.5,0.0
619.0,0.0
602.5,0.0
586.0,0.0
569.5,0.0
553.0,0.0
541.5,0.0
530.0,0.0
518.5,0.0
507.0,0.0
490.25,0.0
473.5,0.0
456.75,0.0
440.0,0.0
410.25,0.0
380.5,0.0
350.75,0.0
321.0,0.0
314.0,0.0
307.0,0.0
300.0,0.0
293.0,0.0
297.5,0.0
302.0,0.0
306.5,0.0
311.0,0.0
314.0,0.0
317.0,0.0
320.0,0.0
323.0,0.0
313.75,5.0
304.5,10.0
295.25,15.0
286.0,20.0
274.25,39.25
262.5,58.5
250.75,77.75
239.0,97.0
231.5,109.5
224.0,122.0
216.5,134.5
209.0,147.0
205.75,154.75
202.5,162.5
199.25,170.25
196.0,178.0
206.5,182.0
217.0,186.0
227.5,190.0
238.0,194.0
245.25,202.75
252.5,211.5
259.75,220.25
267.0,229.0
316.25,232.75
365.5,236.5
414.75,240.25
464.0,244.0
556.75,247.25
649.5,250.5
742.25,253.75
835.0,257.0
899.0,252.5
963.0,248.0
1027.0,243.5
1091.0,239.0
1204.0,237.75
1317.0,236.5
1430.0,235.25
1543.0,234.0
1633.25,225.5
1723.5,217.0
1813.75,208.5
1904.0,200.0
1924.25,183.5
1944.5,167.0
1964.75,150.5
1985.0,134.0
1968.0,112.25
1951.0,90.5
1934.0,68.75
1917.0,47.0
1931.25,36.0
1945.5,25.0
1959.75,14.0
1974.0,3.0
1993.5,2.25
2013.0,1.5
2032.5,0.75
2052.0,0.0
2049.25,0.0
2046.5,0.0
2043.75,0.0
2041.0,0.0
2029.5,0.0
2018.0,0.0
2006.5,0.0
1995.0,0.0
1965.75,0.0
1936.5,0.0
1907.25,0.0
1878.0,0.0
1832.5,0.0
1787.0,0.0
1741.5,0.0
1696.0,0.0
1633.0,0.0
1570.0,0.0
1507.0,0.0
1444.0,0.0
1429.75,0.0
1415.5,0.0
1401.25,0.0
1387.0,0.0
1359.25,0.0
1331.5,0.0
1303.75,0.0
1276.0,0.0
1236.25,0.0
1196.5,0.0
1156.75,0.0
1117.0,0.0
1065.25,0.25
1013.5,0.5
961.75,0.75
910.0,1.0
871.0,10.0
832.0,19.0
793.0,28.0
754.0,37.0
693.75,61.5
633.5,86.0
573.25,110.5
513.0,135.0
457.5,155.5
402.0,176.0
346.5,196.5
291.0,217.0
260.5,234.25
230.0,251.5
199.5,268.75
169.0,286.0
162.75,295.75
156.5,305.5
150.25,315.25
144.0,325.0
153.75,330.25
163.5,335.5
173.25,340.75
183.0,346.0
208.5,347.5
234.0,349.0
259.5,350.5
285.0,352.0
321.5,350.75
358.0,349.5
394.5,348.25
431.0,347.0
464.5,342.75
498.0,338.5
531.5,334.25
565.0,330.0
582.25,321.5
599.5,313.0
616.75,304.5
634.0,296.0
651.25,282.25
668.5,268.5
685.75,254.75
703.0,241.0
715.5,220.75
728.0,200.5
740.5,180.25
753.0,160.0
754.5,134.75
756.0,109.5
757.5,84.25
759.0,59.0
757.75,45.25
756.5,31.5
755.25,17.75
754.0,4.0
755.25,3.0
756.5,2.0
757.75,1.0
759.0,0.0
761.75,0.0
764.5,0.0
767.25,0.0
770.0,0.0
774.0,0.0
778.0,0.0
782.0,0.0
786.0,0.0
796.0,0.0
806.0,0.0
816.0,0.0
826.0,0.0
839.75,0.0
853.5,0.0
867.25,0.0
881.0,0.0
877.0,0.0
873.0,0.0
869.0,0.0
865.0,0.0
843.75,0.0
822.5,0.0
801.25,0.0
780.0,0.0
750.0,0.0
720.0,0.0
690.0,0.0
660.0,0.0
639.5,0.0
619.0,0.0
598.5,0.0
578.0,0.0
574.0,0.25
570.0,0.5
566.0,0.75
562.0,1.0
554.75,10.0
547.5,19.0
540.25,28.0
533.0,37.0
510.25,62.25
487.5,87.5
464.75,112.75
442.0,138.0
415.5,158.5
389.0,179.0
362.5,199.5
336.0,220.0
320.75,237.5
305.5,255.0
290.25,272.5
275.0,290.0
251.0,299.25
227.0,308.5
203.0,317.75
179.0,327.0
180.25,332.0
181.5,337.0
182.75,342.0
184.0,347.0
209.75,348.0
235.5,349.0
261.25,350.0
287.0,351.0
322.75,350.0
358.5,349.0
394.25,348.0
430.0,347.0
480.0,342.5
530.0,338.0
580.0,333.5
630.0,329.0
675.25,320.5
720.5,312.0
765.75,303.5
811.0,295.0
831.5,281.25
852.0,267.5
872.5,253.75
893.0,240.0
914.5,219.75
936.0,199.5
957.5,179.25
979.0,159.0
954.75,133.25
930.5,107.5
906.25,81.75
882.0,56.0
839.75,43.0
797.5,30.0
755.25,17.0
713.0,4.0
703.5,3.0
694.0,2.0
684.5,1.0
675.0,0.0
698.0,0.0
721.0,0.0
744.0,0.0
767.0,0.0
774.25,0.0
781.5,0.0
788.75,0.0
796.0,0.0
787.0,0.0
778.0,0.0
769.0,0.0
760.0,0.0
758.75,0.0
757.5,0.0
756.25,0.0
755.0,0.0
722.5,0.0
690.0,0.0
657.5,0.0
625.0,0.0
618.0,0.0
611.0,0.0
604.0,0.0
597.0,0.0
580.25,0.0
563.5,0.0
546.75,0.0
530.0,0.0
549.25,0.0
568.5,0.0
587.75,0.0
607.0,0.0
631.0,0.25
655.0,0.5
679.0,0.75
703.0,1.0
710.25,8.75
717.5,16.5
724.75,24.25
732.0,32.0
716.25,51.5
700.5,71.0
684.75,90.5
669.0,110.0
607.0,130.75
545.0,151.5
483.0,172.25
421.0,193.0
372.75,204.25
324.5,215.5
276.25,226.75
228.0,238.0
220.25,250.0
212.5,262.0
204.75,274.0
197.0,286.0
223.5,295.25
250.0,304.5
276.5,313.75
303.0,323.0
344.25,326.75
385.5,330.5
426.75,334.25
468.0,338.0
521.75,336.0
575.5,334.0
629.25,332.0
683.0,330.0
736.5,325.0
790.0,320.0
843.5,315.0
897.0,310.0
947.0,301.75
997.0,293.5
1047.0,285.25
1097.0,277.0
1166.75,263.5
1236.5,250.0
1306.25,236.5
1376.0,223.0
1438.75,203.25
1501.5,183.5
1564.25,163.75
1627.0,144.0
1631.0,120.75
1635.0,97.5
1639.0,74.25
1643.0,51.0
1664.0,39.0
1685.0,27.0
1706.0,15.0
1727.0,3.0
1762.0,2.25
1797.0,1.5
1832.0,0.75
1867.0,0.0
1914.0,0.0
1961.0,0.0
2008.0,0.0
2055.0,0.0
2057.0,0.0
2059.0,0.0
2061.0,0.0
2063.0,0.0
2017.25,0.0
1971.5,0.0
1925.75,0.0
1880.0,0.0
1893.0,0.0
1906.0,0.0
1919.0,0.0
1932.0,0.0
1953.75,0.0
1975.5,0.0
1997.25,0.0
2019.0,0.0
2012.25,0.0
2005.5,0.0
1998.75,0.0
1992.0,0.0
1943.5,0.0
1895.0,0.0
1846.5,0.0
1798.0,0.0
1764.75,0.0
1731.5,0.0
