"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","01.01.2015 14:00 - 01.01.2015 15:00 (CET/CEST)","323","n/e","n/e","n/e","427","1721","n/e","n/e","n/e","n/e","226","21","548","645","n/e","n/e","41","n/e","283","n/e","n/e","218"
"Portugal (PT)","01.01.2015 15:00 - 01.01.2015 16:00 (CET/CEST)","320","n/e","n/e","n/e","395","1757","n/e","n/e","n/e","n/e","169","242","492","433","n/e","n/e","39","n/e","258","n/e","n/e","132"
"Portugal (PT)","01.01.2015 16:00 - 01.01.2015 17:00 (CET/CEST)","323","n/e","n/e","n/e","494","1757","n/e","n/e","n/e","n/e","179","113","332","469","n/e","n/e","40","n/e","196","n/e","n/e","89"
"Portugal (PT)","01.01.2015 17:00 - 01.01.2015 18:00 (CET/CEST)","327","n/e","n/e","n/e","557","1755","n/e","n/e","n/e","n/e","303","2","441","786","n/e","n/e","40","n/e","75","n/e","n/e","114"
"Portugal (PT)","01.01.2015 18:00 - 01.01.2015 19:00 (CET/CEST)","324","n/e","n/e","n/e","701","1755","n/e","n/e","n/e","n/e","935","0","844","1184","n/e","n/e","39","n/e","2","n/e","n/e","167"
"Portugal (PT)","01.01.2015 19:00 - 01.01.2015 20:00 (CET/CEST)","326","n/e","n/e","n/e","774","1755","n/e","n/e","n/e","n/e","1130","0","1012","1240","n/e","n/e","41","n/e","0","n/e","n/e","223"
"Portugal (PT)","01.01.2015 20:00 - 01.01.2015 21:00 (CET/CEST)","321","n/e","n/e","n/e","785","1756","n/e","n/e","n/e","n/e","1142","0","997","1244","n/e","n/e","40","n/e","0","n/e","n/e","274"
"Portugal (PT)","01.01.2015 21:00 - 01.01.2015 22:00 (CET/CEST)","317","n/e","n/e","n/e","811","1757","n/e","n/e","n/e","n/e","1100","0","1072","1240","n/e","n/e","40","n/e","0","n/e","n/e","240"
"Portugal (PT)","01.01.2015 22:00 - 01.01.2015 23:00 (CET/CEST)","315","n/e","n/e","n/e","809","1757","n/e","n/e","n/e","n/e","1091","0","996","1245","n/e","n/e","40","n/e","0","n/e","n/e","226"
"Portugal (PT)","01.01.2015 23:00 - 02.01.2015 00:00 (CET/CEST)","313","n/e","n/e","n/e","801","1756","n/e","n/e","n/e","n/e","969","0","1060","881","n/e","n/e","39","n/e","0","n/e","n/e","188"
"Portugal (PT)","02.01.2015 00:00 - 02.01.2015 01:00 (CET/CEST)","312","n/e","n/e","n/e","565","1756","n/e","n/e","n/e","n/e","123","11","990","468","n/e","n/e","39","n/e","0","n/e","n/e","151"
"Portugal (PT)","02.01.2015 01:00 - 02.01.2015 02:00 (CET/CEST)","315","n/e","n/e","n/e","441","1753","n/e","n/e","n/e","n/e","58","319","734","287","n/e","n/e","39","n/e","0","n/e","n/e","145"
"Portugal (PT)","02.01.2015 02:00 - 02.01.2015 03:00 (CET/CEST)","314","n/e","n/e","n/e","447","1708","n/e","n/e","n/e","n/e","14","879","824","271","n/e","n/e","40","n/e","0","n/e","n/e","188"
"Portugal (PT)","02.01.2015 03:00 - 02.01.2015 04:00 (CET/CEST)","317","n/e","n/e","n/e","448","1566","n/e","n/e","n/e","n/e","1","835","482","216","n/e","n/e","40","n/e","0","n/e","n/e","244"
"Portugal (PT)","02.01.2015 04:00 - 02.01.2015 05:00 (CET/CEST)","319","n/e","n/e","n/e","447","1578","n/e","n/e","n/e","n/e","2","795","548","209","n/e","n/e","40","n/e","0","n/e","n/e","289"
"Portugal (PT)","02.01.2015 05:00 - 02.01.2015 06:00 (CET/CEST)","314","n/e","n/e","n/e","449","1562","n/e","n/e","n/e","n/e","21","656","595","202","n/e","n/e","39","n/e","0","n/e","n/e","303"
"Portugal (PT)","02.01.2015 06:00 - 02.01.2015 07:00 (CET/CEST)","319","n/e","n/e","n/e","495","1699","n/e","n/e","n/e","n/e","21","637","792","432","n/e","n/e","40","n/e","0","n/e","n/e","344"
"Portugal (PT)","02.01.2015 07:00 - 02.01.2015 08:00 (CET/CEST)","317","n/e","n/e","n/e","558","1756","n/e","n/e","n/e","n/e","206","44","973","288","n/e","n/e","41","n/e","0","n/e","n/e","416"
"Portugal (PT)","02.01.2015 08:00 - 02.01.2015 09:00 (CET/CEST)","316","n/e","n/e","n/e","734","1756","n/e","n/e","n/e","n/e","292","18","872","397","n/e","n/e","39","n/e","0","n/e","n/e","471"
"Portugal (PT)","02.01.2015 09:00 - 02.01.2015 10:00 (CET/CEST)","318","n/e","n/e","n/e","949","1756","n/e","n/e","n/e","n/e","712","0","948","872","n/e","n/e","44","n/e","52","n/e","n/e","504"
"Portugal (PT)","02.01.2015 10:00 - 02.01.2015 11:00 (CET/CEST)","306","n/e","n/e","n/e","1077","1756","n/e","n/e","n/e","n/e","955","0","1063","1043","n/e","n/e","49","n/e","178","n/e","n/e","489"
"Portugal (PT)","02.01.2015 11:00 - 02.01.2015 12:00 (CET/CEST)","304","n/e","n/e","n/e","1245","1756","n/e","n/e","n/e","n/e","628","0","1075","1104","n/e","n/e","49","n/e","250","n/e","n/e","367"
"Portugal (PT)","02.01.2015 12:00 - 02.01.2015 13:00 (CET/CEST)","294","n/e","n/e","n/e","1248","1756","n/e","n/e","n/e","n/e","634","1","1154","1102","n/e","n/e","48","n/e","276","n/e","n/e","178"
"Portugal (PT)","02.01.2015 13:00 - 02.01.2015 14:00 (CET/CEST)","295","n/e","n/e","n/e","1239","1756","n/e","n/e","n/e","n/e","565","1","1153","966","n/e","n/e","49","n/e","283","n/e","n/e","76"
"Portugal (PT)","02.01.2015 14:00 - 02.01.2015 15:00 (CET/CEST)","298","n/e","n/e","n/e","1232","1756","n/e","n/e","n/e","n/e","514","1","1142","622","n/e","n/e","50","n/e","268","n/e","n/e","25"
"Portugal (PT)","02.01.2015 15:00 - 02.01.2015 16:00 (CET/CEST)","281","n/e","n/e","n/e","1313","1755","n/e","n/e","n/e","n/e","553","1","1203","645","n/e","n/e","49","n/e","246","n/e","n/e","22"
"Portugal (PT)","02.01.2015 16:00 - 02.01.2015 17:00 (CET/CEST)","274","n/e","n/e","n/e","1368","1755","n/e","n/e","n/e","n/e","768","1","1183","642","n/e","n/e","51","n/e","189","n/e","n/e","43"
"Portugal (PT)","02.01.2015 17:00 - 02.01.2015 18:00 (CET/CEST)","271","n/e","n/e","n/e","1506","1755","n/e","n/e","n/e","n/e","536","1","1135","647","n/e","n/e","50","n/e","74","n/e","n/e","106"
"Portugal (PT)","02.01.2015 18:00 - 02.01.2015 19:00 (CET/CEST)","275","n/e","n/e","n/e","1580","1755","n/e","n/e","n/e","n/e","890","0","1397","1178","n/e","n/e","51","n/e","3","n/e","n/e","235"
"Portugal (PT)","02.01.2015 19:00 - 02.01.2015 20:00 (CET/CEST)","274","n/e","n/e","n/e","1713","1755","n/e","n/e","n/e","n/e","1016","0","1457","1177","n/e","n/e","49","n/e","0","n/e","n/e","274"
"Portugal (PT)","02.01.2015 20:00 - 02.01.2015 21:00 (CET/CEST)","274","n/e","n/e","n/e","1720","1755","n/e","n/e","n/e","n/e","1025","0","1554","1179","n/e","n/e","50","n/e","0","n/e","n/e","277"
"Portugal (PT)","02.01.2015 21:00 - 02.01.2015 22:00 (CET/CEST)","276","n/e","n/e","n/e","1726","1755","n/e","n/e","n/e","n/e","849","0","1464","1169","n/e","n/e","50","n/e","0","n/e","n/e","235"
"Portugal (PT)","02.01.2015 22:00 - 02.01.2015 23:00 (CET/CEST)","268","n/e","n/e","n/e","1718","1756","n/e","n/e","n/e","n/e","429","1","1441","781","n/e","n/e","50","n/e","0","n/e","n/e","275"
"Portugal (PT)","02.01.2015 23:00 - 03.01.2015 00:00 (CET/CEST)","268","n/e","n/e","n/e","1635","1755","n/e","n/e","n/e","n/e","371","1","1399","632","n/e","n/e","49","n/e","0","n/e","n/e","274"
"Portugal (PT)","03.01.2015 00:00 - 03.01.2015 01:00 (CET/CEST)","271","n/e","n/e","n/e","1061","1756","n/e","n/e","n/e","n/e","30","8","990","454","n/e","n/e","42","n/e","0","n/e","n/e","285"
"Portugal (PT)","03.01.2015 01:00 - 03.01.2015 02:00 (CET/CEST)","281","n/e","n/e","n/e","672","1722","n/e","n/e","n/e","n/e","30","40","587","255","n/e","n/e","40","n/e","0","n/e","n/e","265"
"Portugal (PT)","03.01.2015 02:00 - 03.01.2015 03:00 (CET/CEST)","287","n/e","n/e","n/e","664","1592","n/e","n/e","n/e","n/e","1","126","551","137","n/e","n/e","41","n/e","0","n/e","n/e","266"
"Portugal (PT)","03.01.2015 03:00 - 03.01.2015 04:00 (CET/CEST)","284","n/e","n/e","n/e","665","1540","n/e","n/e","n/e","n/e","0","132","439","133","n/e","n/e","40","n/e","0","n/e","n/e","261"
"Portugal (PT)","03.01.2015 04:00 - 03.01.2015 05:00 (CET/CEST)","287","n/e","n/e","n/e","666","1542","n/e","n/e","n/e","n/e","0","302","409","133","n/e","n/e","39","n/e","0","n/e","n/e","237"
"Portugal (PT)","03.01.2015 05:00 - 03.01.2015 06:00 (CET/CEST)","290","n/e","n/e","n/e","666","1536","n/e","n/e","n/e","n/e","0","246","644","124","n/e","n/e","40","n/e","0","n/e","n/e","209"
"Portugal (PT)","03.01.2015 06:00 - 03.01.2015 07:00 (CET/CEST)","291","n/e","n/e","n/e","666","1527","n/e","n/e","n/e","n/e","0","41","671","146","n/e","n/e","41","n/e","0","n/e","n/e","182"
"Portugal (PT)","03.01.2015 07:00 - 03.01.2015 08:00 (CET/CEST)","285","n/e","n/e","n/e","668","1620","n/e","n/e","n/e","n/e","36","20","781","300","n/e","n/e","41","n/e","0","n/e","n/e","167"
"Portugal (PT)","03.01.2015 08:00 - 03.01.2015 09:00 (CET/CEST)","304","n/e","n/e","n/e","668","1678","n/e","n/e","n/e","n/e","67","19","890","475","n/e","n/e","39","n/e","0","n/e","n/e","188"
"Portugal (PT)","03.01.2015 09:00 - 03.01.2015 10:00 (CET/CEST)","317","n/e","n/e","n/e","727","1755","n/e","n/e","n/e","n/e","280","15","1076","626","n/e","n/e","41","n/e","51","n/e","n/e","188"
"Portugal (PT)","03.01.2015 10:00 - 03.01.2015 11:00 (CET/CEST)","327","n/e","n/e","n/e","832","1754","n/e","n/e","n/e","n/e","388","11","1188","1036","n/e","n/e","42","n/e","176","n/e","n/e","164"
"Portugal (PT)","03.01.2015 11:00 - 03.01.2015 12:00 (CET/CEST)","320","n/e","n/e","n/e","902","1754","n/e","n/e","n/e","n/e","227","10","1057","878","n/e","n/e","40","n/e","252","n/e","n/e","130"
"Portugal (PT)","03.01.2015 12:00 - 03.01.2015 13:00 (CET/CEST)","330","n/e","n/e","n/e","900","1754","n/e","n/e","n/e","n/e","184","10","1012","877","n/e","n/e","42","n/e","283","n/e","n/e","79"
"Portugal (PT)","03.01.2015 13:00 - 03.01.2015 14:00 (CET/CEST)","327","n/e","n/e","n/e","828","1755","n/e","n/e","n/e","n/e","212","10","1170","482","n/e","n/e","42","n/e","289","n/e","n/e","38"
"Portugal (PT)","03.01.2015 14:00 - 03.01.2015 15:00 (CET/CEST)","326","n/e","n/e","n/e","727","1755","n/e","n/e","n/e","n/e","90","12","1068","437","n/e","n/e","42","n/e","282","n/e","n/e","36"
"Portugal (PT)","03.01.2015 15:00 - 03.01.2015 16:00 (CET/CEST)","327","n/e","n/e","n/e","669","1755","n/e","n/e","n/e","n/e","0","352","961","299","n/e","n/e","42","n/e","257","n/e","n/e","42"
"Portugal (PT)","03.01.2015 16:00 - 03.01.2015 17:00 (CET/CEST)","328","n/e","n/e","n/e","664","1754","n/e","n/e","n/e","n/e","0","428","948","302","n/e","n/e","42","n/e","199","n/e","n/e","41"
"Portugal (PT)","03.01.2015 17:00 - 03.01.2015 18:00 (CET/CEST)","324","n/e","n/e","n/e","665","1753","n/e","n/e","n/e","n/e","1","183","1001","369","n/e","n/e","41","n/e","80","n/e","n/e","49"
"Portugal (PT)","03.01.2015 18:00 - 03.01.2015 19:00 (CET/CEST)","322","n/e","n/e","n/e","773","1753","n/e","n/e","n/e","n/e","275","1","1022","925","n/e","n/e","42","n/e","2","n/e","n/e","65"
"Portugal (PT)","03.01.2015 19:00 - 03.01.2015 20:00 (CET/CEST)","319","n/e","n/e","n/e","860","1756","n/e","n/e","n/e","n/e","741","0","1015","1112","n/e","n/e","41","n/e","0","n/e","n/e","97"
"Portugal (PT)","03.01.2015 20:00 - 03.01.2015 21:00 (CET/CEST)","322","n/e","n/e","n/e","916","1756","n/e","n/e","n/e","n/e","806","0","1120","1077","n/e","n/e","41","n/e","0","n/e","n/e","91"
"Portugal (PT)","03.01.2015 21:00 - 03.01.2015 22:00 (CET/CEST)","319","n/e","n/e","n/e","912","1754","n/e","n/e","n/e","n/e","466","1","1181","1018","n/e","n/e","41","n/e","0","n/e","n/e","84"
"Portugal (PT)","03.01.2015 22:00 - 03.01.2015 23:00 (CET/CEST)","324","n/e","n/e","n/e","911","1754","n/e","n/e","n/e","n/e","529","1","1087","795","n/e","n/e","40","n/e","0","n/e","n/e","88"
"Portugal (PT)","03.01.2015 23:00 - 04.01.2015 00:00 (CET/CEST)","321","n/e","n/e","n/e","744","1755","n/e","n/e","n/e","n/e","232","2","1019","651","n/e","n/e","41","n/e","0","n/e","n/e","102"
"Portugal (PT)","04.01.2015 00:00 - 04.01.2015 01:00 (CET/CEST)","317","n/e","n/e","n/e","717","1755","n/e","n/e","n/e","n/e","11","25","826","334","n/e","n/e","41","n/e","0","n/e","n/e","113"
"Portugal (PT)","04.01.2015 01:00 - 04.01.2015 02:00 (CET/CEST)","312","n/e","n/e","n/e","564","1755","n/e","n/e","n/e","n/e","0","159","586","277","n/e","n/e","39","n/e","0","n/e","n/e","116"
"Portugal (PT)","04.01.2015 02:00 - 04.01.2015 03:00 (CET/CEST)","319","n/e","n/e","n/e","446","1756","n/e","n/e","n/e","n/e","0","426","556","233","n/e","n/e","42","n/e","0","n/e","n/e","121"
"Portugal (PT)","04.01.2015 03:00 - 04.01.2015 04:00 (CET/CEST)","319","n/e","n/e","n/e","446","1756","n/e","n/e","n/e","n/e","0","647","493","212","n/e","n/e","40","n/e","0","n/e","n/e","128"
"Portugal (PT)","04.01.2015 04:00 - 04.01.2015 05:00 (CET/CEST)","315","n/e","n/e","n/e","445","1705","n/e","n/e","n/e","n/e","0","647","397","124","n/e","n/e","39","n/e","0","n/e","n/e","106"
"Portugal (PT)","04.01.2015 05:00 - 04.01.2015 06:00 (CET/CEST)","311","n/e","n/e","n/e","447","1753","n/e","n/e","n/e","n/e","0","615","453","122","n/e","n/e","39","n/e","0","n/e","n/e","100"
"Portugal (PT)","04.01.2015 06:00 - 04.01.2015 07:00 (CET/CEST)","315","n/e","n/e","n/e","451","1753","n/e","n/e","n/e","n/e","33","554","500","124","n/e","n/e","40","n/e","0","n/e","n/e","92"
"Portugal (PT)","04.01.2015 07:00 - 04.01.2015 08:00 (CET/CEST)","308","n/e","n/e","n/e","451","1755","n/e","n/e","n/e","n/e","36","556","640","312","n/e","n/e","40","n/e","0","n/e","n/e","88"
"Portugal (PT)","04.01.2015 08:00 - 04.01.2015 09:00 (CET/CEST)","303","n/e","n/e","n/e","451","1755","n/e","n/e","n/e","n/e","77","365","656","391","n/e","n/e","41","n/e","0","n/e","n/e","98"
"Portugal (PT)","04.01.2015 09:00 - 04.01.2015 10:00 (CET/CEST)","309","n/e","n/e","n/e","452","1755","n/e","n/e","n/e","n/e","123","292","670","367","n/e","n/e","42","n/e","49","n/e","n/e","125"
"Portugal (PT)","04.01.2015 10:00 - 04.01.2015 11:00 (CET/CEST)","316","n/e","n/e","n/e","449","1754","n/e","n/e","n/e","n/e","84","24","816","300","n/e","n/e","41","n/e","171","n/e","n/e","151"
"Portugal (PT)","04.01.2015 11:00 - 04.01.2015 12:00 (CET/CEST)","320","n/e","n/e","n/e","443","1754","n/e","n/e","n/e","n/e","73","23","793","332","n/e","n/e","40","n/e","244","n/e","n/e","167"
"Portugal (PT)","04.01.2015 12:00 - 04.01.2015 13:00 (CET/CEST)","322","n/e","n/e","n/e","437","1755","n/e","n/e","n/e","n/e","111","20","704","217","n/e","n/e","42","n/e","280","n/e","n/e","156"
"Portugal (PT)","04.01.2015 13:00 - 04.01.2015 14:00 (CET/CEST)","315","n/e","n/e","n/e","434","1756","n/e","n/e","n/e","n/e","111","20","735","332","n/e","n/e","41","n/e","288","n/e","n/e","130"
"Portugal (PT)","04.01.2015 14:00 - 04.01.2015 15:00 (CET/CEST)","312","n/e","n/e","n/e","430","1756","n/e","n/e","n/e","n/e","136","20","642","327","n/e","n/e","42","n/e","282","n/e","n/e","130"
"Portugal (PT)","04.01.2015 15:00 - 04.01.2015 16:00 (CET/CEST)","317","n/e","n/e","n/e","428","1726","n/e","n/e","n/e","n/e","67","228","635","208","n/e","n/e","42","n/e","257","n/e","n/e","120"
"Portugal (PT)","04.01.2015 16:00 - 04.01.2015 17:00 (CET/CEST)","317","n/e","n/e","n/e","428","1753","n/e","n/e","n/e","n/e","66","235","727","206","n/e","n/e","43","n/e","200","n/e","n/e","157"
"Portugal (PT)","04.01.2015 17:00 - 04.01.2015 18:00 (CET/CEST)","322","n/e","n/e","n/e","430","1754","n/e","n/e","n/e","n/e","103","22","841","374","n/e","n/e","43","n/e","81","n/e","n/e","243"
"Portugal (PT)","04.01.2015 18:00 - 04.01.2015 19:00 (CET/CEST)","324","n/e","n/e","n/e","430","1754","n/e","n/e","n/e","n/e","763","0","1005","577","n/e","n/e","43","n/e","2","n/e","n/e","317"
"Portugal (PT)","04.01.2015 19:00 - 04.01.2015 20:00 (CET/CEST)","325","n/e","n/e","n/e","434","1755","n/e","n/e","n/e","n/e","1114","0","1326","1037","n/e","n/e","42","n/e","0","n/e","n/e","338"
"Portugal (PT)","04.01.2015 20:00 - 04.01.2015 21:00 (CET/CEST)","325","n/e","n/e","n/e","437","1756","n/e","n/e","n/e","n/e","1127","0","1394","1111","n/e","n/e","42","n/e","0","n/e","n/e","367"
"Portugal (PT)","04.01.2015 21:00 - 04.01.2015 22:00 (CET/CEST)","324","n/e","n/e","n/e","438","1755","n/e","n/e","n/e","n/e","1126","0","1560","1225","n/e","n/e","42","n/e","0","n/e","n/e","349"
"Portugal (PT)","04.01.2015 22:00 - 04.01.2015 23:00 (CET/CEST)","321","n/e","n/e","n/e","439","1755","n/e","n/e","n/e","n/e","1081","0","1256","1167","n/e","n/e","41","n/e","0","n/e","n/e","358"
"Portugal (PT)","04.01.2015 23:00 - 05.01.2015 00:00 (CET/CEST)","317","n/e","n/e","n/e","448","1756","n/e","n/e","n/e","n/e","892","0","916","1004","n/e","n/e","41","n/e","0","n/e","n/e","367"
"Portugal (PT)","05.01.2015 00:00 - 05.01.2015 01:00 (CET/CEST)","310","n/e","n/e","n/e","454","1755","n/e","n/e","n/e","n/e","477","1","796","543","n/e","n/e","41","n/e","0","n/e","n/e","382"
"Portugal (PT)","05.01.2015 01:00 - 05.01.2015 02:00 (CET/CEST)","304","n/e","n/e","n/e","456","1756","n/e","n/e","n/e","n/e","162","26","637","307","n/e","n/e","42","n/e","0","n/e","n/e","394"
"Portugal (PT)","05.01.2015 02:00 - 05.01.2015 03:00 (CET/CEST)","309","n/e","n/e","n/e","457","1756","n/e","n/e","n/e","n/e","14","325","404","235","n/e","n/e","42","n/e","0","n/e","n/e","365"
"Portugal (PT)","05.01.2015 03:00 - 05.01.2015 04:00 (CET/CEST)","306","n/e","n/e","n/e","457","1756","n/e","n/e","n/e","n/e","0","346","620","179","n/e","n/e","40","n/e","0","n/e","n/e","308"
"Portugal (PT)","05.01.2015 04:00 - 05.01.2015 05:00 (CET/CEST)","307","n/e","n/e","n/e","455","1756","n/e","n/e","n/e","n/e","0","72","559","172","n/e","n/e","39","n/e","0","n/e","n/e","278"
"Portugal (PT)","05.01.2015 05:00 - 05.01.2015 06:00 (CET/CEST)","308","n/e","n/e","n/e","455","1755","n/e","n/e","n/e","n/e","15","11","600","174","n/e","n/e","40","n/e","0","n/e","n/e","235"
"Portugal (PT)","05.01.2015 06:00 - 05.01.2015 07:00 (CET/CEST)","312","n/e","n/e","n/e","522","1756","n/e","n/e","n/e","n/e","175","11","676","362","n/e","n/e","41","n/e","0","n/e","n/e","199"
"Portugal (PT)","05.01.2015 07:00 - 05.01.2015 08:00 (CET/CEST)","315","n/e","n/e","n/e","669","1757","n/e","n/e","n/e","n/e","291","9","942","651","n/e","n/e","42","n/e","0","n/e","n/e","153"
"Portugal (PT)","05.01.2015 08:00 - 05.01.2015 09:00 (CET/CEST)","309","n/e","n/e","n/e","1013","1756","n/e","n/e","n/e","n/e","483","6","1097","766","n/e","n/e","44","n/e","0","n/e","n/e","117"
"Portugal (PT)","05.01.2015 09:00 - 05.01.2015 10:00 (CET/CEST)","313","n/e","n/e","n/e","1190","1755","n/e","n/e","n/e","n/e","590","1","1273","888","n/e","n/e","42","n/e","41","n/e","n/e","89"
"Portugal (PT)","05.01.2015 10:00 - 05.01.2015 11:00 (CET/CEST)","306","n/e","n/e","n/e","1367","1754","n/e","n/e","n/e","n/e","619","1","1347","1026","n/e","n/e","41","n/e","143","n/e","n/e","49"
"Portugal (PT)","05.01.2015 11:00 - 05.01.2015 12:00 (CET/CEST)","300","n/e","n/e","n/e","1370","1754","n/e","n/e","n/e","n/e","536","1","1462","876","n/e","n/e","48","n/e","211","n/e","n/e","31"
"Portugal (PT)","05.01.2015 12:00 - 05.01.2015 13:00 (CET/CEST)","300","n/e","n/e","n/e","1354","1755","n/e","n/e","n/e","n/e","424","1","1289","638","n/e","n/e","50","n/e","254","n/e","n/e","49"
"Portugal (PT)","05.01.2015 13:00 - 05.01.2015 14:00 (CET/CEST)","303","n/e","n/e","n/e","1339","1755","n/e","n/e","n/e","n/e","343","1","1307","726","n/e","n/e","50","n/e","267","n/e","n/e","87"
"Portugal (PT)","05.01.2015 14:00 - 05.01.2015 15:00 (CET/CEST)","306","n/e","n/e","n/e","1337","1755","n/e","n/e","n/e","n/e","231","1","1175","409","n/e","n/e","51","n/e","255","n/e","n/e","94"
"Portugal (PT)","05.01.2015 15:00 - 05.01.2015 16:00 (CET/CEST)","310","n/e","n/e","n/e","1216","1754","n/e","n/e","n/e","n/e","107","1","1245","385","n/e","n/e","51","n/e","233","n/e","n/e","137"
"Portugal (PT)","05.01.2015 16:00 - 05.01.2015 17:00 (CET/CEST)","302","n/e","n/e","n/e","1213","1755","n/e","n/e","n/e","n/e","0","2","1387","324","n/e","n/e","50","n/e","176","n/e","n/e","191"
"Portugal (PT)","05.01.2015 17:00 - 05.01.2015 18:00 (CET/CEST)","309","n/e","n/e","n/e","1331","1755","n/e","n/e","n/e","n/e","1","1","1426","494","n/e","n/e","52","n/e","65","n/e","n/e","294"
