"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","01.01.2020 00:00 - 01.01.2020 01:00 (CET/CEST)","360","n/e","n/e","n/e","1083","0","n/e","n/e","n/e","n/e","332","7","2335","993","n/e","n/e","31","n/e","0","n/e","n/e","38"
"Portugal (PT)","01.01.2020 01:00 - 01.01.2020 02:00 (CET/CEST)","363","n/e","n/e","n/e","636","0","n/e","n/e","n/e","n/e","333","7","2338","976","n/e","n/e","31","n/e","0","n/e","n/e","40"
"Portugal (PT)","01.01.2020 02:00 - 01.01.2020 03:00 (CET/CEST)","359","n/e","n/e","n/e","464","0","n/e","n/e","n/e","n/e","28","82","2293","898","n/e","n/e","31","n/e","0","n/e","n/e","47"
"Portugal (PT)","01.01.2020 03:00 - 01.01.2020 04:00 (CET/CEST)","362","n/e","n/e","n/e","412","0","n/e","n/e","n/e","n/e","28","51","2297","679","n/e","n/e","32","n/e","0","n/e","n/e","65"
"Portugal (PT)","01.01.2020 04:00 - 01.01.2020 05:00 (CET/CEST)","361","n/e","n/e","n/e","414","0","n/e","n/e","n/e","n/e","111","52","2162","882","n/e","n/e","32","n/e","0","n/e","n/e","87"
"Portugal (PT)","01.01.2020 05:00 - 01.01.2020 06:00 (CET/CEST)","358","n/e","n/e","n/e","413","0","n/e","n/e","n/e","n/e","134","349","2249","937","n/e","n/e","32","n/e","0","n/e","n/e","98"
"Portugal (PT)","01.01.2020 06:00 - 01.01.2020 07:00 (CET/CEST)","360","n/e","n/e","n/e","413","0","n/e","n/e","n/e","n/e","81","351","2258","864","n/e","n/e","32","n/e","0","n/e","n/e","114"
"Portugal (PT)","01.01.2020 07:00 - 01.01.2020 08:00 (CET/CEST)","358","n/e","n/e","n/e","477","0","n/e","n/e","n/e","n/e","174","238","2249","949","n/e","n/e","31","n/e","0","n/e","n/e","104"
"Portugal (PT)","01.01.2020 08:00 - 01.01.2020 09:00 (CET/CEST)","360","n/e","n/e","n/e","710","0","n/e","n/e","n/e","n/e","175","474","2156","794","n/e","n/e","30","n/e","1","n/e","n/e","105"
"Portugal (PT)","01.01.2020 09:00 - 01.01.2020 10:00 (CET/CEST)","358","n/e","n/e","n/e","828","0","n/e","n/e","n/e","n/e","179","999","2120","806","n/e","n/e","31","n/e","61","n/e","n/e","128"
"Portugal (PT)","01.01.2020 10:00 - 01.01.2020 11:00 (CET/CEST)","357","n/e","n/e","n/e","827","0","n/e","n/e","n/e","n/e","234","389","2128","847","n/e","n/e","30","n/e","212","n/e","n/e","161"
"Portugal (PT)","01.01.2020 11:00 - 01.01.2020 12:00 (CET/CEST)","364","n/e","n/e","n/e","824","0","n/e","n/e","n/e","n/e","178","518","2156","840","n/e","n/e","31","n/e","348","n/e","n/e","164"
"Portugal (PT)","01.01.2020 12:00 - 01.01.2020 13:00 (CET/CEST)","360","n/e","n/e","n/e","822","0","n/e","n/e","n/e","n/e","140","306","2229","860","n/e","n/e","31","n/e","415","n/e","n/e","124"
"Portugal (PT)","01.01.2020 13:00 - 01.01.2020 14:00 (CET/CEST)","364","n/e","n/e","n/e","819","0","n/e","n/e","n/e","n/e","146","358","2245","846","n/e","n/e","31","n/e","448","n/e","n/e","70"
"Portugal (PT)","01.01.2020 14:00 - 01.01.2020 15:00 (CET/CEST)","364","n/e","n/e","n/e","816","0","n/e","n/e","n/e","n/e","103","463","2223","703","n/e","n/e","30","n/e","445","n/e","n/e","57"
"Portugal (PT)","01.01.2020 15:00 - 01.01.2020 16:00 (CET/CEST)","363","n/e","n/e","n/e","815","0","n/e","n/e","n/e","n/e","62","53","2218","719","n/e","n/e","29","n/e","395","n/e","n/e","57"
"Portugal (PT)","01.01.2020 16:00 - 01.01.2020 17:00 (CET/CEST)","358","n/e","n/e","n/e","995","0","n/e","n/e","n/e","n/e","296","15","2233","791","n/e","n/e","29","n/e","281","n/e","n/e","54"
"Portugal (PT)","01.01.2020 17:00 - 01.01.2020 18:00 (CET/CEST)","353","n/e","n/e","n/e","1070","0","n/e","n/e","n/e","n/e","687","5","2303","1055","n/e","n/e","31","n/e","94","n/e","n/e","68"
"Portugal (PT)","01.01.2020 18:00 - 01.01.2020 19:00 (CET/CEST)","342","n/e","n/e","n/e","1075","0","n/e","n/e","n/e","n/e","1763","1","2346","1125","n/e","n/e","26","n/e","3","n/e","n/e","79"
"Portugal (PT)","01.01.2020 19:00 - 01.01.2020 20:00 (CET/CEST)","332","n/e","n/e","n/e","1077","0","n/e","n/e","n/e","n/e","2129","0","2365","1163","n/e","n/e","12","n/e","0","n/e","n/e","62"
"Portugal (PT)","01.01.2020 20:00 - 01.01.2020 21:00 (CET/CEST)","333","n/e","n/e","n/e","1083","0","n/e","n/e","n/e","n/e","1710","1","2368","1154","n/e","n/e","12","n/e","0","n/e","n/e","66"
"Portugal (PT)","01.01.2020 21:00 - 01.01.2020 22:00 (CET/CEST)","328","n/e","n/e","n/e","1082","0","n/e","n/e","n/e","n/e","1782","1","2361","1130","n/e","n/e","10","n/e","0","n/e","n/e","85"
"Portugal (PT)","01.01.2020 22:00 - 01.01.2020 23:00 (CET/CEST)","328","n/e","n/e","n/e","1086","0","n/e","n/e","n/e","n/e","1800","0","2334","1052","n/e","n/e","9","n/e","0","n/e","n/e","93"
"Portugal (PT)","01.01.2020 23:00 - 02.01.2020 00:00 (CET/CEST)","328","n/e","n/e","n/e","702","0","n/e","n/e","n/e","n/e","826","4","2304","953","n/e","n/e","11","n/e","0","n/e","n/e","139"
"Portugal (PT)","02.01.2020 00:00 - 02.01.2020 01:00 (CET/CEST)","348","n/e","n/e","n/e","424","0","n/e","n/e","n/e","n/e","390","17","2311","867","n/e","n/e","26","n/e","0","n/e","n/e","207"
"Portugal (PT)","02.01.2020 01:00 - 02.01.2020 02:00 (CET/CEST)","349","n/e","n/e","n/e","420","0","n/e","n/e","n/e","n/e","127","153","2309","797","n/e","n/e","31","n/e","0","n/e","n/e","295"
"Portugal (PT)","02.01.2020 02:00 - 02.01.2020 03:00 (CET/CEST)","347","n/e","n/e","n/e","419","0","n/e","n/e","n/e","n/e","122","616","2307","694","n/e","n/e","30","n/e","0","n/e","n/e","324"
"Portugal (PT)","02.01.2020 03:00 - 02.01.2020 04:00 (CET/CEST)","348","n/e","n/e","n/e","419","0","n/e","n/e","n/e","n/e","124","1258","2312","680","n/e","n/e","32","n/e","0","n/e","n/e","357"
"Portugal (PT)","02.01.2020 04:00 - 02.01.2020 05:00 (CET/CEST)","350","n/e","n/e","n/e","420","0","n/e","n/e","n/e","n/e","123","1363","2303","640","n/e","n/e","30","n/e","0","n/e","n/e","444"
"Portugal (PT)","02.01.2020 05:00 - 02.01.2020 06:00 (CET/CEST)","340","n/e","n/e","n/e","549","0","n/e","n/e","n/e","n/e","126","1225","2299","693","n/e","n/e","28","n/e","0","n/e","n/e","501"
"Portugal (PT)","02.01.2020 06:00 - 02.01.2020 07:00 (CET/CEST)","349","n/e","n/e","n/e","706","0","n/e","n/e","n/e","n/e","183","216","2292","817","n/e","n/e","28","n/e","0","n/e","n/e","524"
"Portugal (PT)","02.01.2020 07:00 - 02.01.2020 08:00 (CET/CEST)","342","n/e","n/e","n/e","1201","0","n/e","n/e","n/e","n/e","780","8","2223","774","n/e","n/e","28","n/e","0","n/e","n/e","587"
"Portugal (PT)","02.01.2020 08:00 - 02.01.2020 09:00 (CET/CEST)","344","n/e","n/e","n/e","1894","0","n/e","n/e","n/e","n/e","1118","1","2263","1040","n/e","n/e","27","n/e","0","n/e","n/e","727"
"Portugal (PT)","02.01.2020 09:00 - 02.01.2020 10:00 (CET/CEST)","345","n/e","n/e","n/e","2635","0","n/e","n/e","n/e","n/e","1433","1","2304","1082","n/e","n/e","28","n/e","34","n/e","n/e","826"
"Portugal (PT)","02.01.2020 10:00 - 02.01.2020 11:00 (CET/CEST)","338","n/e","n/e","n/e","2834","0","n/e","n/e","n/e","n/e","1352","1","2283","1105","n/e","n/e","29","n/e","136","n/e","n/e","793"
"Portugal (PT)","02.01.2020 11:00 - 02.01.2020 12:00 (CET/CEST)","342","n/e","n/e","n/e","2938","0","n/e","n/e","n/e","n/e","1502","1","2304","1118","n/e","n/e","23","n/e","218","n/e","n/e","748"
"Portugal (PT)","02.01.2020 12:00 - 02.01.2020 13:00 (CET/CEST)","343","n/e","n/e","n/e","3053","0","n/e","n/e","n/e","n/e","1630","1","2173","1143","n/e","n/e","22","n/e","225","n/e","n/e","681"
"Portugal (PT)","02.01.2020 13:00 - 02.01.2020 14:00 (CET/CEST)","350","n/e","n/e","n/e","3005","0","n/e","n/e","n/e","n/e","1897","0","2227","880","n/e","n/e","23","n/e","195","n/e","n/e","629"
"Portugal (PT)","02.01.2020 14:00 - 02.01.2020 15:00 (CET/CEST)","347","n/e","n/e","n/e","2999","0","n/e","n/e","n/e","n/e","1434","1","2225","826","n/e","n/e","21","n/e","148","n/e","n/e","645"
"Portugal (PT)","02.01.2020 15:00 - 02.01.2020 16:00 (CET/CEST)","341","n/e","n/e","n/e","3022","0","n/e","n/e","n/e","n/e","1215","1","2221","832","n/e","n/e","16","n/e","104","n/e","n/e","651"
"Portugal (PT)","02.01.2020 16:00 - 02.01.2020 17:00 (CET/CEST)","338","n/e","n/e","n/e","2974","0","n/e","n/e","n/e","n/e","1443","1","2219","829","n/e","n/e","11","n/e","49","n/e","n/e","624"
"Portugal (PT)","02.01.2020 17:00 - 02.01.2020 18:00 (CET/CEST)","334","n/e","n/e","n/e","3124","0","n/e","n/e","n/e","n/e","2008","0","2473","1260","n/e","n/e","10","n/e","12","n/e","n/e","612"
"Portugal (PT)","02.01.2020 18:00 - 02.01.2020 19:00 (CET/CEST)","341","n/e","n/e","n/e","3150","0","n/e","n/e","n/e","n/e","1889","0","2474","1268","n/e","n/e","11","n/e","0","n/e","n/e","614"
"Portugal (PT)","02.01.2020 19:00 - 02.01.2020 20:00 (CET/CEST)","339","n/e","n/e","n/e","3092","0","n/e","n/e","n/e","n/e","1790","0","2329","1220","n/e","n/e","11","n/e","0","n/e","n/e","546"
"Portugal (PT)","02.01.2020 20:00 - 02.01.2020 21:00 (CET/CEST)","341","n/e","n/e","n/e","3179","0","n/e","n/e","n/e","n/e","1339","1","2294","959","n/e","n/e","11","n/e","0","n/e","n/e","473"
"Portugal (PT)","02.01.2020 21:00 - 02.01.2020 22:00 (CET/CEST)","338","n/e","n/e","n/e","3131","0","n/e","n/e","n/e","n/e","850","2","2379","872","n/e","n/e","11","n/e","0","n/e","n/e","559"
"Portugal (PT)","02.01.2020 22:00 - 02.01.2020 23:00 (CET/CEST)","336","n/e","n/e","n/e","3090","0","n/e","n/e","n/e","n/e","709","2","2240","852","n/e","n/e","11","n/e","0","n/e","n/e","622"
"Portugal (PT)","02.01.2020 23:00 - 03.01.2020 00:00 (CET/CEST)","340","n/e","n/e","n/e","2275","0","n/e","n/e","n/e","n/e","514","3","2173","790","n/e","n/e","11","n/e","0","n/e","n/e","587"
"Portugal (PT)","03.01.2020 00:00 - 03.01.2020 01:00 (CET/CEST)","339","n/e","n/e","n/e","1620","0","n/e","n/e","n/e","n/e","168","9","2138","645","n/e","n/e","11","n/e","0","n/e","n/e","522"
"Portugal (PT)","03.01.2020 01:00 - 03.01.2020 02:00 (CET/CEST)","331","n/e","n/e","n/e","1194","0","n/e","n/e","n/e","n/e","32","656","1715","532","n/e","n/e","12","n/e","0","n/e","n/e","469"
"Portugal (PT)","03.01.2020 02:00 - 03.01.2020 03:00 (CET/CEST)","331","n/e","n/e","n/e","1133","0","n/e","n/e","n/e","n/e","32","972","1422","531","n/e","n/e","12","n/e","0","n/e","n/e","415"
"Portugal (PT)","03.01.2020 03:00 - 03.01.2020 04:00 (CET/CEST)","333","n/e","n/e","n/e","1208","0","n/e","n/e","n/e","n/e","32","1116","1283","530","n/e","n/e","11","n/e","0","n/e","n/e","430"
"Portugal (PT)","03.01.2020 04:00 - 03.01.2020 05:00 (CET/CEST)","333","n/e","n/e","n/e","1186","0","n/e","n/e","n/e","n/e","31","1099","1372","530","n/e","n/e","12","n/e","0","n/e","n/e","419"
"Portugal (PT)","03.01.2020 05:00 - 03.01.2020 06:00 (CET/CEST)","333","n/e","n/e","n/e","1193","0","n/e","n/e","n/e","n/e","31","1172","1431","529","n/e","n/e","11","n/e","0","n/e","n/e","416"
"Portugal (PT)","03.01.2020 06:00 - 03.01.2020 07:00 (CET/CEST)","336","n/e","n/e","n/e","1247","0","n/e","n/e","n/e","n/e","31","1118","1517","578","n/e","n/e","11","n/e","0","n/e","n/e","429"
"Portugal (PT)","03.01.2020 07:00 - 03.01.2020 08:00 (CET/CEST)","333","n/e","n/e","n/e","1911","0","n/e","n/e","n/e","n/e","154","6","2006","662","n/e","n/e","11","n/e","0","n/e","n/e","478"
"Portugal (PT)","03.01.2020 08:00 - 03.01.2020 09:00 (CET/CEST)","337","n/e","n/e","n/e","2691","0","n/e","n/e","n/e","n/e","359","5","2247","1016","n/e","n/e","12","n/e","0","n/e","n/e","490"
"Portugal (PT)","03.01.2020 09:00 - 03.01.2020 10:00 (CET/CEST)","335","n/e","n/e","n/e","3021","0","n/e","n/e","n/e","n/e","887","3","2277","1164","n/e","n/e","11","n/e","21","n/e","n/e","510"
"Portugal (PT)","03.01.2020 10:00 - 03.01.2020 11:00 (CET/CEST)","343","n/e","n/e","n/e","3032","0","n/e","n/e","n/e","n/e","1282","3","2305","1142","n/e","n/e","11","n/e","97","n/e","n/e","495"
"Portugal (PT)","03.01.2020 11:00 - 03.01.2020 12:00 (CET/CEST)","338","n/e","n/e","n/e","3003","0","n/e","n/e","n/e","n/e","1277","3","2274","1094","n/e","n/e","11","n/e","200","n/e","n/e","451"
"Portugal (PT)","03.01.2020 12:00 - 03.01.2020 13:00 (CET/CEST)","339","n/e","n/e","n/e","2993","0","n/e","n/e","n/e","n/e","1216","2","2294","984","n/e","n/e","11","n/e","281","n/e","n/e","460"
"Portugal (PT)","03.01.2020 13:00 - 03.01.2020 14:00 (CET/CEST)","343","n/e","n/e","n/e","3014","0","n/e","n/e","n/e","n/e","883","2","2284","1077","n/e","n/e","12","n/e","294","n/e","n/e","400"
"Portugal (PT)","03.01.2020 14:00 - 03.01.2020 15:00 (CET/CEST)","333","n/e","n/e","n/e","2838","0","n/e","n/e","n/e","n/e","451","3","2274","867","n/e","n/e","11","n/e","268","n/e","n/e","392"
"Portugal (PT)","03.01.2020 15:00 - 03.01.2020 16:00 (CET/CEST)","314","n/e","n/e","n/e","2839","0","n/e","n/e","n/e","n/e","192","4","2243","724","n/e","n/e","11","n/e","219","n/e","n/e","425"
"Portugal (PT)","03.01.2020 16:00 - 03.01.2020 17:00 (CET/CEST)","315","n/e","n/e","n/e","2912","0","n/e","n/e","n/e","n/e","490","3","2234","582","n/e","n/e","12","n/e","164","n/e","n/e","428"
"Portugal (PT)","03.01.2020 17:00 - 03.01.2020 18:00 (CET/CEST)","309","n/e","n/e","n/e","3042","0","n/e","n/e","n/e","n/e","589","3","2179","797","n/e","n/e","12","n/e","58","n/e","n/e","399"
"Portugal (PT)","03.01.2020 18:00 - 03.01.2020 19:00 (CET/CEST)","316","n/e","n/e","n/e","3105","0","n/e","n/e","n/e","n/e","1453","1","2187","1171","n/e","n/e","12","n/e","2","n/e","n/e","376"
"Portugal (PT)","03.01.2020 19:00 - 03.01.2020 20:00 (CET/CEST)","321","n/e","n/e","n/e","3112","0","n/e","n/e","n/e","n/e","1610","1","2171","1193","n/e","n/e","12","n/e","0","n/e","n/e","404"
"Portugal (PT)","03.01.2020 20:00 - 03.01.2020 21:00 (CET/CEST)","325","n/e","n/e","n/e","3057","0","n/e","n/e","n/e","n/e","1468","1","2179","1209","n/e","n/e","13","n/e","0","n/e","n/e","365"
"Portugal (PT)","03.01.2020 21:00 - 03.01.2020 22:00 (CET/CEST)","329","n/e","n/e","n/e","3093","0","n/e","n/e","n/e","n/e","1263","1","2151","1180","n/e","n/e","17","n/e","0","n/e","n/e","358"
"Portugal (PT)","03.01.2020 22:00 - 03.01.2020 23:00 (CET/CEST)","333","n/e","n/e","n/e","3073","0","n/e","n/e","n/e","n/e","733","2","2139","757","n/e","n/e","21","n/e","0","n/e","n/e","386"
"Portugal (PT)","03.01.2020 23:00 - 04.01.2020 00:00 (CET/CEST)","338","n/e","n/e","n/e","2552","0","n/e","n/e","n/e","n/e","366","5","2053","640","n/e","n/e","25","n/e","0","n/e","n/e","386"
"Portugal (PT)","04.01.2020 00:00 - 04.01.2020 01:00 (CET/CEST)","334","n/e","n/e","n/e","1091","0","n/e","n/e","n/e","n/e","264","21","2097","861","n/e","n/e","23","n/e","0","n/e","n/e","418"
"Portugal (PT)","04.01.2020 01:00 - 04.01.2020 02:00 (CET/CEST)","334","n/e","n/e","n/e","633","0","n/e","n/e","n/e","n/e","89","416","1837","673","n/e","n/e","26","n/e","0","n/e","n/e","516"
"Portugal (PT)","04.01.2020 02:00 - 04.01.2020 03:00 (CET/CEST)","339","n/e","n/e","n/e","462","0","n/e","n/e","n/e","n/e","78","822","1814","622","n/e","n/e","31","n/e","0","n/e","n/e","547"
"Portugal (PT)","04.01.2020 03:00 - 04.01.2020 04:00 (CET/CEST)","339","n/e","n/e","n/e","414","0","n/e","n/e","n/e","n/e","0","826","1760","601","n/e","n/e","31","n/e","0","n/e","n/e","574"
"Portugal (PT)","04.01.2020 04:00 - 04.01.2020 05:00 (CET/CEST)","339","n/e","n/e","n/e","414","0","n/e","n/e","n/e","n/e","0","1064","1727","602","n/e","n/e","33","n/e","0","n/e","n/e","687"
"Portugal (PT)","04.01.2020 05:00 - 04.01.2020 06:00 (CET/CEST)","339","n/e","n/e","n/e","414","0","n/e","n/e","n/e","n/e","0","918","1852","418","n/e","n/e","32","n/e","0","n/e","n/e","715"
"Portugal (PT)","04.01.2020 06:00 - 04.01.2020 07:00 (CET/CEST)","340","n/e","n/e","n/e","410","0","n/e","n/e","n/e","n/e","0","899","1950","415","n/e","n/e","32","n/e","0","n/e","n/e","756"
"Portugal (PT)","04.01.2020 07:00 - 04.01.2020 08:00 (CET/CEST)","342","n/e","n/e","n/e","514","0","n/e","n/e","n/e","n/e","0","738","1928","489","n/e","n/e","31","n/e","0","n/e","n/e","741"
"Portugal (PT)","04.01.2020 08:00 - 04.01.2020 09:00 (CET/CEST)","342","n/e","n/e","n/e","790","0","n/e","n/e","n/e","n/e","11","696","1977","715","n/e","n/e","31","n/e","0","n/e","n/e","663"
"Portugal (PT)","04.01.2020 09:00 - 04.01.2020 10:00 (CET/CEST)","331","n/e","n/e","n/e","1003","0","n/e","n/e","n/e","n/e","388","40","2075","808","n/e","n/e","26","n/e","62","n/e","n/e","694"
"Portugal (PT)","04.01.2020 10:00 - 04.01.2020 11:00 (CET/CEST)","331","n/e","n/e","n/e","1174","0","n/e","n/e","n/e","n/e","856","15","2097","778","n/e","n/e","26","n/e","242","n/e","n/e","780"
"Portugal (PT)","04.01.2020 11:00 - 04.01.2020 12:00 (CET/CEST)","334","n/e","n/e","n/e","1199","0","n/e","n/e","n/e","n/e","183","17","2081","794","n/e","n/e","25","n/e","386","n/e","n/e","781"
"Portugal (PT)","04.01.2020 12:00 - 04.01.2020 13:00 (CET/CEST)","337","n/e","n/e","n/e","1162","0","n/e","n/e","n/e","n/e","117","150","2062","748","n/e","n/e","25","n/e","457","n/e","n/e","681"
"Portugal (PT)","04.01.2020 13:00 - 04.01.2020 14:00 (CET/CEST)","335","n/e","n/e","n/e","1021","0","n/e","n/e","n/e","n/e","113","596","2044","732","n/e","n/e","25","n/e","477","n/e","n/e","717"
"Portugal (PT)","04.01.2020 14:00 - 04.01.2020 15:00 (CET/CEST)","336","n/e","n/e","n/e","839","0","n/e","n/e","n/e","n/e","29","1036","2082","738","n/e","n/e","26","n/e","466","n/e","n/e","916"
"Portugal (PT)","04.01.2020 15:00 - 04.01.2020 16:00 (CET/CEST)","336","n/e","n/e","n/e","824","0","n/e","n/e","n/e","n/e","29","1121","2092","774","n/e","n/e","25","n/e","414","n/e","n/e","1004"
"Portugal (PT)","04.01.2020 16:00 - 04.01.2020 17:00 (CET/CEST)","337","n/e","n/e","n/e","858","0","n/e","n/e","n/e","n/e","29","997","2042","768","n/e","n/e","25","n/e","298","n/e","n/e","1153"
"Portugal (PT)","04.01.2020 17:00 - 04.01.2020 18:00 (CET/CEST)","340","n/e","n/e","n/e","1084","0","n/e","n/e","n/e","n/e","280","8","2157","802","n/e","n/e","25","n/e","109","n/e","n/e","1341"
"Portugal (PT)","04.01.2020 18:00 - 04.01.2020 19:00 (CET/CEST)","348","n/e","n/e","n/e","1110","0","n/e","n/e","n/e","n/e","676","2","2240","909","n/e","n/e","25","n/e","3","n/e","n/e","1713"
"Portugal (PT)","04.01.2020 19:00 - 04.01.2020 20:00 (CET/CEST)","334","n/e","n/e","n/e","1168","0","n/e","n/e","n/e","n/e","1031","2","2225","972","n/e","n/e","12","n/e","0","n/e","n/e","1916"
"Portugal (PT)","04.01.2020 20:00 - 04.01.2020 21:00 (CET/CEST)","336","n/e","n/e","n/e","1215","0","n/e","n/e","n/e","n/e","1334","1","2302","1012","n/e","n/e","12","n/e","0","n/e","n/e","2133"
"Portugal (PT)","04.01.2020 21:00 - 04.01.2020 22:00 (CET/CEST)","333","n/e","n/e","n/e","1219","0","n/e","n/e","n/e","n/e","1511","1","2264","872","n/e","n/e","11","n/e","0","n/e","n/e","2108"
"Portugal (PT)","04.01.2020 22:00 - 04.01.2020 23:00 (CET/CEST)","339","n/e","n/e","n/e","1219","0","n/e","n/e","n/e","n/e","857","2","2280","736","n/e","n/e","17","n/e","0","n/e","n/e","2077"
"Portugal (PT)","04.01.2020 23:00 - 05.01.2020 00:00 (CET/CEST)","348","n/e","n/e","n/e","883","0","n/e","n/e","n/e","n/e","167","20","2252","779","n/e","n/e","25","n/e","0","n/e","n/e","2099"
"Portugal (PT)","05.01.2020 00:00 - 05.01.2020 01:00 (CET/CEST)","346","n/e","n/e","n/e","717","0","n/e","n/e","n/e","n/e","117","753","2046","438","n/e","n/e","25","n/e","0","n/e","n/e","2024"
"Portugal (PT)","05.01.2020 01:00 - 05.01.2020 02:00 (CET/CEST)","348","n/e","n/e","n/e","582","0","n/e","n/e","n/e","n/e","29","1131","2110","437","n/e","n/e","25","n/e","0","n/e","n/e","1868"
"Portugal (PT)","05.01.2020 02:00 - 05.01.2020 03:00 (CET/CEST)","349","n/e","n/e","n/e","421","0","n/e","n/e","n/e","n/e","29","1290","1834","406","n/e","n/e","26","n/e","0","n/e","n/e","1710"
"Portugal (PT)","05.01.2020 03:00 - 05.01.2020 04:00 (CET/CEST)","352","n/e","n/e","n/e","415","0","n/e","n/e","n/e","n/e","29","1350","1774","404","n/e","n/e","25","n/e","0","n/e","n/e","1662"
"Portugal (PT)","05.01.2020 04:00 - 05.01.2020 05:00 (CET/CEST)","349","n/e","n/e","n/e","407","0","n/e","n/e","n/e","n/e","29","1586","1752","433","n/e","n/e","26","n/e","0","n/e","n/e","1638"
"Portugal (PT)","05.01.2020 05:00 - 05.01.2020 06:00 (CET/CEST)","351","n/e","n/e","n/e","408","0","n/e","n/e","n/e","n/e","29","1355","1735","461","n/e","n/e","23","n/e","0","n/e","n/e","1521"
"Portugal (PT)","05.01.2020 06:00 - 05.01.2020 07:00 (CET/CEST)","347","n/e","n/e","n/e","408","0","n/e","n/e","n/e","n/e","29","1210","1702","474","n/e","n/e","23","n/e","0","n/e","n/e","1288"
"Portugal (PT)","05.01.2020 07:00 - 05.01.2020 08:00 (CET/CEST)","354","n/e","n/e","n/e","612","0","n/e","n/e","n/e","n/e","40","893","1679","473","n/e","n/e","25","n/e","0","n/e","n/e","1013"
"Portugal (PT)","05.01.2020 08:00 - 05.01.2020 09:00 (CET/CEST)","346","n/e","n/e","n/e","1066","0","n/e","n/e","n/e","n/e","170","368","1850","556","n/e","n/e","23","n/e","0","n/e","n/e","1037"
"Portugal (PT)","05.01.2020 09:00 - 05.01.2020 10:00 (CET/CEST)","344","n/e","n/e","n/e","1611","0","n/e","n/e","n/e","n/e","69","7","1879","488","n/e","n/e","24","n/e","48","n/e","n/e","1086"
"Portugal (PT)","05.01.2020 10:00 - 05.01.2020 11:00 (CET/CEST)","350","n/e","n/e","n/e","1965","0","n/e","n/e","n/e","n/e","340","6","1959","703","n/e","n/e","25","n/e","178","n/e","n/e","1022"
"Portugal (PT)","05.01.2020 11:00 - 05.01.2020 12:00 (CET/CEST)","346","n/e","n/e","n/e","2118","0","n/e","n/e","n/e","n/e","365","272","1975","770","n/e","n/e","25","n/e","297","n/e","n/e","910"
"Portugal (PT)","05.01.2020 12:00 - 05.01.2020 13:00 (CET/CEST)","340","n/e","n/e","n/e","2126","0","n/e","n/e","n/e","n/e","110","43","1820","735","n/e","n/e","25","n/e","387","n/e","n/e","819"
"Portugal (PT)","05.01.2020 13:00 - 05.01.2020 14:00 (CET/CEST)","343","n/e","n/e","n/e","2039","0","n/e","n/e","n/e","n/e","6","750","1716","696","n/e","n/e","25","n/e","466","n/e","n/e","656"
"Portugal (PT)","05.01.2020 14:00 - 05.01.2020 15:00 (CET/CEST)","337","n/e","n/e","n/e","1940","0","n/e","n/e","n/e","n/e","0","667","1804","650","n/e","n/e","23","n/e","447","n/e","n/e","461"
"Portugal (PT)","05.01.2020 15:00 - 05.01.2020 16:00 (CET/CEST)","331","n/e","n/e","n/e","2012","0","n/e","n/e","n/e","n/e","0","602","1807","674","n/e","n/e","24","n/e","390","n/e","n/e","336"
"Portugal (PT)","05.01.2020 16:00 - 05.01.2020 17:00 (CET/CEST)","341","n/e","n/e","n/e","2057","0","n/e","n/e","n/e","n/e","11","47","2024","655","n/e","n/e","24","n/e","270","n/e","n/e","259"
"Portugal (PT)","05.01.2020 17:00 - 05.01.2020 18:00 (CET/CEST)","341","n/e","n/e","n/e","2272","0","n/e","n/e","n/e","n/e","512","10","2301","912","n/e","n/e","24","n/e","95","n/e","n/e","220"
"Portugal (PT)","05.01.2020 18:00 - 05.01.2020 19:00 (CET/CEST)","338","n/e","n/e","n/e","2375","0","n/e","n/e","n/e","n/e","1428","1","2360","1110","n/e","n/e","23","n/e","3","n/e","n/e","151"
"Portugal (PT)","05.01.2020 19:00 - 05.01.2020 20:00 (CET/CEST)","339","n/e","n/e","n/e","2380","0","n/e","n/e","n/e","n/e","1922","0","2320","1095","n/e","n/e","23","n/e","0","n/e","n/e","122"
"Portugal (PT)","05.01.2020 20:00 - 05.01.2020 21:00 (CET/CEST)","339","n/e","n/e","n/e","2394","0","n/e","n/e","n/e","n/e","2097","0","2349","1139","n/e","n/e","22","n/e","0","n/e","n/e","105"
