"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","09.04.2017 05:00 - 09.04.2017 06:00 (CET/CEST)","346","n/e","n/e","n/e","627","1272","n/e","n/e","n/e","n/e","0","992","100","11","n/e","n/e","39","n/e","0","n/e","n/e","1067"
"Portugal (PT)","09.04.2017 06:00 - 09.04.2017 07:00 (CET/CEST)","341","n/e","n/e","n/e","685","1271","n/e","n/e","n/e","n/e","0","849","144","1","n/e","n/e","37","n/e","0","n/e","n/e","1231"
"Portugal (PT)","09.04.2017 07:00 - 09.04.2017 08:00 (CET/CEST)","339","n/e","n/e","n/e","646","1271","n/e","n/e","n/e","n/e","0","991","315","1","n/e","n/e","38","n/e","0","n/e","n/e","1427"
"Portugal (PT)","09.04.2017 08:00 - 09.04.2017 09:00 (CET/CEST)","340","n/e","n/e","n/e","643","1272","n/e","n/e","n/e","n/e","0","1246","329","63","n/e","n/e","39","n/e","17","n/e","n/e","1729"
"Portugal (PT)","09.04.2017 09:00 - 09.04.2017 10:00 (CET/CEST)","341","n/e","n/e","n/e","680","1273","n/e","n/e","n/e","n/e","0","668","396","115","n/e","n/e","39","n/e","116","n/e","n/e","1913"
"Portugal (PT)","09.04.2017 10:00 - 09.04.2017 11:00 (CET/CEST)","337","n/e","n/e","n/e","681","1273","n/e","n/e","n/e","n/e","0","831","483","99","n/e","n/e","38","n/e","219","n/e","n/e","2006"
"Portugal (PT)","09.04.2017 11:00 - 09.04.2017 12:00 (CET/CEST)","339","n/e","n/e","n/e","770","1329","n/e","n/e","n/e","n/e","0","1357","436","35","n/e","n/e","38","n/e","297","n/e","n/e","2081"
"Portugal (PT)","09.04.2017 12:00 - 09.04.2017 13:00 (CET/CEST)","337","n/e","n/e","n/e","888","1405","n/e","n/e","n/e","n/e","0","1680","442","27","n/e","n/e","38","n/e","346","n/e","n/e","2192"
"Portugal (PT)","09.04.2017 13:00 - 09.04.2017 14:00 (CET/CEST)","338","n/e","n/e","n/e","946","1404","n/e","n/e","n/e","n/e","0","1551","355","22","n/e","n/e","38","n/e","372","n/e","n/e","2290"
"Portugal (PT)","09.04.2017 14:00 - 09.04.2017 15:00 (CET/CEST)","339","n/e","n/e","n/e","876","1404","n/e","n/e","n/e","n/e","0","1727","264","6","n/e","n/e","38","n/e","378","n/e","n/e","2423"
"Portugal (PT)","09.04.2017 15:00 - 09.04.2017 16:00 (CET/CEST)","334","n/e","n/e","n/e","823","1392","n/e","n/e","n/e","n/e","0","1961","232","0","n/e","n/e","39","n/e","364","n/e","n/e","2444"
"Portugal (PT)","09.04.2017 16:00 - 09.04.2017 17:00 (CET/CEST)","332","n/e","n/e","n/e","789","1392","n/e","n/e","n/e","n/e","0","2048","220","0","n/e","n/e","38","n/e","334","n/e","n/e","2428"
"Portugal (PT)","09.04.2017 17:00 - 09.04.2017 18:00 (CET/CEST)","338","n/e","n/e","n/e","802","1392","n/e","n/e","n/e","n/e","0","2117","219","0","n/e","n/e","38","n/e","278","n/e","n/e","2125"
"Portugal (PT)","09.04.2017 18:00 - 09.04.2017 19:00 (CET/CEST)","332","n/e","n/e","n/e","821","1393","n/e","n/e","n/e","n/e","0","2051","276","21","n/e","n/e","38","n/e","196","n/e","n/e","1751"
"Portugal (PT)","09.04.2017 19:00 - 09.04.2017 20:00 (CET/CEST)","336","n/e","n/e","n/e","969","1451","n/e","n/e","n/e","n/e","0","1573","608","108","n/e","n/e","38","n/e","94","n/e","n/e","1363"
"Portugal (PT)","09.04.2017 20:00 - 09.04.2017 21:00 (CET/CEST)","331","n/e","n/e","n/e","991","1458","n/e","n/e","n/e","n/e","144","97","790","183","n/e","n/e","38","n/e","16","n/e","n/e","1125"
"Portugal (PT)","09.04.2017 21:00 - 09.04.2017 22:00 (CET/CEST)","332","n/e","n/e","n/e","981","1459","n/e","n/e","n/e","n/e","734","4","932","310","n/e","n/e","39","n/e","0","n/e","n/e","1225"
"Portugal (PT)","09.04.2017 22:00 - 09.04.2017 23:00 (CET/CEST)","330","n/e","n/e","n/e","983","1460","n/e","n/e","n/e","n/e","725","2","674","155","n/e","n/e","38","n/e","0","n/e","n/e","1386"
"Portugal (PT)","09.04.2017 23:00 - 10.04.2017 00:00 (CET/CEST)","319","n/e","n/e","n/e","994","1460","n/e","n/e","n/e","n/e","138","17","561","62","n/e","n/e","38","n/e","0","n/e","n/e","1551"
"Portugal (PT)","10.04.2017 00:00 - 10.04.2017 01:00 (CET/CEST)","320","n/e","n/e","n/e","800","1459","n/e","n/e","n/e","n/e","0","484","562","0","n/e","n/e","37","n/e","0","n/e","n/e","1740"
"Portugal (PT)","10.04.2017 01:00 - 10.04.2017 02:00 (CET/CEST)","324","n/e","n/e","n/e","609","1456","n/e","n/e","n/e","n/e","0","1433","337","0","n/e","n/e","38","n/e","0","n/e","n/e","1901"
"Portugal (PT)","10.04.2017 02:00 - 10.04.2017 03:00 (CET/CEST)","322","n/e","n/e","n/e","606","1456","n/e","n/e","n/e","n/e","0","1628","133","0","n/e","n/e","37","n/e","0","n/e","n/e","2016"
"Portugal (PT)","10.04.2017 03:00 - 10.04.2017 04:00 (CET/CEST)","328","n/e","n/e","n/e","668","1456","n/e","n/e","n/e","n/e","0","1644","96","0","n/e","n/e","38","n/e","0","n/e","n/e","2009"
"Portugal (PT)","10.04.2017 04:00 - 10.04.2017 05:00 (CET/CEST)","328","n/e","n/e","n/e","713","1456","n/e","n/e","n/e","n/e","0","1523","49","0","n/e","n/e","38","n/e","0","n/e","n/e","1990"
"Portugal (PT)","10.04.2017 05:00 - 10.04.2017 06:00 (CET/CEST)","331","n/e","n/e","n/e","946","1458","n/e","n/e","n/e","n/e","0","1333","46","0","n/e","n/e","38","n/e","0","n/e","n/e","1917"
"Portugal (PT)","10.04.2017 06:00 - 10.04.2017 07:00 (CET/CEST)","328","n/e","n/e","n/e","1347","1463","n/e","n/e","n/e","n/e","6","409","255","4","n/e","n/e","38","n/e","0","n/e","n/e","2009"
"Portugal (PT)","10.04.2017 07:00 - 10.04.2017 08:00 (CET/CEST)","319","n/e","n/e","n/e","1934","1460","n/e","n/e","n/e","n/e","414","4","409","165","n/e","n/e","38","n/e","0","n/e","n/e","2145"
"Portugal (PT)","10.04.2017 08:00 - 10.04.2017 09:00 (CET/CEST)","319","n/e","n/e","n/e","2365","1460","n/e","n/e","n/e","n/e","765","2","601","253","n/e","n/e","37","n/e","18","n/e","n/e","2149"
"Portugal (PT)","10.04.2017 09:00 - 10.04.2017 10:00 (CET/CEST)","318","n/e","n/e","n/e","2693","1459","n/e","n/e","n/e","n/e","1477","1","617","304","n/e","n/e","38","n/e","97","n/e","n/e","1934"
"Portugal (PT)","10.04.2017 10:00 - 10.04.2017 11:00 (CET/CEST)","308","n/e","n/e","n/e","2616","1459","n/e","n/e","n/e","n/e","1010","1","708","233","n/e","n/e","38","n/e","181","n/e","n/e","1909"
"Portugal (PT)","10.04.2017 11:00 - 10.04.2017 12:00 (CET/CEST)","304","n/e","n/e","n/e","2449","1457","n/e","n/e","n/e","n/e","1103","1","696","90","n/e","n/e","38","n/e","254","n/e","n/e","1946"
"Portugal (PT)","10.04.2017 12:00 - 10.04.2017 13:00 (CET/CEST)","301","n/e","n/e","n/e","2909","1459","n/e","n/e","n/e","n/e","894","1","700","50","n/e","n/e","38","n/e","302","n/e","n/e","1737"
"Portugal (PT)","10.04.2017 13:00 - 10.04.2017 14:00 (CET/CEST)","310","n/e","n/e","n/e","2874","1459","n/e","n/e","n/e","n/e","1015","2","765","25","n/e","n/e","39","n/e","331","n/e","n/e","1393"
"Portugal (PT)","10.04.2017 14:00 - 10.04.2017 15:00 (CET/CEST)","333","n/e","n/e","n/e","2834","1459","n/e","n/e","n/e","n/e","739","5","734","25","n/e","n/e","39","n/e","328","n/e","n/e","1136"
"Portugal (PT)","10.04.2017 15:00 - 10.04.2017 16:00 (CET/CEST)","326","n/e","n/e","n/e","2920","1459","n/e","n/e","n/e","n/e","1267","2","625","25","n/e","n/e","38","n/e","335","n/e","n/e","902"
"Portugal (PT)","10.04.2017 16:00 - 10.04.2017 17:00 (CET/CEST)","329","n/e","n/e","n/e","2938","1458","n/e","n/e","n/e","n/e","1377","1","562","66","n/e","n/e","38","n/e","326","n/e","n/e","606"
"Portugal (PT)","10.04.2017 17:00 - 10.04.2017 18:00 (CET/CEST)","334","n/e","n/e","n/e","2840","1458","n/e","n/e","n/e","n/e","1494","1","459","80","n/e","n/e","39","n/e","277","n/e","n/e","462"
"Portugal (PT)","10.04.2017 18:00 - 10.04.2017 19:00 (CET/CEST)","338","n/e","n/e","n/e","2915","1458","n/e","n/e","n/e","n/e","1513","1","471","109","n/e","n/e","39","n/e","203","n/e","n/e","344"
"Portugal (PT)","10.04.2017 19:00 - 10.04.2017 20:00 (CET/CEST)","345","n/e","n/e","n/e","2936","1458","n/e","n/e","n/e","n/e","1459","1","808","132","n/e","n/e","39","n/e","110","n/e","n/e","290"
"Portugal (PT)","10.04.2017 20:00 - 10.04.2017 21:00 (CET/CEST)","343","n/e","n/e","n/e","2976","1459","n/e","n/e","n/e","n/e","2103","1","1098","492","n/e","n/e","39","n/e","18","n/e","n/e","259"
"Portugal (PT)","10.04.2017 21:00 - 10.04.2017 22:00 (CET/CEST)","345","n/e","n/e","n/e","3001","1458","n/e","n/e","n/e","n/e","2036","0","1190","750","n/e","n/e","39","n/e","0","n/e","n/e","365"
"Portugal (PT)","10.04.2017 22:00 - 10.04.2017 23:00 (CET/CEST)","344","n/e","n/e","n/e","2845","1458","n/e","n/e","n/e","n/e","1584","1","1118","162","n/e","n/e","39","n/e","0","n/e","n/e","490"
"Portugal (PT)","10.04.2017 23:00 - 11.04.2017 00:00 (CET/CEST)","343","n/e","n/e","n/e","2663","1459","n/e","n/e","n/e","n/e","736","3","934","13","n/e","n/e","39","n/e","0","n/e","n/e","545"
"Portugal (PT)","11.04.2017 00:00 - 11.04.2017 01:00 (CET/CEST)","342","n/e","n/e","n/e","1915","1459","n/e","n/e","n/e","n/e","290","6","581","0","n/e","n/e","39","n/e","0","n/e","n/e","531"
"Portugal (PT)","11.04.2017 01:00 - 11.04.2017 02:00 (CET/CEST)","340","n/e","n/e","n/e","1424","1458","n/e","n/e","n/e","n/e","1","101","537","0","n/e","n/e","39","n/e","0","n/e","n/e","403"
"Portugal (PT)","11.04.2017 02:00 - 11.04.2017 03:00 (CET/CEST)","340","n/e","n/e","n/e","1481","1459","n/e","n/e","n/e","n/e","0","101","287","0","n/e","n/e","39","n/e","0","n/e","n/e","319"
"Portugal (PT)","11.04.2017 03:00 - 11.04.2017 04:00 (CET/CEST)","341","n/e","n/e","n/e","1476","1459","n/e","n/e","n/e","n/e","34","101","227","0","n/e","n/e","39","n/e","0","n/e","n/e","269"
"Portugal (PT)","11.04.2017 04:00 - 11.04.2017 05:00 (CET/CEST)","339","n/e","n/e","n/e","1478","1460","n/e","n/e","n/e","n/e","0","172","234","0","n/e","n/e","39","n/e","0","n/e","n/e","327"
"Portugal (PT)","11.04.2017 05:00 - 11.04.2017 06:00 (CET/CEST)","338","n/e","n/e","n/e","1475","1459","n/e","n/e","n/e","n/e","1","193","223","0","n/e","n/e","39","n/e","0","n/e","n/e","371"
"Portugal (PT)","11.04.2017 06:00 - 11.04.2017 07:00 (CET/CEST)","339","n/e","n/e","n/e","1857","1459","n/e","n/e","n/e","n/e","43","160","402","78","n/e","n/e","39","n/e","0","n/e","n/e","285"
"Portugal (PT)","11.04.2017 07:00 - 11.04.2017 08:00 (CET/CEST)","333","n/e","n/e","n/e","2183","1459","n/e","n/e","n/e","n/e","910","1","805","121","n/e","n/e","38","n/e","0","n/e","n/e","278"
"Portugal (PT)","11.04.2017 08:00 - 11.04.2017 09:00 (CET/CEST)","339","n/e","n/e","n/e","2599","1459","n/e","n/e","n/e","n/e","1094","1","955","198","n/e","n/e","39","n/e","17","n/e","n/e","228"
"Portugal (PT)","11.04.2017 09:00 - 11.04.2017 10:00 (CET/CEST)","338","n/e","n/e","n/e","2671","1460","n/e","n/e","n/e","n/e","1255","1","1090","466","n/e","n/e","39","n/e","118","n/e","n/e","158"
"Portugal (PT)","11.04.2017 10:00 - 11.04.2017 11:00 (CET/CEST)","341","n/e","n/e","n/e","2615","1459","n/e","n/e","n/e","n/e","1088","1","1012","416","n/e","n/e","39","n/e","217","n/e","n/e","69"
"Portugal (PT)","11.04.2017 11:00 - 11.04.2017 12:00 (CET/CEST)","341","n/e","n/e","n/e","2606","1458","n/e","n/e","n/e","n/e","636","2","1168","335","n/e","n/e","38","n/e","290","n/e","n/e","41"
"Portugal (PT)","11.04.2017 12:00 - 11.04.2017 13:00 (CET/CEST)","339","n/e","n/e","n/e","2620","1459","n/e","n/e","n/e","n/e","362","2","1257","332","n/e","n/e","38","n/e","324","n/e","n/e","46"
"Portugal (PT)","11.04.2017 13:00 - 11.04.2017 14:00 (CET/CEST)","344","n/e","n/e","n/e","2567","1486","n/e","n/e","n/e","n/e","324","19","1224","142","n/e","n/e","39","n/e","352","n/e","n/e","101"
"Portugal (PT)","11.04.2017 14:00 - 11.04.2017 15:00 (CET/CEST)","344","n/e","n/e","n/e","2504","1462","n/e","n/e","n/e","n/e","6","184","945","38","n/e","n/e","39","n/e","363","n/e","n/e","202"
"Portugal (PT)","11.04.2017 15:00 - 11.04.2017 16:00 (CET/CEST)","342","n/e","n/e","n/e","2501","1456","n/e","n/e","n/e","n/e","0","174","993","53","n/e","n/e","39","n/e","359","n/e","n/e","265"
"Portugal (PT)","11.04.2017 16:00 - 11.04.2017 17:00 (CET/CEST)","338","n/e","n/e","n/e","2504","1460","n/e","n/e","n/e","n/e","0","68","719","35","n/e","n/e","38","n/e","339","n/e","n/e","332"
"Portugal (PT)","11.04.2017 17:00 - 11.04.2017 18:00 (CET/CEST)","340","n/e","n/e","n/e","2518","1460","n/e","n/e","n/e","n/e","0","4","673","24","n/e","n/e","39","n/e","296","n/e","n/e","392"
"Portugal (PT)","11.04.2017 18:00 - 11.04.2017 19:00 (CET/CEST)","342","n/e","n/e","n/e","2486","1459","n/e","n/e","n/e","n/e","136","2","548","24","n/e","n/e","39","n/e","227","n/e","n/e","526"
"Portugal (PT)","11.04.2017 19:00 - 11.04.2017 20:00 (CET/CEST)","338","n/e","n/e","n/e","2530","1459","n/e","n/e","n/e","n/e","28","3","861","25","n/e","n/e","39","n/e","127","n/e","n/e","663"
"Portugal (PT)","11.04.2017 20:00 - 11.04.2017 21:00 (CET/CEST)","340","n/e","n/e","n/e","2573","1442","n/e","n/e","n/e","n/e","834","1","1282","163","n/e","n/e","39","n/e","23","n/e","n/e","776"
"Portugal (PT)","11.04.2017 21:00 - 11.04.2017 22:00 (CET/CEST)","340","n/e","n/e","n/e","2562","1458","n/e","n/e","n/e","n/e","1369","1","1388","596","n/e","n/e","39","n/e","0","n/e","n/e","816"
"Portugal (PT)","11.04.2017 22:00 - 11.04.2017 23:00 (CET/CEST)","338","n/e","n/e","n/e","2539","1459","n/e","n/e","n/e","n/e","913","1","1273","58","n/e","n/e","38","n/e","0","n/e","n/e","748"
"Portugal (PT)","11.04.2017 23:00 - 12.04.2017 00:00 (CET/CEST)","340","n/e","n/e","n/e","2345","1458","n/e","n/e","n/e","n/e","185","3","1159","15","n/e","n/e","39","n/e","0","n/e","n/e","661"
"Portugal (PT)","12.04.2017 00:00 - 12.04.2017 01:00 (CET/CEST)","338","n/e","n/e","n/e","2052","1458","n/e","n/e","n/e","n/e","0","3","751","1","n/e","n/e","38","n/e","0","n/e","n/e","590"
"Portugal (PT)","12.04.2017 01:00 - 12.04.2017 02:00 (CET/CEST)","340","n/e","n/e","n/e","1838","1458","n/e","n/e","n/e","n/e","0","6","178","1","n/e","n/e","39","n/e","0","n/e","n/e","480"
"Portugal (PT)","12.04.2017 02:00 - 12.04.2017 03:00 (CET/CEST)","339","n/e","n/e","n/e","1747","1458","n/e","n/e","n/e","n/e","0","79","195","1","n/e","n/e","38","n/e","0","n/e","n/e","379"
"Portugal (PT)","12.04.2017 03:00 - 12.04.2017 04:00 (CET/CEST)","339","n/e","n/e","n/e","1761","1459","n/e","n/e","n/e","n/e","0","99","163","0","n/e","n/e","39","n/e","0","n/e","n/e","293"
"Portugal (PT)","12.04.2017 04:00 - 12.04.2017 05:00 (CET/CEST)","342","n/e","n/e","n/e","1821","1459","n/e","n/e","n/e","n/e","0","6","41","0","n/e","n/e","39","n/e","0","n/e","n/e","303"
"Portugal (PT)","12.04.2017 05:00 - 12.04.2017 06:00 (CET/CEST)","334","n/e","n/e","n/e","1896","1460","n/e","n/e","n/e","n/e","12","6","418","9","n/e","n/e","38","n/e","0","n/e","n/e","272"
"Portugal (PT)","12.04.2017 06:00 - 12.04.2017 07:00 (CET/CEST)","339","n/e","n/e","n/e","2300","1461","n/e","n/e","n/e","n/e","288","6","734","177","n/e","n/e","39","n/e","0","n/e","n/e","191"
"Portugal (PT)","12.04.2017 07:00 - 12.04.2017 08:00 (CET/CEST)","342","n/e","n/e","n/e","2822","1460","n/e","n/e","n/e","n/e","641","4","819","751","n/e","n/e","39","n/e","0","n/e","n/e","153"
"Portugal (PT)","12.04.2017 08:00 - 12.04.2017 09:00 (CET/CEST)","344","n/e","n/e","n/e","3220","1459","n/e","n/e","n/e","n/e","1233","1","913","875","n/e","n/e","39","n/e","18","n/e","n/e","129"
"Portugal (PT)","12.04.2017 09:00 - 12.04.2017 10:00 (CET/CEST)","338","n/e","n/e","n/e","3298","1458","n/e","n/e","n/e","n/e","1428","1","1205","999","n/e","n/e","39","n/e","122","n/e","n/e","85"
"Portugal (PT)","12.04.2017 10:00 - 12.04.2017 11:00 (CET/CEST)","345","n/e","n/e","n/e","3369","1506","n/e","n/e","n/e","n/e","661","3","1075","942","n/e","n/e","39","n/e","219","n/e","n/e","42"
"Portugal (PT)","12.04.2017 11:00 - 12.04.2017 12:00 (CET/CEST)","340","n/e","n/e","n/e","3372","1548","n/e","n/e","n/e","n/e","37","6","1260","550","n/e","n/e","39","n/e","291","n/e","n/e","41"
"Portugal (PT)","12.04.2017 12:00 - 12.04.2017 13:00 (CET/CEST)","338","n/e","n/e","n/e","3397","1551","n/e","n/e","n/e","n/e","0","6","1229","373","n/e","n/e","39","n/e","334","n/e","n/e","66"
"Portugal (PT)","12.04.2017 13:00 - 12.04.2017 14:00 (CET/CEST)","338","n/e","n/e","n/e","3353","1563","n/e","n/e","n/e","n/e","0","6","1098","317","n/e","n/e","39","n/e","357","n/e","n/e","170"
"Portugal (PT)","12.04.2017 14:00 - 12.04.2017 15:00 (CET/CEST)","339","n/e","n/e","n/e","3336","1561","n/e","n/e","n/e","n/e","0","6","794","84","n/e","n/e","39","n/e","362","n/e","n/e","291"
"Portugal (PT)","12.04.2017 15:00 - 12.04.2017 16:00 (CET/CEST)","339","n/e","n/e","n/e","3184","1561","n/e","n/e","n/e","n/e","0","6","869","71","n/e","n/e","39","n/e","356","n/e","n/e","359"
"Portugal (PT)","12.04.2017 16:00 - 12.04.2017 17:00 (CET/CEST)","338","n/e","n/e","n/e","3037","1561","n/e","n/e","n/e","n/e","0","6","940","112","n/e","n/e","40","n/e","336","n/e","n/e","453"
"Portugal (PT)","12.04.2017 17:00 - 12.04.2017 18:00 (CET/CEST)","339","n/e","n/e","n/e","3098","1534","n/e","n/e","n/e","n/e","0","20","938","112","n/e","n/e","40","n/e","294","n/e","n/e","561"
"Portugal (PT)","12.04.2017 18:00 - 12.04.2017 19:00 (CET/CEST)","332","n/e","n/e","n/e","3111","1553","n/e","n/e","n/e","n/e","0","6","819","219","n/e","n/e","39","n/e","224","n/e","n/e","645"
"Portugal (PT)","12.04.2017 19:00 - 12.04.2017 20:00 (CET/CEST)","338","n/e","n/e","n/e","3271","1512","n/e","n/e","n/e","n/e","41","6","762","240","n/e","n/e","40","n/e","124","n/e","n/e","710"
"Portugal (PT)","12.04.2017 20:00 - 12.04.2017 21:00 (CET/CEST)","319","n/e","n/e","n/e","3500","1466","n/e","n/e","n/e","n/e","354","6","1176","521","n/e","n/e","39","n/e","23","n/e","n/e","707"
"Portugal (PT)","12.04.2017 21:00 - 12.04.2017 22:00 (CET/CEST)","293","n/e","n/e","n/e","3425","1467","n/e","n/e","n/e","n/e","1222","3","1096","925","n/e","n/e","35","n/e","0","n/e","n/e","678"
"Portugal (PT)","12.04.2017 22:00 - 12.04.2017 23:00 (CET/CEST)","292","n/e","n/e","n/e","3398","1467","n/e","n/e","n/e","n/e","871","1","931","562","n/e","n/e","34","n/e","0","n/e","n/e","571"
"Portugal (PT)","12.04.2017 23:00 - 13.04.2017 00:00 (CET/CEST)","293","n/e","n/e","n/e","3112","1467","n/e","n/e","n/e","n/e","260","2","853","185","n/e","n/e","34","n/e","0","n/e","n/e","484"
"Portugal (PT)","13.04.2017 00:00 - 13.04.2017 01:00 (CET/CEST)","300","n/e","n/e","n/e","2266","1467","n/e","n/e","n/e","n/e","0","3","779","329","n/e","n/e","34","n/e","0","n/e","n/e","406"
"Portugal (PT)","13.04.2017 01:00 - 13.04.2017 02:00 (CET/CEST)","303","n/e","n/e","n/e","1457","1466","n/e","n/e","n/e","n/e","0","3","555","297","n/e","n/e","35","n/e","0","n/e","n/e","321"
"Portugal (PT)","13.04.2017 02:00 - 13.04.2017 03:00 (CET/CEST)","302","n/e","n/e","n/e","1315","1467","n/e","n/e","n/e","n/e","104","2","273","50","n/e","n/e","34","n/e","0","n/e","n/e","272"
"Portugal (PT)","13.04.2017 03:00 - 13.04.2017 04:00 (CET/CEST)","307","n/e","n/e","n/e","1344","1466","n/e","n/e","n/e","n/e","105","2","300","50","n/e","n/e","35","n/e","0","n/e","n/e","193"
"Portugal (PT)","13.04.2017 04:00 - 13.04.2017 05:00 (CET/CEST)","306","n/e","n/e","n/e","1340","1466","n/e","n/e","n/e","n/e","105","4","272","96","n/e","n/e","34","n/e","0","n/e","n/e","132"
"Portugal (PT)","13.04.2017 05:00 - 13.04.2017 06:00 (CET/CEST)","301","n/e","n/e","n/e","1297","1466","n/e","n/e","n/e","n/e","7","9","252","336","n/e","n/e","34","n/e","0","n/e","n/e","102"
"Portugal (PT)","13.04.2017 06:00 - 13.04.2017 07:00 (CET/CEST)","302","n/e","n/e","n/e","1708","1467","n/e","n/e","n/e","n/e","0","9","312","274","n/e","n/e","35","n/e","0","n/e","n/e","94"
"Portugal (PT)","13.04.2017 07:00 - 13.04.2017 08:00 (CET/CEST)","303","n/e","n/e","n/e","2077","1466","n/e","n/e","n/e","n/e","1","9","603","238","n/e","n/e","34","n/e","0","n/e","n/e","144"
"Portugal (PT)","13.04.2017 08:00 - 13.04.2017 09:00 (CET/CEST)","304","n/e","n/e","n/e","2121","1467","n/e","n/e","n/e","n/e","302","12","679","152","n/e","n/e","34","n/e","9","n/e","n/e","171"
"Portugal (PT)","13.04.2017 09:00 - 13.04.2017 10:00 (CET/CEST)","306","n/e","n/e","n/e","2321","1468","n/e","n/e","n/e","n/e","238","12","828","405","n/e","n/e","34","n/e","77","n/e","n/e","157"
"Portugal (PT)","13.04.2017 10:00 - 13.04.2017 11:00 (CET/CEST)","305","n/e","n/e","n/e","2306","1467","n/e","n/e","n/e","n/e","53","8","701","303","n/e","n/e","34","n/e","167","n/e","n/e","128"
"Portugal (PT)","13.04.2017 11:00 - 13.04.2017 12:00 (CET/CEST)","300","n/e","n/e","n/e","2307","1466","n/e","n/e","n/e","n/e","161","6","760","427","n/e","n/e","34","n/e","258","n/e","n/e","131"
"Portugal (PT)","13.04.2017 12:00 - 13.04.2017 13:00 (CET/CEST)","299","n/e","n/e","n/e","2199","1466","n/e","n/e","n/e","n/e","64","6","612","334","n/e","n/e","34","n/e","322","n/e","n/e","186"
"Portugal (PT)","13.04.2017 13:00 - 13.04.2017 14:00 (CET/CEST)","301","n/e","n/e","n/e","2144","1466","n/e","n/e","n/e","n/e","55","6","411","157","n/e","n/e","34","n/e","355","n/e","n/e","281"
"Portugal (PT)","13.04.2017 14:00 - 13.04.2017 15:00 (CET/CEST)","293","n/e","n/e","n/e","1939","1466","n/e","n/e","n/e","n/e","6","39","306","10","n/e","n/e","34","n/e","365","n/e","n/e","411"
"Portugal (PT)","13.04.2017 15:00 - 13.04.2017 16:00 (CET/CEST)","291","n/e","n/e","n/e","1996","1466","n/e","n/e","n/e","n/e","104","325","110","0","n/e","n/e","34","n/e","352","n/e","n/e","543"
"Portugal (PT)","13.04.2017 16:00 - 13.04.2017 17:00 (CET/CEST)","291","n/e","n/e","n/e","1978","1460","n/e","n/e","n/e","n/e","3","497","105","0","n/e","n/e","34","n/e","326","n/e","n/e","758"
"Portugal (PT)","13.04.2017 17:00 - 13.04.2017 18:00 (CET/CEST)","295","n/e","n/e","n/e","2039","1368","n/e","n/e","n/e","n/e","0","361","100","0","n/e","n/e","34","n/e","280","n/e","n/e","908"
"Portugal (PT)","13.04.2017 18:00 - 13.04.2017 19:00 (CET/CEST)","292","n/e","n/e","n/e","1947","1431","n/e","n/e","n/e","n/e","0","241","125","0","n/e","n/e","34","n/e","207","n/e","n/e","1110"
"Portugal (PT)","13.04.2017 19:00 - 13.04.2017 20:00 (CET/CEST)","296","n/e","n/e","n/e","2056","1460","n/e","n/e","n/e","n/e","2","299","261","0","n/e","n/e","34","n/e","105","n/e","n/e","1304"
"Portugal (PT)","13.04.2017 20:00 - 13.04.2017 21:00 (CET/CEST)","297","n/e","n/e","n/e","2278","1392","n/e","n/e","n/e","n/e","414","4","444","226","n/e","n/e","34","n/e","18","n/e","n/e","1310"
"Portugal (PT)","13.04.2017 21:00 - 13.04.2017 22:00 (CET/CEST)","297","n/e","n/e","n/e","2265","1389","n/e","n/e","n/e","n/e","789","2","724","152","n/e","n/e","34","n/e","0","n/e","n/e","1316"
"Portugal (PT)","13.04.2017 22:00 - 13.04.2017 23:00 (CET/CEST)","296","n/e","n/e","n/e","2174","1393","n/e","n/e","n/e","n/e","568","2","767","96","n/e","n/e","34","n/e","0","n/e","n/e","1288"
"Portugal (PT)","13.04.2017 23:00 - 14.04.2017 00:00 (CET/CEST)","296","n/e","n/e","n/e","2107","1392","n/e","n/e","n/e","n/e","242","2","544","36","n/e","n/e","33","n/e","0","n/e","n/e","1176"
"Portugal (PT)","14.04.2017 00:00 - 14.04.2017 01:00 (CET/CEST)","297","n/e","n/e","n/e","1888","1394","n/e","n/e","n/e","n/e","0","5","382","17","n/e","n/e","34","n/e","0","n/e","n/e","986"
"Portugal (PT)","14.04.2017 01:00 - 14.04.2017 02:00 (CET/CEST)","304","n/e","n/e","n/e","1599","1393","n/e","n/e","n/e","n/e","0","226","141","0","n/e","n/e","34","n/e","0","n/e","n/e","863"
