"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","01.01.2017 14:00 - 01.01.2017 15:00 (CET/CEST)","354","n/e","n/e","n/e","1479","1757","n/e","n/e","n/e","n/e","31","125","320","84","n/e","n/e","39","n/e","212","n/e","n/e","420"
"Portugal (PT)","01.01.2017 15:00 - 01.01.2017 16:00 (CET/CEST)","353","n/e","n/e","n/e","1633","1757","n/e","n/e","n/e","n/e","62","630","364","0","n/e","n/e","39","n/e","164","n/e","n/e","435"
"Portugal (PT)","01.01.2017 16:00 - 01.01.2017 17:00 (CET/CEST)","355","n/e","n/e","n/e","1752","1756","n/e","n/e","n/e","n/e","99","588","434","19","n/e","n/e","41","n/e","87","n/e","n/e","493"
"Portugal (PT)","01.01.2017 17:00 - 01.01.2017 18:00 (CET/CEST)","357","n/e","n/e","n/e","1724","1755","n/e","n/e","n/e","n/e","328","6","467","162","n/e","n/e","40","n/e","24","n/e","n/e","598"
"Portugal (PT)","01.01.2017 18:00 - 01.01.2017 19:00 (CET/CEST)","347","n/e","n/e","n/e","1776","1756","n/e","n/e","n/e","n/e","394","3","809","279","n/e","n/e","40","n/e","0","n/e","n/e","772"
"Portugal (PT)","01.01.2017 19:00 - 01.01.2017 20:00 (CET/CEST)","345","n/e","n/e","n/e","1690","1756","n/e","n/e","n/e","n/e","492","1","683","240","n/e","n/e","40","n/e","0","n/e","n/e","1114"
"Portugal (PT)","01.01.2017 20:00 - 01.01.2017 21:00 (CET/CEST)","336","n/e","n/e","n/e","1557","1756","n/e","n/e","n/e","n/e","369","2","702","190","n/e","n/e","40","n/e","0","n/e","n/e","1442"
"Portugal (PT)","01.01.2017 21:00 - 01.01.2017 22:00 (CET/CEST)","327","n/e","n/e","n/e","1625","1757","n/e","n/e","n/e","n/e","293","2","721","150","n/e","n/e","40","n/e","0","n/e","n/e","1794"
"Portugal (PT)","01.01.2017 22:00 - 01.01.2017 23:00 (CET/CEST)","343","n/e","n/e","n/e","1513","1756","n/e","n/e","n/e","n/e","256","2","426","73","n/e","n/e","40","n/e","0","n/e","n/e","2094"
"Portugal (PT)","01.01.2017 23:00 - 02.01.2017 00:00 (CET/CEST)","352","n/e","n/e","n/e","1590","1756","n/e","n/e","n/e","n/e","237","3","385","34","n/e","n/e","41","n/e","0","n/e","n/e","2377"
"Portugal (PT)","02.01.2017 00:00 - 02.01.2017 01:00 (CET/CEST)","352","n/e","n/e","n/e","1231","1756","n/e","n/e","n/e","n/e","87","4","233","0","n/e","n/e","41","n/e","0","n/e","n/e","2691"
"Portugal (PT)","02.01.2017 01:00 - 02.01.2017 02:00 (CET/CEST)","343","n/e","n/e","n/e","976","1758","n/e","n/e","n/e","n/e","0","186","111","0","n/e","n/e","41","n/e","0","n/e","n/e","3019"
"Portugal (PT)","02.01.2017 02:00 - 02.01.2017 03:00 (CET/CEST)","349","n/e","n/e","n/e","1011","1756","n/e","n/e","n/e","n/e","0","597","21","0","n/e","n/e","40","n/e","0","n/e","n/e","3265"
"Portugal (PT)","02.01.2017 03:00 - 02.01.2017 04:00 (CET/CEST)","345","n/e","n/e","n/e","970","1756","n/e","n/e","n/e","n/e","0","1663","22","0","n/e","n/e","40","n/e","0","n/e","n/e","3468"
"Portugal (PT)","02.01.2017 04:00 - 02.01.2017 05:00 (CET/CEST)","347","n/e","n/e","n/e","1094","1756","n/e","n/e","n/e","n/e","0","1719","20","0","n/e","n/e","39","n/e","0","n/e","n/e","3589"
"Portugal (PT)","02.01.2017 05:00 - 02.01.2017 06:00 (CET/CEST)","349","n/e","n/e","n/e","1209","1756","n/e","n/e","n/e","n/e","0","1522","21","0","n/e","n/e","38","n/e","0","n/e","n/e","3778"
"Portugal (PT)","02.01.2017 06:00 - 02.01.2017 07:00 (CET/CEST)","350","n/e","n/e","n/e","1180","1756","n/e","n/e","n/e","n/e","0","826","25","0","n/e","n/e","38","n/e","0","n/e","n/e","3851"
"Portugal (PT)","02.01.2017 07:00 - 02.01.2017 08:00 (CET/CEST)","348","n/e","n/e","n/e","1470","1756","n/e","n/e","n/e","n/e","0","451","160","0","n/e","n/e","38","n/e","0","n/e","n/e","3918"
"Portugal (PT)","02.01.2017 08:00 - 02.01.2017 09:00 (CET/CEST)","350","n/e","n/e","n/e","2027","1756","n/e","n/e","n/e","n/e","0","398","421","7","n/e","n/e","38","n/e","0","n/e","n/e","4219"
"Portugal (PT)","02.01.2017 09:00 - 02.01.2017 10:00 (CET/CEST)","350","n/e","n/e","n/e","2283","1756","n/e","n/e","n/e","n/e","48","397","726","69","n/e","n/e","40","n/e","12","n/e","n/e","4471"
"Portugal (PT)","02.01.2017 10:00 - 02.01.2017 11:00 (CET/CEST)","342","n/e","n/e","n/e","2485","1755","n/e","n/e","n/e","n/e","230","222","829","88","n/e","n/e","38","n/e","57","n/e","n/e","4451"
"Portugal (PT)","02.01.2017 11:00 - 02.01.2017 12:00 (CET/CEST)","337","n/e","n/e","n/e","2614","1755","n/e","n/e","n/e","n/e","304","94","919","50","n/e","n/e","38","n/e","85","n/e","n/e","4420"
"Portugal (PT)","02.01.2017 12:00 - 02.01.2017 13:00 (CET/CEST)","349","n/e","n/e","n/e","2658","1755","n/e","n/e","n/e","n/e","634","3","845","34","n/e","n/e","38","n/e","99","n/e","n/e","4305"
"Portugal (PT)","02.01.2017 13:00 - 02.01.2017 14:00 (CET/CEST)","353","n/e","n/e","n/e","2925","1755","n/e","n/e","n/e","n/e","750","3","670","52","n/e","n/e","39","n/e","75","n/e","n/e","4094"
"Portugal (PT)","02.01.2017 14:00 - 02.01.2017 15:00 (CET/CEST)","349","n/e","n/e","n/e","2778","1756","n/e","n/e","n/e","n/e","192","4","652","9","n/e","n/e","39","n/e","42","n/e","n/e","4061"
"Portugal (PT)","02.01.2017 15:00 - 02.01.2017 16:00 (CET/CEST)","354","n/e","n/e","n/e","2896","1756","n/e","n/e","n/e","n/e","190","4","559","9","n/e","n/e","40","n/e","28","n/e","n/e","4135"
"Portugal (PT)","02.01.2017 16:00 - 02.01.2017 17:00 (CET/CEST)","356","n/e","n/e","n/e","2996","1756","n/e","n/e","n/e","n/e","217","3","543","27","n/e","n/e","41","n/e","20","n/e","n/e","4187"
"Portugal (PT)","02.01.2017 17:00 - 02.01.2017 18:00 (CET/CEST)","334","n/e","n/e","n/e","3124","1755","n/e","n/e","n/e","n/e","462","3","591","275","n/e","n/e","38","n/e","5","n/e","n/e","4151"
"Portugal (PT)","02.01.2017 18:00 - 02.01.2017 19:00 (CET/CEST)","315","n/e","n/e","n/e","3074","1755","n/e","n/e","n/e","n/e","564","1","738","284","n/e","n/e","37","n/e","0","n/e","n/e","4241"
"Portugal (PT)","02.01.2017 19:00 - 02.01.2017 20:00 (CET/CEST)","354","n/e","n/e","n/e","2992","1756","n/e","n/e","n/e","n/e","642","1","992","220","n/e","n/e","39","n/e","0","n/e","n/e","4329"
"Portugal (PT)","02.01.2017 20:00 - 02.01.2017 21:00 (CET/CEST)","351","n/e","n/e","n/e","3157","1757","n/e","n/e","n/e","n/e","590","1","1005","166","n/e","n/e","41","n/e","0","n/e","n/e","4292"
"Portugal (PT)","02.01.2017 21:00 - 02.01.2017 22:00 (CET/CEST)","360","n/e","n/e","n/e","2853","1756","n/e","n/e","n/e","n/e","287","1","1272","77","n/e","n/e","42","n/e","0","n/e","n/e","4292"
"Portugal (PT)","02.01.2017 22:00 - 02.01.2017 23:00 (CET/CEST)","343","n/e","n/e","n/e","2785","1756","n/e","n/e","n/e","n/e","13","2","1089","17","n/e","n/e","41","n/e","0","n/e","n/e","4160"
"Portugal (PT)","02.01.2017 23:00 - 03.01.2017 00:00 (CET/CEST)","342","n/e","n/e","n/e","2209","1756","n/e","n/e","n/e","n/e","0","4","756","1","n/e","n/e","40","n/e","0","n/e","n/e","4063"
"Portugal (PT)","03.01.2017 00:00 - 03.01.2017 01:00 (CET/CEST)","339","n/e","n/e","n/e","1571","1756","n/e","n/e","n/e","n/e","0","606","290","4","n/e","n/e","41","n/e","0","n/e","n/e","3926"
"Portugal (PT)","03.01.2017 01:00 - 03.01.2017 02:00 (CET/CEST)","339","n/e","n/e","n/e","1179","1756","n/e","n/e","n/e","n/e","0","1915","83","7","n/e","n/e","42","n/e","0","n/e","n/e","3786"
"Portugal (PT)","03.01.2017 02:00 - 03.01.2017 03:00 (CET/CEST)","342","n/e","n/e","n/e","1171","1755","n/e","n/e","n/e","n/e","0","2003","27","10","n/e","n/e","41","n/e","0","n/e","n/e","3495"
"Portugal (PT)","03.01.2017 03:00 - 03.01.2017 04:00 (CET/CEST)","341","n/e","n/e","n/e","1167","1756","n/e","n/e","n/e","n/e","0","2206","25","10","n/e","n/e","41","n/e","0","n/e","n/e","3242"
"Portugal (PT)","03.01.2017 04:00 - 03.01.2017 05:00 (CET/CEST)","337","n/e","n/e","n/e","1263","1757","n/e","n/e","n/e","n/e","0","2120","23","10","n/e","n/e","39","n/e","0","n/e","n/e","3120"
"Portugal (PT)","03.01.2017 05:00 - 03.01.2017 06:00 (CET/CEST)","338","n/e","n/e","n/e","1227","1756","n/e","n/e","n/e","n/e","0","1675","26","33","n/e","n/e","40","n/e","0","n/e","n/e","2862"
"Portugal (PT)","03.01.2017 06:00 - 03.01.2017 07:00 (CET/CEST)","334","n/e","n/e","n/e","1415","1756","n/e","n/e","n/e","n/e","10","42","382","120","n/e","n/e","41","n/e","0","n/e","n/e","2539"
"Portugal (PT)","03.01.2017 07:00 - 03.01.2017 08:00 (CET/CEST)","333","n/e","n/e","n/e","2148","1756","n/e","n/e","n/e","n/e","323","3","662","235","n/e","n/e","40","n/e","0","n/e","n/e","2335"
"Portugal (PT)","03.01.2017 08:00 - 03.01.2017 09:00 (CET/CEST)","338","n/e","n/e","n/e","2842","1756","n/e","n/e","n/e","n/e","833","2","696","372","n/e","n/e","39","n/e","0","n/e","n/e","2196"
"Portugal (PT)","03.01.2017 09:00 - 03.01.2017 10:00 (CET/CEST)","337","n/e","n/e","n/e","2984","1755","n/e","n/e","n/e","n/e","1220","2","1069","513","n/e","n/e","37","n/e","7","n/e","n/e","1976"
"Portugal (PT)","03.01.2017 10:00 - 03.01.2017 11:00 (CET/CEST)","337","n/e","n/e","n/e","3154","1756","n/e","n/e","n/e","n/e","1341","2","1148","554","n/e","n/e","38","n/e","34","n/e","n/e","1760"
"Portugal (PT)","03.01.2017 11:00 - 03.01.2017 12:00 (CET/CEST)","342","n/e","n/e","n/e","3119","1754","n/e","n/e","n/e","n/e","1214","2","1100","411","n/e","n/e","39","n/e","62","n/e","n/e","1523"
"Portugal (PT)","03.01.2017 12:00 - 03.01.2017 13:00 (CET/CEST)","336","n/e","n/e","n/e","3211","1755","n/e","n/e","n/e","n/e","1095","2","933","453","n/e","n/e","39","n/e","101","n/e","n/e","1314"
"Portugal (PT)","03.01.2017 13:00 - 03.01.2017 14:00 (CET/CEST)","351","n/e","n/e","n/e","3204","1756","n/e","n/e","n/e","n/e","1155","1","1033","177","n/e","n/e","40","n/e","107","n/e","n/e","1050"
"Portugal (PT)","03.01.2017 14:00 - 03.01.2017 15:00 (CET/CEST)","349","n/e","n/e","n/e","3122","1756","n/e","n/e","n/e","n/e","964","2","1038","204","n/e","n/e","41","n/e","104","n/e","n/e","929"
"Portugal (PT)","03.01.2017 15:00 - 03.01.2017 16:00 (CET/CEST)","343","n/e","n/e","n/e","3101","1755","n/e","n/e","n/e","n/e","791","2","907","532","n/e","n/e","40","n/e","74","n/e","n/e","787"
"Portugal (PT)","03.01.2017 16:00 - 03.01.2017 17:00 (CET/CEST)","341","n/e","n/e","n/e","3156","1756","n/e","n/e","n/e","n/e","987","1","826","648","n/e","n/e","42","n/e","48","n/e","n/e","660"
"Portugal (PT)","03.01.2017 17:00 - 03.01.2017 18:00 (CET/CEST)","351","n/e","n/e","n/e","3426","1758","n/e","n/e","n/e","n/e","1719","0","844","812","n/e","n/e","42","n/e","16","n/e","n/e","612"
"Portugal (PT)","03.01.2017 18:00 - 03.01.2017 19:00 (CET/CEST)","356","n/e","n/e","n/e","3552","1758","n/e","n/e","n/e","n/e","1839","0","1109","834","n/e","n/e","42","n/e","1","n/e","n/e","618"
"Portugal (PT)","03.01.2017 19:00 - 03.01.2017 20:00 (CET/CEST)","362","n/e","n/e","n/e","3633","1758","n/e","n/e","n/e","n/e","1855","0","1150","957","n/e","n/e","43","n/e","0","n/e","n/e","620"
"Portugal (PT)","03.01.2017 20:00 - 03.01.2017 21:00 (CET/CEST)","359","n/e","n/e","n/e","3649","1759","n/e","n/e","n/e","n/e","1918","0","1291","905","n/e","n/e","42","n/e","0","n/e","n/e","617"
"Portugal (PT)","03.01.2017 21:00 - 03.01.2017 22:00 (CET/CEST)","354","n/e","n/e","n/e","3463","1758","n/e","n/e","n/e","n/e","1404","1","1114","403","n/e","n/e","41","n/e","0","n/e","n/e","534"
"Portugal (PT)","03.01.2017 22:00 - 03.01.2017 23:00 (CET/CEST)","356","n/e","n/e","n/e","3011","1758","n/e","n/e","n/e","n/e","1218","2","1057","338","n/e","n/e","42","n/e","0","n/e","n/e","484"
"Portugal (PT)","03.01.2017 23:00 - 04.01.2017 00:00 (CET/CEST)","352","n/e","n/e","n/e","2467","1758","n/e","n/e","n/e","n/e","845","2","938","281","n/e","n/e","41","n/e","0","n/e","n/e","424"
"Portugal (PT)","04.01.2017 00:00 - 04.01.2017 01:00 (CET/CEST)","358","n/e","n/e","n/e","1602","1758","n/e","n/e","n/e","n/e","267","3","619","225","n/e","n/e","41","n/e","0","n/e","n/e","384"
"Portugal (PT)","04.01.2017 01:00 - 04.01.2017 02:00 (CET/CEST)","354","n/e","n/e","n/e","1057","1759","n/e","n/e","n/e","n/e","52","56","349","26","n/e","n/e","42","n/e","0","n/e","n/e","356"
"Portugal (PT)","04.01.2017 02:00 - 04.01.2017 03:00 (CET/CEST)","349","n/e","n/e","n/e","1093","1759","n/e","n/e","n/e","n/e","0","502","51","0","n/e","n/e","41","n/e","0","n/e","n/e","343"
"Portugal (PT)","04.01.2017 03:00 - 04.01.2017 04:00 (CET/CEST)","352","n/e","n/e","n/e","1150","1759","n/e","n/e","n/e","n/e","0","724","28","0","n/e","n/e","41","n/e","0","n/e","n/e","321"
"Portugal (PT)","04.01.2017 04:00 - 04.01.2017 05:00 (CET/CEST)","354","n/e","n/e","n/e","1099","1759","n/e","n/e","n/e","n/e","61","892","52","0","n/e","n/e","41","n/e","0","n/e","n/e","324"
"Portugal (PT)","04.01.2017 05:00 - 04.01.2017 06:00 (CET/CEST)","358","n/e","n/e","n/e","1145","1759","n/e","n/e","n/e","n/e","49","937","81","1","n/e","n/e","41","n/e","0","n/e","n/e","273"
"Portugal (PT)","04.01.2017 06:00 - 04.01.2017 07:00 (CET/CEST)","350","n/e","n/e","n/e","1263","1759","n/e","n/e","n/e","n/e","104","51","176","95","n/e","n/e","38","n/e","0","n/e","n/e","240"
"Portugal (PT)","04.01.2017 07:00 - 04.01.2017 08:00 (CET/CEST)","351","n/e","n/e","n/e","1893","1759","n/e","n/e","n/e","n/e","1000","8","764","573","n/e","n/e","38","n/e","0","n/e","n/e","209"
"Portugal (PT)","04.01.2017 08:00 - 04.01.2017 09:00 (CET/CEST)","338","n/e","n/e","n/e","3200","1758","n/e","n/e","n/e","n/e","1141","3","661","532","n/e","n/e","32","n/e","0","n/e","n/e","194"
"Portugal (PT)","04.01.2017 09:00 - 04.01.2017 10:00 (CET/CEST)","336","n/e","n/e","n/e","3304","1758","n/e","n/e","n/e","n/e","1124","1","743","613","n/e","n/e","35","n/e","16","n/e","n/e","187"
"Portugal (PT)","04.01.2017 10:00 - 04.01.2017 11:00 (CET/CEST)","333","n/e","n/e","n/e","3321","1757","n/e","n/e","n/e","n/e","923","2","1072","599","n/e","n/e","36","n/e","68","n/e","n/e","169"
"Portugal (PT)","04.01.2017 11:00 - 04.01.2017 12:00 (CET/CEST)","324","n/e","n/e","n/e","3282","1757","n/e","n/e","n/e","n/e","960","3","1025","263","n/e","n/e","34","n/e","107","n/e","n/e","144"
"Portugal (PT)","04.01.2017 12:00 - 04.01.2017 13:00 (CET/CEST)","326","n/e","n/e","n/e","3438","1756","n/e","n/e","n/e","n/e","866","3","976","237","n/e","n/e","36","n/e","133","n/e","n/e","117"
"Portugal (PT)","04.01.2017 13:00 - 04.01.2017 14:00 (CET/CEST)","321","n/e","n/e","n/e","3426","1756","n/e","n/e","n/e","n/e","519","3","722","206","n/e","n/e","36","n/e","141","n/e","n/e","88"
"Portugal (PT)","04.01.2017 14:00 - 04.01.2017 15:00 (CET/CEST)","321","n/e","n/e","n/e","3306","1755","n/e","n/e","n/e","n/e","71","4","506","178","n/e","n/e","35","n/e","148","n/e","n/e","79"
"Portugal (PT)","04.01.2017 15:00 - 04.01.2017 16:00 (CET/CEST)","320","n/e","n/e","n/e","3287","1754","n/e","n/e","n/e","n/e","0","4","405","93","n/e","n/e","37","n/e","132","n/e","n/e","86"
"Portugal (PT)","04.01.2017 16:00 - 04.01.2017 17:00 (CET/CEST)","327","n/e","n/e","n/e","3235","1754","n/e","n/e","n/e","n/e","13","4","437","201","n/e","n/e","40","n/e","99","n/e","n/e","89"
"Portugal (PT)","04.01.2017 17:00 - 04.01.2017 18:00 (CET/CEST)","332","n/e","n/e","n/e","3242","1755","n/e","n/e","n/e","n/e","809","4","849","589","n/e","n/e","39","n/e","33","n/e","n/e","106"
"Portugal (PT)","04.01.2017 18:00 - 04.01.2017 19:00 (CET/CEST)","331","n/e","n/e","n/e","3245","1755","n/e","n/e","n/e","n/e","1376","1","1148","622","n/e","n/e","39","n/e","1","n/e","n/e","119"
"Portugal (PT)","04.01.2017 19:00 - 04.01.2017 20:00 (CET/CEST)","340","n/e","n/e","n/e","3310","1758","n/e","n/e","n/e","n/e","1678","1","1291","644","n/e","n/e","39","n/e","0","n/e","n/e","140"
"Portugal (PT)","04.01.2017 20:00 - 04.01.2017 21:00 (CET/CEST)","335","n/e","n/e","n/e","3165","1759","n/e","n/e","n/e","n/e","1387","2","1273","358","n/e","n/e","38","n/e","0","n/e","n/e","170"
"Portugal (PT)","04.01.2017 21:00 - 04.01.2017 22:00 (CET/CEST)","344","n/e","n/e","n/e","3112","1760","n/e","n/e","n/e","n/e","441","5","1046","246","n/e","n/e","40","n/e","0","n/e","n/e","190"
"Portugal (PT)","04.01.2017 22:00 - 04.01.2017 23:00 (CET/CEST)","343","n/e","n/e","n/e","3110","1759","n/e","n/e","n/e","n/e","251","7","478","105","n/e","n/e","40","n/e","0","n/e","n/e","218"
"Portugal (PT)","04.01.2017 23:00 - 05.01.2017 00:00 (CET/CEST)","352","n/e","n/e","n/e","1926","1759","n/e","n/e","n/e","n/e","116","7","461","72","n/e","n/e","38","n/e","0","n/e","n/e","235"
"Portugal (PT)","05.01.2017 00:00 - 05.01.2017 01:00 (CET/CEST)","354","n/e","n/e","n/e","1149","1759","n/e","n/e","n/e","n/e","232","5","342","51","n/e","n/e","38","n/e","0","n/e","n/e","223"
"Portugal (PT)","05.01.2017 01:00 - 05.01.2017 02:00 (CET/CEST)","355","n/e","n/e","n/e","881","1759","n/e","n/e","n/e","n/e","137","9","180","0","n/e","n/e","39","n/e","0","n/e","n/e","203"
"Portugal (PT)","05.01.2017 02:00 - 05.01.2017 03:00 (CET/CEST)","356","n/e","n/e","n/e","840","1759","n/e","n/e","n/e","n/e","0","247","215","0","n/e","n/e","40","n/e","0","n/e","n/e","191"
"Portugal (PT)","05.01.2017 03:00 - 05.01.2017 04:00 (CET/CEST)","342","n/e","n/e","n/e","872","1759","n/e","n/e","n/e","n/e","0","561","232","0","n/e","n/e","41","n/e","0","n/e","n/e","210"
"Portugal (PT)","05.01.2017 04:00 - 05.01.2017 05:00 (CET/CEST)","347","n/e","n/e","n/e","875","1758","n/e","n/e","n/e","n/e","0","543","28","0","n/e","n/e","41","n/e","0","n/e","n/e","286"
"Portugal (PT)","05.01.2017 05:00 - 05.01.2017 06:00 (CET/CEST)","350","n/e","n/e","n/e","910","1758","n/e","n/e","n/e","n/e","7","647","28","2","n/e","n/e","41","n/e","0","n/e","n/e","319"
"Portugal (PT)","05.01.2017 06:00 - 05.01.2017 07:00 (CET/CEST)","350","n/e","n/e","n/e","1065","1758","n/e","n/e","n/e","n/e","93","274","178","23","n/e","n/e","41","n/e","0","n/e","n/e","347"
"Portugal (PT)","05.01.2017 07:00 - 05.01.2017 08:00 (CET/CEST)","354","n/e","n/e","n/e","1611","1758","n/e","n/e","n/e","n/e","54","4","473","196","n/e","n/e","42","n/e","0","n/e","n/e","364"
"Portugal (PT)","05.01.2017 08:00 - 05.01.2017 09:00 (CET/CEST)","353","n/e","n/e","n/e","2281","1758","n/e","n/e","n/e","n/e","595","4","850","333","n/e","n/e","42","n/e","0","n/e","n/e","409"
"Portugal (PT)","05.01.2017 09:00 - 05.01.2017 10:00 (CET/CEST)","356","n/e","n/e","n/e","2654","1721","n/e","n/e","n/e","n/e","1126","3","1151","541","n/e","n/e","42","n/e","16","n/e","n/e","507"
"Portugal (PT)","05.01.2017 10:00 - 05.01.2017 11:00 (CET/CEST)","352","n/e","n/e","n/e","2775","1464","n/e","n/e","n/e","n/e","1186","3","1166","680","n/e","n/e","42","n/e","70","n/e","n/e","507"
"Portugal (PT)","05.01.2017 11:00 - 05.01.2017 12:00 (CET/CEST)","350","n/e","n/e","n/e","2756","1463","n/e","n/e","n/e","n/e","1430","1","1289","466","n/e","n/e","42","n/e","121","n/e","n/e","437"
"Portugal (PT)","05.01.2017 12:00 - 05.01.2017 13:00 (CET/CEST)","347","n/e","n/e","n/e","2877","1462","n/e","n/e","n/e","n/e","1104","2","1318","555","n/e","n/e","42","n/e","146","n/e","n/e","363"
"Portugal (PT)","05.01.2017 13:00 - 05.01.2017 14:00 (CET/CEST)","343","n/e","n/e","n/e","2951","1461","n/e","n/e","n/e","n/e","817","4","1252","558","n/e","n/e","42","n/e","148","n/e","n/e","245"
"Portugal (PT)","05.01.2017 14:00 - 05.01.2017 15:00 (CET/CEST)","344","n/e","n/e","n/e","2843","1461","n/e","n/e","n/e","n/e","565","4","1205","501","n/e","n/e","43","n/e","167","n/e","n/e","251"
"Portugal (PT)","05.01.2017 15:00 - 05.01.2017 16:00 (CET/CEST)","350","n/e","n/e","n/e","2685","1460","n/e","n/e","n/e","n/e","77","4","993","316","n/e","n/e","42","n/e","168","n/e","n/e","333"
"Portugal (PT)","05.01.2017 16:00 - 05.01.2017 17:00 (CET/CEST)","344","n/e","n/e","n/e","2576","1460","n/e","n/e","n/e","n/e","165","4","863","380","n/e","n/e","42","n/e","129","n/e","n/e","414"
