"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","01.01.2016 00:00 - 01.01.2016 01:00 (CET/CEST)","283","n/e","n/e","n/e","1020","1268","n/e","n/e","n/e","n/e","197","2","561","197","n/e","n/e","35","n/e","0","n/e","n/e","1849"
"Portugal (PT)","01.01.2016 01:00 - 01.01.2016 02:00 (CET/CEST)","282","n/e","n/e","n/e","687","1180","n/e","n/e","n/e","n/e","128","2","577","74","n/e","n/e","35","n/e","0","n/e","n/e","1869"
"Portugal (PT)","01.01.2016 02:00 - 01.01.2016 03:00 (CET/CEST)","287","n/e","n/e","n/e","462","1180","n/e","n/e","n/e","n/e","1","48","374","104","n/e","n/e","35","n/e","0","n/e","n/e","2131"
"Portugal (PT)","01.01.2016 03:00 - 01.01.2016 04:00 (CET/CEST)","286","n/e","n/e","n/e","339","1180","n/e","n/e","n/e","n/e","0","170","371","98","n/e","n/e","35","n/e","0","n/e","n/e","2227"
"Portugal (PT)","01.01.2016 04:00 - 01.01.2016 05:00 (CET/CEST)","283","n/e","n/e","n/e","338","1056","n/e","n/e","n/e","n/e","0","120","311","69","n/e","n/e","34","n/e","0","n/e","n/e","2172"
"Portugal (PT)","01.01.2016 05:00 - 01.01.2016 06:00 (CET/CEST)","284","n/e","n/e","n/e","338","735","n/e","n/e","n/e","n/e","0","632","237","68","n/e","n/e","33","n/e","0","n/e","n/e","2533"
"Portugal (PT)","01.01.2016 06:00 - 01.01.2016 07:00 (CET/CEST)","276","n/e","n/e","n/e","336","549","n/e","n/e","n/e","n/e","0","643","401","68","n/e","n/e","31","n/e","0","n/e","n/e","2668"
"Portugal (PT)","01.01.2016 07:00 - 01.01.2016 08:00 (CET/CEST)","271","n/e","n/e","n/e","334","361","n/e","n/e","n/e","n/e","0","675","499","67","n/e","n/e","31","n/e","0","n/e","n/e","2904"
"Portugal (PT)","01.01.2016 08:00 - 01.01.2016 09:00 (CET/CEST)","272","n/e","n/e","n/e","334","360","n/e","n/e","n/e","n/e","0","907","438","69","n/e","n/e","32","n/e","0","n/e","n/e","3203"
"Portugal (PT)","01.01.2016 09:00 - 01.01.2016 10:00 (CET/CEST)","272","n/e","n/e","n/e","333","360","n/e","n/e","n/e","n/e","0","992","559","80","n/e","n/e","32","n/e","12","n/e","n/e","3241"
"Portugal (PT)","01.01.2016 10:00 - 01.01.2016 11:00 (CET/CEST)","275","n/e","n/e","n/e","332","361","n/e","n/e","n/e","n/e","0","960","630","106","n/e","n/e","31","n/e","42","n/e","n/e","3494"
"Portugal (PT)","01.01.2016 11:00 - 01.01.2016 12:00 (CET/CEST)","267","n/e","n/e","n/e","333","384","n/e","n/e","n/e","n/e","0","544","629","108","n/e","n/e","32","n/e","73","n/e","n/e","3712"
"Portugal (PT)","01.01.2016 12:00 - 01.01.2016 13:00 (CET/CEST)","271","n/e","n/e","n/e","334","602","n/e","n/e","n/e","n/e","0","439","668","71","n/e","n/e","31","n/e","87","n/e","n/e","3916"
"Portugal (PT)","01.01.2016 13:00 - 01.01.2016 14:00 (CET/CEST)","277","n/e","n/e","n/e","332","521","n/e","n/e","n/e","n/e","0","817","579","109","n/e","n/e","32","n/e","59","n/e","n/e","4058"
"Portugal (PT)","01.01.2016 14:00 - 01.01.2016 15:00 (CET/CEST)","269","n/e","n/e","n/e","333","361","n/e","n/e","n/e","n/e","0","978","528","122","n/e","n/e","32","n/e","73","n/e","n/e","4076"
"Portugal (PT)","01.01.2016 15:00 - 01.01.2016 16:00 (CET/CEST)","258","n/e","n/e","n/e","333","360","n/e","n/e","n/e","n/e","0","1049","518","77","n/e","n/e","32","n/e","59","n/e","n/e","4009"
"Portugal (PT)","01.01.2016 16:00 - 01.01.2016 17:00 (CET/CEST)","259","n/e","n/e","n/e","335","361","n/e","n/e","n/e","n/e","0","1011","601","68","n/e","n/e","32","n/e","29","n/e","n/e","3868"
"Portugal (PT)","01.01.2016 17:00 - 01.01.2016 18:00 (CET/CEST)","258","n/e","n/e","n/e","336","520","n/e","n/e","n/e","n/e","0","763","564","79","n/e","n/e","31","n/e","10","n/e","n/e","3786"
"Portugal (PT)","01.01.2016 18:00 - 01.01.2016 19:00 (CET/CEST)","266","n/e","n/e","n/e","337","898","n/e","n/e","n/e","n/e","299","17","677","109","n/e","n/e","30","n/e","0","n/e","n/e","3685"
"Portugal (PT)","01.01.2016 19:00 - 01.01.2016 20:00 (CET/CEST)","269","n/e","n/e","n/e","338","1180","n/e","n/e","n/e","n/e","740","1","641","197","n/e","n/e","33","n/e","0","n/e","n/e","3191"
"Portugal (PT)","01.01.2016 20:00 - 01.01.2016 21:00 (CET/CEST)","269","n/e","n/e","n/e","338","1179","n/e","n/e","n/e","n/e","507","1","544","145","n/e","n/e","32","n/e","0","n/e","n/e","2901"
"Portugal (PT)","01.01.2016 21:00 - 01.01.2016 22:00 (CET/CEST)","261","n/e","n/e","n/e","335","1180","n/e","n/e","n/e","n/e","301","1","525","104","n/e","n/e","33","n/e","0","n/e","n/e","2954"
"Portugal (PT)","01.01.2016 22:00 - 01.01.2016 23:00 (CET/CEST)","262","n/e","n/e","n/e","336","1180","n/e","n/e","n/e","n/e","512","24","638","104","n/e","n/e","31","n/e","0","n/e","n/e","2892"
"Portugal (PT)","01.01.2016 23:00 - 02.01.2016 00:00 (CET/CEST)","266","n/e","n/e","n/e","337","850","n/e","n/e","n/e","n/e","4","105","659","85","n/e","n/e","32","n/e","0","n/e","n/e","2680"
"Portugal (PT)","02.01.2016 00:00 - 02.01.2016 01:00 (CET/CEST)","266","n/e","n/e","n/e","337","512","n/e","n/e","n/e","n/e","0","574","682","81","n/e","n/e","34","n/e","0","n/e","n/e","2430"
"Portugal (PT)","02.01.2016 01:00 - 02.01.2016 02:00 (CET/CEST)","265","n/e","n/e","n/e","335","360","n/e","n/e","n/e","n/e","0","799","550","79","n/e","n/e","34","n/e","0","n/e","n/e","2217"
"Portugal (PT)","02.01.2016 02:00 - 02.01.2016 03:00 (CET/CEST)","260","n/e","n/e","n/e","336","360","n/e","n/e","n/e","n/e","21","1056","475","25","n/e","n/e","35","n/e","0","n/e","n/e","2338"
"Portugal (PT)","02.01.2016 03:00 - 02.01.2016 04:00 (CET/CEST)","262","n/e","n/e","n/e","336","341","n/e","n/e","n/e","n/e","40","947","401","3","n/e","n/e","34","n/e","0","n/e","n/e","2560"
"Portugal (PT)","02.01.2016 04:00 - 02.01.2016 05:00 (CET/CEST)","264","n/e","n/e","n/e","337","361","n/e","n/e","n/e","n/e","10","924","482","4","n/e","n/e","32","n/e","0","n/e","n/e","2566"
"Portugal (PT)","02.01.2016 05:00 - 02.01.2016 06:00 (CET/CEST)","264","n/e","n/e","n/e","337","358","n/e","n/e","n/e","n/e","56","807","467","3","n/e","n/e","32","n/e","0","n/e","n/e","2461"
"Portugal (PT)","02.01.2016 06:00 - 02.01.2016 07:00 (CET/CEST)","260","n/e","n/e","n/e","337","283","n/e","n/e","n/e","n/e","55","715","453","4","n/e","n/e","30","n/e","0","n/e","n/e","2355"
"Portugal (PT)","02.01.2016 07:00 - 02.01.2016 08:00 (CET/CEST)","258","n/e","n/e","n/e","337","360","n/e","n/e","n/e","n/e","55","610","641","5","n/e","n/e","28","n/e","0","n/e","n/e","1992"
"Portugal (PT)","02.01.2016 08:00 - 02.01.2016 09:00 (CET/CEST)","258","n/e","n/e","n/e","339","543","n/e","n/e","n/e","n/e","16","328","632","51","n/e","n/e","28","n/e","0","n/e","n/e","1366"
"Portugal (PT)","02.01.2016 09:00 - 02.01.2016 10:00 (CET/CEST)","260","n/e","n/e","n/e","323","630","n/e","n/e","n/e","n/e","2","467","671","74","n/e","n/e","29","n/e","25","n/e","n/e","1171"
"Portugal (PT)","02.01.2016 10:00 - 02.01.2016 11:00 (CET/CEST)","265","n/e","n/e","n/e","387","715","n/e","n/e","n/e","n/e","349","6","898","208","n/e","n/e","30","n/e","106","n/e","n/e","800"
"Portugal (PT)","02.01.2016 11:00 - 02.01.2016 12:00 (CET/CEST)","264","n/e","n/e","n/e","475","903","n/e","n/e","n/e","n/e","489","6","872","232","n/e","n/e","30","n/e","141","n/e","n/e","518"
"Portugal (PT)","02.01.2016 12:00 - 02.01.2016 13:00 (CET/CEST)","252","n/e","n/e","n/e","477","1053","n/e","n/e","n/e","n/e","229","6","784","180","n/e","n/e","31","n/e","191","n/e","n/e","374"
"Portugal (PT)","02.01.2016 13:00 - 02.01.2016 14:00 (CET/CEST)","257","n/e","n/e","n/e","478","1162","n/e","n/e","n/e","n/e","300","6","994","179","n/e","n/e","30","n/e","166","n/e","n/e","342"
"Portugal (PT)","02.01.2016 14:00 - 02.01.2016 15:00 (CET/CEST)","256","n/e","n/e","n/e","350","1180","n/e","n/e","n/e","n/e","347","5","855","181","n/e","n/e","29","n/e","129","n/e","n/e","428"
"Portugal (PT)","02.01.2016 15:00 - 02.01.2016 16:00 (CET/CEST)","249","n/e","n/e","n/e","343","1180","n/e","n/e","n/e","n/e","200","152","658","117","n/e","n/e","31","n/e","78","n/e","n/e","526"
"Portugal (PT)","02.01.2016 16:00 - 02.01.2016 17:00 (CET/CEST)","265","n/e","n/e","n/e","341","1180","n/e","n/e","n/e","n/e","434","190","686","144","n/e","n/e","32","n/e","32","n/e","n/e","533"
"Portugal (PT)","02.01.2016 17:00 - 02.01.2016 18:00 (CET/CEST)","263","n/e","n/e","n/e","342","1180","n/e","n/e","n/e","n/e","595","187","669","131","n/e","n/e","29","n/e","11","n/e","n/e","588"
"Portugal (PT)","02.01.2016 18:00 - 02.01.2016 19:00 (CET/CEST)","260","n/e","n/e","n/e","328","1181","n/e","n/e","n/e","n/e","775","84","828","309","n/e","n/e","26","n/e","0","n/e","n/e","766"
"Portugal (PT)","02.01.2016 19:00 - 02.01.2016 20:00 (CET/CEST)","259","n/e","n/e","n/e","405","1180","n/e","n/e","n/e","n/e","1008","3","810","749","n/e","n/e","28","n/e","0","n/e","n/e","839"
"Portugal (PT)","02.01.2016 20:00 - 02.01.2016 21:00 (CET/CEST)","261","n/e","n/e","n/e","458","1180","n/e","n/e","n/e","n/e","1152","1","900","1099","n/e","n/e","29","n/e","0","n/e","n/e","983"
"Portugal (PT)","02.01.2016 21:00 - 02.01.2016 22:00 (CET/CEST)","263","n/e","n/e","n/e","468","1180","n/e","n/e","n/e","n/e","1104","1","938","1050","n/e","n/e","30","n/e","0","n/e","n/e","1133"
"Portugal (PT)","02.01.2016 22:00 - 02.01.2016 23:00 (CET/CEST)","263","n/e","n/e","n/e","475","1179","n/e","n/e","n/e","n/e","969","1","851","648","n/e","n/e","31","n/e","0","n/e","n/e","1403"
"Portugal (PT)","02.01.2016 23:00 - 03.01.2016 00:00 (CET/CEST)","262","n/e","n/e","n/e","363","1026","n/e","n/e","n/e","n/e","531","1","761","288","n/e","n/e","30","n/e","0","n/e","n/e","1797"
"Portugal (PT)","03.01.2016 00:00 - 03.01.2016 01:00 (CET/CEST)","259","n/e","n/e","n/e","356","523","n/e","n/e","n/e","n/e","64","44","671","144","n/e","n/e","31","n/e","0","n/e","n/e","2122"
"Portugal (PT)","03.01.2016 01:00 - 03.01.2016 02:00 (CET/CEST)","265","n/e","n/e","n/e","348","271","n/e","n/e","n/e","n/e","0","501","438","103","n/e","n/e","32","n/e","0","n/e","n/e","2386"
"Portugal (PT)","03.01.2016 02:00 - 03.01.2016 03:00 (CET/CEST)","267","n/e","n/e","n/e","348","182","n/e","n/e","n/e","n/e","0","554","428","136","n/e","n/e","33","n/e","0","n/e","n/e","2593"
"Portugal (PT)","03.01.2016 03:00 - 03.01.2016 04:00 (CET/CEST)","261","n/e","n/e","n/e","348","180","n/e","n/e","n/e","n/e","0","431","362","141","n/e","n/e","30","n/e","0","n/e","n/e","2675"
"Portugal (PT)","03.01.2016 04:00 - 03.01.2016 05:00 (CET/CEST)","266","n/e","n/e","n/e","347","180","n/e","n/e","n/e","n/e","0","513","466","140","n/e","n/e","32","n/e","0","n/e","n/e","2726"
"Portugal (PT)","03.01.2016 05:00 - 03.01.2016 06:00 (CET/CEST)","263","n/e","n/e","n/e","344","180","n/e","n/e","n/e","n/e","0","573","456","140","n/e","n/e","30","n/e","0","n/e","n/e","2888"
"Portugal (PT)","03.01.2016 06:00 - 03.01.2016 07:00 (CET/CEST)","260","n/e","n/e","n/e","342","180","n/e","n/e","n/e","n/e","0","617","536","141","n/e","n/e","30","n/e","0","n/e","n/e","3008"
"Portugal (PT)","03.01.2016 07:00 - 03.01.2016 08:00 (CET/CEST)","264","n/e","n/e","n/e","341","180","n/e","n/e","n/e","n/e","0","796","592","130","n/e","n/e","30","n/e","0","n/e","n/e","3095"
"Portugal (PT)","03.01.2016 08:00 - 03.01.2016 09:00 (CET/CEST)","267","n/e","n/e","n/e","340","180","n/e","n/e","n/e","n/e","0","797","493","124","n/e","n/e","29","n/e","0","n/e","n/e","3249"
"Portugal (PT)","03.01.2016 09:00 - 03.01.2016 10:00 (CET/CEST)","265","n/e","n/e","n/e","340","180","n/e","n/e","n/e","n/e","24","796","563","129","n/e","n/e","31","n/e","13","n/e","n/e","3277"
"Portugal (PT)","03.01.2016 10:00 - 03.01.2016 11:00 (CET/CEST)","262","n/e","n/e","n/e","342","180","n/e","n/e","n/e","n/e","53","718","594","171","n/e","n/e","30","n/e","53","n/e","n/e","3267"
"Portugal (PT)","03.01.2016 11:00 - 03.01.2016 12:00 (CET/CEST)","268","n/e","n/e","n/e","341","229","n/e","n/e","n/e","n/e","222","73","784","192","n/e","n/e","28","n/e","73","n/e","n/e","3336"
"Portugal (PT)","03.01.2016 12:00 - 03.01.2016 13:00 (CET/CEST)","266","n/e","n/e","n/e","340","319","n/e","n/e","n/e","n/e","336","5","766","173","n/e","n/e","30","n/e","60","n/e","n/e","3394"
"Portugal (PT)","03.01.2016 13:00 - 03.01.2016 14:00 (CET/CEST)","262","n/e","n/e","n/e","340","400","n/e","n/e","n/e","n/e","126","14","796","156","n/e","n/e","31","n/e","43","n/e","n/e","3505"
"Portugal (PT)","03.01.2016 14:00 - 03.01.2016 15:00 (CET/CEST)","267","n/e","n/e","n/e","339","399","n/e","n/e","n/e","n/e","41","528","570","150","n/e","n/e","32","n/e","32","n/e","n/e","3731"
"Portugal (PT)","03.01.2016 15:00 - 03.01.2016 16:00 (CET/CEST)","263","n/e","n/e","n/e","342","333","n/e","n/e","n/e","n/e","43","548","531","193","n/e","n/e","29","n/e","34","n/e","n/e","3888"
"Portugal (PT)","03.01.2016 16:00 - 03.01.2016 17:00 (CET/CEST)","264","n/e","n/e","n/e","345","264","n/e","n/e","n/e","n/e","53","526","629","210","n/e","n/e","30","n/e","23","n/e","n/e","3914"
"Portugal (PT)","03.01.2016 17:00 - 03.01.2016 18:00 (CET/CEST)","261","n/e","n/e","n/e","346","181","n/e","n/e","n/e","n/e","143","223","571","153","n/e","n/e","29","n/e","6","n/e","n/e","3979"
"Portugal (PT)","03.01.2016 18:00 - 03.01.2016 19:00 (CET/CEST)","270","n/e","n/e","n/e","346","288","n/e","n/e","n/e","n/e","377","169","672","143","n/e","n/e","32","n/e","0","n/e","n/e","3957"
"Portugal (PT)","03.01.2016 19:00 - 03.01.2016 20:00 (CET/CEST)","268","n/e","n/e","n/e","346","389","n/e","n/e","n/e","n/e","482","217","697","230","n/e","n/e","33","n/e","0","n/e","n/e","3997"
"Portugal (PT)","03.01.2016 20:00 - 03.01.2016 21:00 (CET/CEST)","274","n/e","n/e","n/e","347","465","n/e","n/e","n/e","n/e","508","209","675","206","n/e","n/e","33","n/e","0","n/e","n/e","3944"
"Portugal (PT)","03.01.2016 21:00 - 03.01.2016 22:00 (CET/CEST)","272","n/e","n/e","n/e","347","480","n/e","n/e","n/e","n/e","687","180","775","206","n/e","n/e","33","n/e","0","n/e","n/e","3981"
"Portugal (PT)","03.01.2016 22:00 - 03.01.2016 23:00 (CET/CEST)","275","n/e","n/e","n/e","346","369","n/e","n/e","n/e","n/e","587","170","772","197","n/e","n/e","31","n/e","0","n/e","n/e","3975"
"Portugal (PT)","03.01.2016 23:00 - 04.01.2016 00:00 (CET/CEST)","281","n/e","n/e","n/e","349","200","n/e","n/e","n/e","n/e","213","589","686","109","n/e","n/e","33","n/e","0","n/e","n/e","3895"
"Portugal (PT)","04.01.2016 00:00 - 04.01.2016 01:00 (CET/CEST)","281","n/e","n/e","n/e","351","200","n/e","n/e","n/e","n/e","295","408","818","109","n/e","n/e","33","n/e","0","n/e","n/e","3739"
"Portugal (PT)","04.01.2016 01:00 - 04.01.2016 02:00 (CET/CEST)","271","n/e","n/e","n/e","351","180","n/e","n/e","n/e","n/e","273","636","590","160","n/e","n/e","33","n/e","0","n/e","n/e","3660"
"Portugal (PT)","04.01.2016 02:00 - 04.01.2016 03:00 (CET/CEST)","271","n/e","n/e","n/e","351","180","n/e","n/e","n/e","n/e","227","772","436","162","n/e","n/e","34","n/e","0","n/e","n/e","3530"
"Portugal (PT)","04.01.2016 03:00 - 04.01.2016 04:00 (CET/CEST)","269","n/e","n/e","n/e","352","180","n/e","n/e","n/e","n/e","253","798","403","87","n/e","n/e","33","n/e","0","n/e","n/e","3443"
"Portugal (PT)","04.01.2016 04:00 - 04.01.2016 05:00 (CET/CEST)","270","n/e","n/e","n/e","355","212","n/e","n/e","n/e","n/e","219","800","397","61","n/e","n/e","34","n/e","0","n/e","n/e","3410"
"Portugal (PT)","04.01.2016 05:00 - 04.01.2016 06:00 (CET/CEST)","270","n/e","n/e","n/e","354","276","n/e","n/e","n/e","n/e","237","796","463","43","n/e","n/e","34","n/e","0","n/e","n/e","3487"
"Portugal (PT)","04.01.2016 06:00 - 04.01.2016 07:00 (CET/CEST)","265","n/e","n/e","n/e","356","362","n/e","n/e","n/e","n/e","339","695","608","164","n/e","n/e","34","n/e","0","n/e","n/e","3455"
"Portugal (PT)","04.01.2016 07:00 - 04.01.2016 08:00 (CET/CEST)","262","n/e","n/e","n/e","382","761","n/e","n/e","n/e","n/e","279","35","912","213","n/e","n/e","32","n/e","0","n/e","n/e","3538"
"Portugal (PT)","04.01.2016 08:00 - 04.01.2016 09:00 (CET/CEST)","261","n/e","n/e","n/e","555","1311","n/e","n/e","n/e","n/e","524","2","874","231","n/e","n/e","31","n/e","0","n/e","n/e","3660"
"Portugal (PT)","04.01.2016 09:00 - 04.01.2016 10:00 (CET/CEST)","260","n/e","n/e","n/e","572","1093","n/e","n/e","n/e","n/e","636","2","791","247","n/e","n/e","32","n/e","5","n/e","n/e","3775"
"Portugal (PT)","04.01.2016 10:00 - 04.01.2016 11:00 (CET/CEST)","262","n/e","n/e","n/e","596","994","n/e","n/e","n/e","n/e","756","1","899","320","n/e","n/e","32","n/e","17","n/e","n/e","3638"
"Portugal (PT)","04.01.2016 11:00 - 04.01.2016 12:00 (CET/CEST)","265","n/e","n/e","n/e","603","1249","n/e","n/e","n/e","n/e","990","21","1023","383","n/e","n/e","36","n/e","28","n/e","n/e","3416"
"Portugal (PT)","04.01.2016 12:00 - 04.01.2016 13:00 (CET/CEST)","268","n/e","n/e","n/e","610","1365","n/e","n/e","n/e","n/e","925","60","1163","621","n/e","n/e","36","n/e","50","n/e","n/e","3340"
"Portugal (PT)","04.01.2016 13:00 - 04.01.2016 14:00 (CET/CEST)","269","n/e","n/e","n/e","603","1350","n/e","n/e","n/e","n/e","956","106","1171","580","n/e","n/e","37","n/e","48","n/e","n/e","3458"
"Portugal (PT)","04.01.2016 14:00 - 04.01.2016 15:00 (CET/CEST)","262","n/e","n/e","n/e","604","1346","n/e","n/e","n/e","n/e","839","108","1218","586","n/e","n/e","39","n/e","48","n/e","n/e","3149"
"Portugal (PT)","04.01.2016 15:00 - 04.01.2016 16:00 (CET/CEST)","265","n/e","n/e","n/e","604","1467","n/e","n/e","n/e","n/e","1011","65","1179","681","n/e","n/e","41","n/e","38","n/e","n/e","2906"
"Portugal (PT)","04.01.2016 16:00 - 04.01.2016 17:00 (CET/CEST)","257","n/e","n/e","n/e","646","1467","n/e","n/e","n/e","n/e","1032","59","1176","803","n/e","n/e","42","n/e","25","n/e","n/e","2647"
"Portugal (PT)","04.01.2016 17:00 - 04.01.2016 18:00 (CET/CEST)","268","n/e","n/e","n/e","712","1397","n/e","n/e","n/e","n/e","965","59","1079","778","n/e","n/e","43","n/e","6","n/e","n/e","2742"
"Portugal (PT)","04.01.2016 18:00 - 04.01.2016 19:00 (CET/CEST)","271","n/e","n/e","n/e","968","1330","n/e","n/e","n/e","n/e","791","192","1186","731","n/e","n/e","41","n/e","0","n/e","n/e","2959"
"Portugal (PT)","04.01.2016 19:00 - 04.01.2016 20:00 (CET/CEST)","279","n/e","n/e","n/e","1110","1456","n/e","n/e","n/e","n/e","821","148","1356","752","n/e","n/e","43","n/e","0","n/e","n/e","3088"
"Portugal (PT)","04.01.2016 20:00 - 04.01.2016 21:00 (CET/CEST)","280","n/e","n/e","n/e","1130","1468","n/e","n/e","n/e","n/e","1057","158","1379","821","n/e","n/e","42","n/e","0","n/e","n/e","3021"
"Portugal (PT)","04.01.2016 21:00 - 04.01.2016 22:00 (CET/CEST)","278","n/e","n/e","n/e","1146","1467","n/e","n/e","n/e","n/e","899","59","1187","394","n/e","n/e","43","n/e","0","n/e","n/e","3147"
"Portugal (PT)","04.01.2016 22:00 - 04.01.2016 23:00 (CET/CEST)","279","n/e","n/e","n/e","1074","1071","n/e","n/e","n/e","n/e","955","59","1013","299","n/e","n/e","43","n/e","0","n/e","n/e","3244"
"Portugal (PT)","04.01.2016 23:00 - 05.01.2016 00:00 (CET/CEST)","283","n/e","n/e","n/e","700","630","n/e","n/e","n/e","n/e","872","60","1382","326","n/e","n/e","46","n/e","0","n/e","n/e","3414"
"Portugal (PT)","05.01.2016 00:00 - 05.01.2016 01:00 (CET/CEST)","276","n/e","n/e","n/e","601","782","n/e","n/e","n/e","n/e","701","79","1561","955","n/e","n/e","43","n/e","0","n/e","n/e","3582"
"Portugal (PT)","05.01.2016 01:00 - 05.01.2016 02:00 (CET/CEST)","271","n/e","n/e","n/e","402","620","n/e","n/e","n/e","n/e","557","459","956","360","n/e","n/e","44","n/e","0","n/e","n/e","3653"
"Portugal (PT)","05.01.2016 02:00 - 05.01.2016 03:00 (CET/CEST)","268","n/e","n/e","n/e","387","431","n/e","n/e","n/e","n/e","573","707","775","347","n/e","n/e","43","n/e","0","n/e","n/e","3691"
"Portugal (PT)","05.01.2016 03:00 - 05.01.2016 04:00 (CET/CEST)","264","n/e","n/e","n/e","385","360","n/e","n/e","n/e","n/e","437","664","716","246","n/e","n/e","42","n/e","0","n/e","n/e","3783"
"Portugal (PT)","05.01.2016 04:00 - 05.01.2016 05:00 (CET/CEST)","267","n/e","n/e","n/e","386","361","n/e","n/e","n/e","n/e","496","691","845","358","n/e","n/e","42","n/e","0","n/e","n/e","3891"
"Portugal (PT)","05.01.2016 05:00 - 05.01.2016 06:00 (CET/CEST)","267","n/e","n/e","n/e","382","361","n/e","n/e","n/e","n/e","532","690","970","374","n/e","n/e","41","n/e","0","n/e","n/e","3832"
"Portugal (PT)","05.01.2016 06:00 - 05.01.2016 07:00 (CET/CEST)","261","n/e","n/e","n/e","384","697","n/e","n/e","n/e","n/e","588","558","997","421","n/e","n/e","40","n/e","0","n/e","n/e","3794"
"Portugal (PT)","05.01.2016 07:00 - 05.01.2016 08:00 (CET/CEST)","258","n/e","n/e","n/e","399","1119","n/e","n/e","n/e","n/e","669","353","1194","831","n/e","n/e","40","n/e","0","n/e","n/e","3573"
"Portugal (PT)","05.01.2016 08:00 - 05.01.2016 09:00 (CET/CEST)","239","n/e","n/e","n/e","594","1180","n/e","n/e","n/e","n/e","908","131","1674","988","n/e","n/e","37","n/e","0","n/e","n/e","3316"
"Portugal (PT)","05.01.2016 09:00 - 05.01.2016 10:00 (CET/CEST)","236","n/e","n/e","n/e","607","1180","n/e","n/e","n/e","n/e","1100","1","1653","790","n/e","n/e","39","n/e","36","n/e","n/e","2868"
"Portugal (PT)","05.01.2016 10:00 - 05.01.2016 11:00 (CET/CEST)","228","n/e","n/e","n/e","620","1180","n/e","n/e","n/e","n/e","1151","1","1630","782","n/e","n/e","38","n/e","117","n/e","n/e","2446"
"Portugal (PT)","05.01.2016 11:00 - 05.01.2016 12:00 (CET/CEST)","216","n/e","n/e","n/e","631","1180","n/e","n/e","n/e","n/e","1038","1","1583","1001","n/e","n/e","39","n/e","160","n/e","n/e","2216"
"Portugal (PT)","05.01.2016 12:00 - 05.01.2016 13:00 (CET/CEST)","222","n/e","n/e","n/e","629","1179","n/e","n/e","n/e","n/e","935","1","1573","961","n/e","n/e","41","n/e","124","n/e","n/e","2271"
"Portugal (PT)","05.01.2016 13:00 - 05.01.2016 14:00 (CET/CEST)","221","n/e","n/e","n/e","624","1180","n/e","n/e","n/e","n/e","1099","1","1415","972","n/e","n/e","43","n/e","138","n/e","n/e","2257"
"Portugal (PT)","05.01.2016 14:00 - 05.01.2016 15:00 (CET/CEST)","222","n/e","n/e","n/e","623","1181","n/e","n/e","n/e","n/e","762","78","1300","914","n/e","n/e","44","n/e","143","n/e","n/e","2600"
"Portugal (PT)","05.01.2016 15:00 - 05.01.2016 16:00 (CET/CEST)","222","n/e","n/e","n/e","624","1180","n/e","n/e","n/e","n/e","734","118","1258","1019","n/e","n/e","43","n/e","140","n/e","n/e","2756"
"Portugal (PT)","05.01.2016 16:00 - 05.01.2016 17:00 (CET/CEST)","220","n/e","n/e","n/e","619","1181","n/e","n/e","n/e","n/e","751","191","1311","993","n/e","n/e","43","n/e","120","n/e","n/e","2881"
"Portugal (PT)","05.01.2016 17:00 - 05.01.2016 18:00 (CET/CEST)","223","n/e","n/e","n/e","657","1181","n/e","n/e","n/e","n/e","945","92","1163","1316","n/e","n/e","44","n/e","54","n/e","n/e","2758"
"Portugal (PT)","05.01.2016 18:00 - 05.01.2016 19:00 (CET/CEST)","216","n/e","n/e","n/e","824","1181","n/e","n/e","n/e","n/e","973","1","1369","1313","n/e","n/e","43","n/e","2","n/e","n/e","2621"
"Portugal (PT)","05.01.2016 19:00 - 05.01.2016 20:00 (CET/CEST)","218","n/e","n/e","n/e","879","1181","n/e","n/e","n/e","n/e","1193","1","1395","1321","n/e","n/e","43","n/e","0","n/e","n/e","2624"
"Portugal (PT)","05.01.2016 20:00 - 05.01.2016 21:00 (CET/CEST)","222","n/e","n/e","n/e","967","1181","n/e","n/e","n/e","n/e","1172","1","1567","1234","n/e","n/e","44","n/e","0","n/e","n/e","2591"
"Portugal (PT)","05.01.2016 21:00 - 05.01.2016 22:00 (CET/CEST)","222","n/e","n/e","n/e","969","1181","n/e","n/e","n/e","n/e","1234","0","1493","1150","n/e","n/e","47","n/e","0","n/e","n/e","2526"
