"Area","MTU","Biomass  - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","02.01.2018 05:00 - 02.01.2018 06:00 (CET/CEST)","205","n/e","n/e","n/e","387","340","n/e","n/e","n/e","n/e","0","1073","123","39","n/e","n/e","149","n/e","0","n/e","n/e","2395"
"Portugal (PT)","02.01.2018 06:00 - 02.01.2018 07:00 (CET/CEST)","202","n/e","n/e","n/e","389","445","n/e","n/e","n/e","n/e","74","878","170","40","n/e","n/e","148","n/e","0","n/e","n/e","2260"
"Portugal (PT)","02.01.2018 07:00 - 02.01.2018 08:00 (CET/CEST)","202","n/e","n/e","n/e","400","846","n/e","n/e","n/e","n/e","28","202","383","85","n/e","n/e","150","n/e","0","n/e","n/e","2414"
"Portugal (PT)","02.01.2018 08:00 - 02.01.2018 09:00 (CET/CEST)","201","n/e","n/e","n/e","582","1330","n/e","n/e","n/e","n/e","991","188","448","109","n/e","n/e","151","n/e","0","n/e","n/e","2588"
"Portugal (PT)","02.01.2018 09:00 - 02.01.2018 10:00 (CET/CEST)","203","n/e","n/e","n/e","736","1257","n/e","n/e","n/e","n/e","1205","52","445","169","n/e","n/e","149","n/e","42","n/e","n/e","2724"
"Portugal (PT)","02.01.2018 10:00 - 02.01.2018 11:00 (CET/CEST)","204","n/e","n/e","n/e","861","1082","n/e","n/e","n/e","n/e","1400","0","420","251","n/e","n/e","148","n/e","145","n/e","n/e","2945"
"Portugal (PT)","02.01.2018 11:00 - 02.01.2018 12:00 (CET/CEST)","202","n/e","n/e","n/e","911","1081","n/e","n/e","n/e","n/e","1225","1","375","233","n/e","n/e","147","n/e","208","n/e","n/e","2883"
"Portugal (PT)","02.01.2018 12:00 - 02.01.2018 13:00 (CET/CEST)","202","n/e","n/e","n/e","912","1082","n/e","n/e","n/e","n/e","1105","1","358","206","n/e","n/e","148","n/e","245","n/e","n/e","2785"
"Portugal (PT)","02.01.2018 13:00 - 02.01.2018 14:00 (CET/CEST)","202","n/e","n/e","n/e","908","1082","n/e","n/e","n/e","n/e","1092","1","322","173","n/e","n/e","149","n/e","239","n/e","n/e","2801"
"Portugal (PT)","02.01.2018 14:00 - 02.01.2018 15:00 (CET/CEST)","203","n/e","n/e","n/e","909","1082","n/e","n/e","n/e","n/e","892","2","211","107","n/e","n/e","150","n/e","191","n/e","n/e","2688"
"Portugal (PT)","02.01.2018 15:00 - 02.01.2018 16:00 (CET/CEST)","201","n/e","n/e","n/e","848","1077","n/e","n/e","n/e","n/e","591","3","222","62","n/e","n/e","148","n/e","155","n/e","n/e","2479"
"Portugal (PT)","02.01.2018 16:00 - 02.01.2018 17:00 (CET/CEST)","209","n/e","n/e","n/e","853","1100","n/e","n/e","n/e","n/e","559","4","233","87","n/e","n/e","150","n/e","104","n/e","n/e","2319"
"Portugal (PT)","02.01.2018 17:00 - 02.01.2018 18:00 (CET/CEST)","214","n/e","n/e","n/e","914","1250","n/e","n/e","n/e","n/e","1262","1","244","102","n/e","n/e","154","n/e","29","n/e","n/e","2225"
"Portugal (PT)","02.01.2018 18:00 - 02.01.2018 19:00 (CET/CEST)","212","n/e","n/e","n/e","918","1280","n/e","n/e","n/e","n/e","1466","1","268","132","n/e","n/e","157","n/e","1","n/e","n/e","2183"
"Portugal (PT)","02.01.2018 19:00 - 02.01.2018 20:00 (CET/CEST)","213","n/e","n/e","n/e","923","1280","n/e","n/e","n/e","n/e","1666","1","323","144","n/e","n/e","158","n/e","0","n/e","n/e","2190"
"Portugal (PT)","02.01.2018 20:00 - 02.01.2018 21:00 (CET/CEST)","212","n/e","n/e","n/e","926","1280","n/e","n/e","n/e","n/e","1629","1","449","353","n/e","n/e","156","n/e","0","n/e","n/e","2290"
"Portugal (PT)","02.01.2018 21:00 - 02.01.2018 22:00 (CET/CEST)","211","n/e","n/e","n/e","925","1281","n/e","n/e","n/e","n/e","1384","1","443","131","n/e","n/e","156","n/e","0","n/e","n/e","2349"
"Portugal (PT)","02.01.2018 22:00 - 02.01.2018 23:00 (CET/CEST)","212","n/e","n/e","n/e","911","1203","n/e","n/e","n/e","n/e","1331","1","414","103","n/e","n/e","156","n/e","0","n/e","n/e","2356"
"Portugal (PT)","02.01.2018 23:00 - 03.01.2018 00:00 (CET/CEST)","213","n/e","n/e","n/e","780","905","n/e","n/e","n/e","n/e","726","155","237","13","n/e","n/e","158","n/e","0","n/e","n/e","2351"
"Portugal (PT)","03.01.2018 00:00 - 03.01.2018 01:00 (CET/CEST)","206","n/e","n/e","n/e","572","932","n/e","n/e","n/e","n/e","198","749","199","66","n/e","n/e","156","n/e","0","n/e","n/e","2399"
"Portugal (PT)","03.01.2018 01:00 - 03.01.2018 02:00 (CET/CEST)","209","n/e","n/e","n/e","404","1084","n/e","n/e","n/e","n/e","256","1140","200","68","n/e","n/e","154","n/e","0","n/e","n/e","2572"
"Portugal (PT)","03.01.2018 02:00 - 03.01.2018 03:00 (CET/CEST)","209","n/e","n/e","n/e","394","1033","n/e","n/e","n/e","n/e","69","1261","208","68","n/e","n/e","156","n/e","0","n/e","n/e","2615"
"Portugal (PT)","03.01.2018 03:00 - 03.01.2018 04:00 (CET/CEST)","213","n/e","n/e","n/e","395","1041","n/e","n/e","n/e","n/e","0","1456","249","68","n/e","n/e","156","n/e","0","n/e","n/e","2576"
"Portugal (PT)","03.01.2018 04:00 - 03.01.2018 05:00 (CET/CEST)","209","n/e","n/e","n/e","395","1080","n/e","n/e","n/e","n/e","0","1452","267","70","n/e","n/e","156","n/e","0","n/e","n/e","2342"
"Portugal (PT)","03.01.2018 05:00 - 03.01.2018 06:00 (CET/CEST)","211","n/e","n/e","n/e","395","1074","n/e","n/e","n/e","n/e","1","1202","339","71","n/e","n/e","155","n/e","0","n/e","n/e","2020"
"Portugal (PT)","03.01.2018 06:00 - 03.01.2018 07:00 (CET/CEST)","207","n/e","n/e","n/e","395","1098","n/e","n/e","n/e","n/e","70","776","255","68","n/e","n/e","152","n/e","0","n/e","n/e","1776"
"Portugal (PT)","03.01.2018 07:00 - 03.01.2018 08:00 (CET/CEST)","205","n/e","n/e","n/e","456","1247","n/e","n/e","n/e","n/e","235","583","270","62","n/e","n/e","151","n/e","0","n/e","n/e","1535"
"Portugal (PT)","03.01.2018 08:00 - 03.01.2018 09:00 (CET/CEST)","198","n/e","n/e","n/e","749","1532","n/e","n/e","n/e","n/e","1567","41","393","91","n/e","n/e","150","n/e","0","n/e","n/e","1405"
"Portugal (PT)","03.01.2018 09:00 - 03.01.2018 10:00 (CET/CEST)","202","n/e","n/e","n/e","957","1708","n/e","n/e","n/e","n/e","1571","1","503","177","n/e","n/e","147","n/e","13","n/e","n/e","1496"
"Portugal (PT)","03.01.2018 10:00 - 03.01.2018 11:00 (CET/CEST)","205","n/e","n/e","n/e","1010","1687","n/e","n/e","n/e","n/e","1623","1","554","308","n/e","n/e","135","n/e","64","n/e","n/e","1588"
"Portugal (PT)","03.01.2018 11:00 - 03.01.2018 12:00 (CET/CEST)","202","n/e","n/e","n/e","1012","1547","n/e","n/e","n/e","n/e","1421","1","605","295","n/e","n/e","129","n/e","91","n/e","n/e","1694"
"Portugal (PT)","03.01.2018 12:00 - 03.01.2018 13:00 (CET/CEST)","206","n/e","n/e","n/e","989","1386","n/e","n/e","n/e","n/e","1596","1","648","138","n/e","n/e","132","n/e","108","n/e","n/e","1700"
"Portugal (PT)","03.01.2018 13:00 - 03.01.2018 14:00 (CET/CEST)","200","n/e","n/e","n/e","1004","1387","n/e","n/e","n/e","n/e","1594","1","652","161","n/e","n/e","131","n/e","108","n/e","n/e","1756"
"Portugal (PT)","03.01.2018 14:00 - 03.01.2018 15:00 (CET/CEST)","194","n/e","n/e","n/e","1004","1386","n/e","n/e","n/e","n/e","1321","2","604","91","n/e","n/e","129","n/e","90","n/e","n/e","1825"
"Portugal (PT)","03.01.2018 15:00 - 03.01.2018 16:00 (CET/CEST)","194","n/e","n/e","n/e","1005","1387","n/e","n/e","n/e","n/e","771","32","513","95","n/e","n/e","133","n/e","76","n/e","n/e","1745"
"Portugal (PT)","03.01.2018 16:00 - 03.01.2018 17:00 (CET/CEST)","197","n/e","n/e","n/e","1006","1387","n/e","n/e","n/e","n/e","800","38","490","111","n/e","n/e","125","n/e","51","n/e","n/e","1706"
"Portugal (PT)","03.01.2018 17:00 - 03.01.2018 18:00 (CET/CEST)","196","n/e","n/e","n/e","1009","1384","n/e","n/e","n/e","n/e","1042","62","492","113","n/e","n/e","127","n/e","16","n/e","n/e","1860"
"Portugal (PT)","03.01.2018 18:00 - 03.01.2018 19:00 (CET/CEST)","203","n/e","n/e","n/e","1006","1384","n/e","n/e","n/e","n/e","1343","62","509","153","n/e","n/e","133","n/e","1","n/e","n/e","1949"
"Portugal (PT)","03.01.2018 19:00 - 03.01.2018 20:00 (CET/CEST)","209","n/e","n/e","n/e","1005","1383","n/e","n/e","n/e","n/e","1581","61","517","187","n/e","n/e","137","n/e","0","n/e","n/e","2017"
"Portugal (PT)","03.01.2018 20:00 - 03.01.2018 21:00 (CET/CEST)","208","n/e","n/e","n/e","1025","1383","n/e","n/e","n/e","n/e","1607","54","625","178","n/e","n/e","141","n/e","0","n/e","n/e","1993"
"Portugal (PT)","03.01.2018 21:00 - 03.01.2018 22:00 (CET/CEST)","206","n/e","n/e","n/e","1199","1384","n/e","n/e","n/e","n/e","1561","1","584","146","n/e","n/e","144","n/e","0","n/e","n/e","1874"
"Portugal (PT)","03.01.2018 22:00 - 03.01.2018 23:00 (CET/CEST)","209","n/e","n/e","n/e","1047","1384","n/e","n/e","n/e","n/e","1290","1","580","109","n/e","n/e","144","n/e","0","n/e","n/e","1897"
"Portugal (PT)","03.01.2018 23:00 - 04.01.2018 00:00 (CET/CEST)","210","n/e","n/e","n/e","694","1252","n/e","n/e","n/e","n/e","659","2","446","50","n/e","n/e","145","n/e","0","n/e","n/e","1783"
"Portugal (PT)","04.01.2018 00:00 - 04.01.2018 01:00 (CET/CEST)","212","n/e","n/e","n/e","587","1067","n/e","n/e","n/e","n/e","201","352","429","83","n/e","n/e","145","n/e","0","n/e","n/e","1763"
"Portugal (PT)","04.01.2018 01:00 - 04.01.2018 02:00 (CET/CEST)","212","n/e","n/e","n/e","421","1082","n/e","n/e","n/e","n/e","166","330","462","73","n/e","n/e","145","n/e","0","n/e","n/e","1787"
"Portugal (PT)","04.01.2018 02:00 - 04.01.2018 03:00 (CET/CEST)","214","n/e","n/e","n/e","410","1082","n/e","n/e","n/e","n/e","59","613","457","73","n/e","n/e","144","n/e","0","n/e","n/e","1768"
"Portugal (PT)","04.01.2018 03:00 - 04.01.2018 04:00 (CET/CEST)","210","n/e","n/e","n/e","403","1087","n/e","n/e","n/e","n/e","0","701","445","72","n/e","n/e","142","n/e","0","n/e","n/e","1680"
"Portugal (PT)","04.01.2018 04:00 - 04.01.2018 05:00 (CET/CEST)","210","n/e","n/e","n/e","403","1091","n/e","n/e","n/e","n/e","0","772","391","73","n/e","n/e","146","n/e","0","n/e","n/e","1698"
"Portugal (PT)","04.01.2018 05:00 - 04.01.2018 06:00 (CET/CEST)","209","n/e","n/e","n/e","402","1077","n/e","n/e","n/e","n/e","0","745","313","72","n/e","n/e","153","n/e","0","n/e","n/e","1876"
"Portugal (PT)","04.01.2018 06:00 - 04.01.2018 07:00 (CET/CEST)","209","n/e","n/e","n/e","399","1111","n/e","n/e","n/e","n/e","0","1056","361","66","n/e","n/e","155","n/e","0","n/e","n/e","2182"
"Portugal (PT)","04.01.2018 07:00 - 04.01.2018 08:00 (CET/CEST)","215","n/e","n/e","n/e","491","1066","n/e","n/e","n/e","n/e","115","1042","447","43","n/e","n/e","154","n/e","0","n/e","n/e","2200"
"Portugal (PT)","04.01.2018 08:00 - 04.01.2018 09:00 (CET/CEST)","218","n/e","n/e","n/e","841","1157","n/e","n/e","n/e","n/e","634","23","466","61","n/e","n/e","153","n/e","0","n/e","n/e","2322"
"Portugal (PT)","04.01.2018 09:00 - 04.01.2018 10:00 (CET/CEST)","216","n/e","n/e","n/e","961","1281","n/e","n/e","n/e","n/e","731","2","429","107","n/e","n/e","156","n/e","6","n/e","n/e","2418"
"Portugal (PT)","04.01.2018 10:00 - 04.01.2018 11:00 (CET/CEST)","216","n/e","n/e","n/e","985","1282","n/e","n/e","n/e","n/e","911","2","456","114","n/e","n/e","153","n/e","25","n/e","n/e","2549"
"Portugal (PT)","04.01.2018 11:00 - 04.01.2018 12:00 (CET/CEST)","217","n/e","n/e","n/e","986","1282","n/e","n/e","n/e","n/e","1118","1","477","109","n/e","n/e","152","n/e","54","n/e","n/e","2375"
"Portugal (PT)","04.01.2018 12:00 - 04.01.2018 13:00 (CET/CEST)","219","n/e","n/e","n/e","1072","1330","n/e","n/e","n/e","n/e","1220","1","448","75","n/e","n/e","154","n/e","86","n/e","n/e","2260"
"Portugal (PT)","04.01.2018 13:00 - 04.01.2018 14:00 (CET/CEST)","212","n/e","n/e","n/e","1070","1382","n/e","n/e","n/e","n/e","944","1","518","75","n/e","n/e","154","n/e","107","n/e","n/e","2362"
"Portugal (PT)","04.01.2018 14:00 - 04.01.2018 15:00 (CET/CEST)","206","n/e","n/e","n/e","978","1316","n/e","n/e","n/e","n/e","622","12","490","76","n/e","n/e","153","n/e","88","n/e","n/e","2464"
"Portugal (PT)","04.01.2018 15:00 - 04.01.2018 16:00 (CET/CEST)","211","n/e","n/e","n/e","981","1148","n/e","n/e","n/e","n/e","514","21","330","76","n/e","n/e","152","n/e","55","n/e","n/e","2533"
"Portugal (PT)","04.01.2018 16:00 - 04.01.2018 17:00 (CET/CEST)","215","n/e","n/e","n/e","977","1180","n/e","n/e","n/e","n/e","389","3","296","77","n/e","n/e","153","n/e","28","n/e","n/e","2647"
"Portugal (PT)","04.01.2018 17:00 - 04.01.2018 18:00 (CET/CEST)","215","n/e","n/e","n/e","987","1239","n/e","n/e","n/e","n/e","1181","1","328","94","n/e","n/e","155","n/e","9","n/e","n/e","2703"
"Portugal (PT)","04.01.2018 18:00 - 04.01.2018 19:00 (CET/CEST)","216","n/e","n/e","n/e","989","1370","n/e","n/e","n/e","n/e","1094","1","316","122","n/e","n/e","155","n/e","0","n/e","n/e","2675"
"Portugal (PT)","04.01.2018 19:00 - 04.01.2018 20:00 (CET/CEST)","218","n/e","n/e","n/e","995","1466","n/e","n/e","n/e","n/e","979","1","425","116","n/e","n/e","158","n/e","0","n/e","n/e","2767"
"Portugal (PT)","04.01.2018 20:00 - 04.01.2018 21:00 (CET/CEST)","220","n/e","n/e","n/e","1000","1468","n/e","n/e","n/e","n/e","1137","1","481","134","n/e","n/e","150","n/e","0","n/e","n/e","2791"
"Portugal (PT)","04.01.2018 21:00 - 04.01.2018 22:00 (CET/CEST)","216","n/e","n/e","n/e","1029","1469","n/e","n/e","n/e","n/e","1180","1","514","139","n/e","n/e","145","n/e","0","n/e","n/e","2812"
"Portugal (PT)","04.01.2018 22:00 - 04.01.2018 23:00 (CET/CEST)","218","n/e","n/e","n/e","1054","1257","n/e","n/e","n/e","n/e","1019","1","517","97","n/e","n/e","142","n/e","0","n/e","n/e","2915"
"Portugal (PT)","04.01.2018 23:00 - 05.01.2018 00:00 (CET/CEST)","220","n/e","n/e","n/e","763","934","n/e","n/e","n/e","n/e","207","229","544","79","n/e","n/e","136","n/e","0","n/e","n/e","3009"
"Portugal (PT)","05.01.2018 00:00 - 05.01.2018 01:00 (CET/CEST)","219","n/e","n/e","n/e","591","838","n/e","n/e","n/e","n/e","99","874","380","75","n/e","n/e","137","n/e","0","n/e","n/e","3058"
"Portugal (PT)","05.01.2018 01:00 - 05.01.2018 02:00 (CET/CEST)","221","n/e","n/e","n/e","419","592","n/e","n/e","n/e","n/e","90","1038","371","70","n/e","n/e","137","n/e","0","n/e","n/e","3192"
"Portugal (PT)","05.01.2018 02:00 - 05.01.2018 03:00 (CET/CEST)","224","n/e","n/e","n/e","409","560","n/e","n/e","n/e","n/e","96","1432","292","71","n/e","n/e","141","n/e","0","n/e","n/e","3321"
"Portugal (PT)","05.01.2018 03:00 - 05.01.2018 04:00 (CET/CEST)","221","n/e","n/e","n/e","401","559","n/e","n/e","n/e","n/e","1","1800","333","72","n/e","n/e","140","n/e","0","n/e","n/e","3545"
"Portugal (PT)","05.01.2018 04:00 - 05.01.2018 05:00 (CET/CEST)","217","n/e","n/e","n/e","400","542","n/e","n/e","n/e","n/e","0","2085","283","73","n/e","n/e","140","n/e","0","n/e","n/e","3764"
"Portugal (PT)","05.01.2018 05:00 - 05.01.2018 06:00 (CET/CEST)","216","n/e","n/e","n/e","400","559","n/e","n/e","n/e","n/e","0","1909","404","74","n/e","n/e","145","n/e","0","n/e","n/e","3878"
"Portugal (PT)","05.01.2018 06:00 - 05.01.2018 07:00 (CET/CEST)","216","n/e","n/e","n/e","416","697","n/e","n/e","n/e","n/e","0","1262","437","82","n/e","n/e","144","n/e","0","n/e","n/e","3677"
"Portugal (PT)","05.01.2018 07:00 - 05.01.2018 08:00 (CET/CEST)","213","n/e","n/e","n/e","632","1105","n/e","n/e","n/e","n/e","4","977","524","94","n/e","n/e","151","n/e","0","n/e","n/e","3360"
"Portugal (PT)","05.01.2018 08:00 - 05.01.2018 09:00 (CET/CEST)","213","n/e","n/e","n/e","1185","1433","n/e","n/e","n/e","n/e","1118","23","432","205","n/e","n/e","153","n/e","0","n/e","n/e","2561"
"Portugal (PT)","05.01.2018 09:00 - 05.01.2018 10:00 (CET/CEST)","217","n/e","n/e","n/e","1941","1379","n/e","n/e","n/e","n/e","1301","1","469","246","n/e","n/e","154","n/e","8","n/e","n/e","1883"
"Portugal (PT)","05.01.2018 10:00 - 05.01.2018 11:00 (CET/CEST)","217","n/e","n/e","n/e","2042","1469","n/e","n/e","n/e","n/e","1813","1","538","399","n/e","n/e","154","n/e","20","n/e","n/e","1357"
"Portugal (PT)","05.01.2018 11:00 - 05.01.2018 12:00 (CET/CEST)","216","n/e","n/e","n/e","1992","1469","n/e","n/e","n/e","n/e","1354","1","548","311","n/e","n/e","153","n/e","36","n/e","n/e","1188"
"Portugal (PT)","05.01.2018 12:00 - 05.01.2018 13:00 (CET/CEST)","217","n/e","n/e","n/e","1999","1469","n/e","n/e","n/e","n/e","951","2","587","127","n/e","n/e","153","n/e","37","n/e","n/e","1602"
"Portugal (PT)","05.01.2018 13:00 - 05.01.2018 14:00 (CET/CEST)","217","n/e","n/e","n/e","2055","1469","n/e","n/e","n/e","n/e","1006","1","611","92","n/e","n/e","152","n/e","29","n/e","n/e","1798"
"Portugal (PT)","05.01.2018 14:00 - 05.01.2018 15:00 (CET/CEST)","217","n/e","n/e","n/e","2049","1467","n/e","n/e","n/e","n/e","642","2","415","91","n/e","n/e","154","n/e","26","n/e","n/e","1941"
"Portugal (PT)","05.01.2018 15:00 - 05.01.2018 16:00 (CET/CEST)","214","n/e","n/e","n/e","2019","1466","n/e","n/e","n/e","n/e","969","1","466","89","n/e","n/e","152","n/e","18","n/e","n/e","2168"
"Portugal (PT)","05.01.2018 16:00 - 05.01.2018 17:00 (CET/CEST)","217","n/e","n/e","n/e","1977","1466","n/e","n/e","n/e","n/e","789","2","595","89","n/e","n/e","152","n/e","13","n/e","n/e","2227"
